example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
2,0,Sam only gave BILL bananas.,Sam didn't give Tom bananas.,A,0,B,,,,"the first sentence talks about Sam giving Bill only bananas, while the second sentence talks about Sam not giving Tom bananas. These statements involve different people and are independent of each other.",,,1,NEG,1,ns2,audio,openai,gpt-4o-audio-preview,20260428_152456,chatcmpl-DZebK1WzCxp8XxaTl7G0noYVOwUmo,,speaker1
3,0,Sam only gave Ellen ORANGES.,Sam also gave Sue oranges.,B,0,C,,,,"the first sentence says Sam only gave Ellen oranges, meaning no other items were given. The second sentence contradicts this by saying Sam also gave Sue oranges.",,,2,POS,1,ns2,audio,openai,gpt-4o-audio-preview,20260428_152456,chatcmpl-DZebK1WzCxp8XxaTl7G0noYVOwUmo,,speaker1
4,0,Sam only gave TOM apples.,Sam also gave Bill apples.,C,0,B,,,,"the first sentence talks about Sam giving only Tom apples, while the second sentence talks about Sam also giving Bill apples. These are two separate statements about different people.",,,1,POS,1,ns2,audio,openai,gpt-4o-audio-preview,20260428_152456,chatcmpl-DZebK1WzCxp8XxaTl7G0noYVOwUmo,,speaker1
5,0,Sam only gave Bill BANANAS.,Sam didn't give Bill grapes.,A,0,C,,,,"the first sentence says Sam only gave Bill bananas, which means he didn’t give him any other fruit. The second sentence contradicts this by saying Sam didn’t give Bill grapes, which is redundant and unnecessary since the first sentence already implies that fact.",,,2,NEG,2,ns2,audio,openai,gpt-4o-audio-preview,20260428_152456,chatcmpl-DZebK1WzCxp8XxaTl7G0noYVOwUmo,,speaker1
6,0,Sam only gave ELLEN bananas.,Sam also gave Ellen grapes.,B,0,C,,,,"the first sentence says Sam only gave Ellen bananas. The second sentence contradicts this by saying Sam also gave Ellen grapes, which breaks the exclusivity.",,,1,POS,2,ns2,audio,openai,gpt-4o-audio-preview,20260428_152456,chatcmpl-DZebK1WzCxp8XxaTl7G0noYVOwUmo,,speaker1
7,0,Sam only gave Ellen GRAPES.,Sam didn't give Rob grapes.,B,0,C,,,,"the first sentence says Sam only gave Ellen grapes, meaning no one else received grapes from Sam. The second sentence contradicts this by saying Sam didn’t give Rob grapes, which is redundant since the first sentence already excludes giving grapes to anyone but Ellen.",,,2,NEG,1,ns2,audio,openai,gpt-4o-audio-preview,20260428_152456,chatcmpl-DZebK1WzCxp8XxaTl7G0noYVOwUmo,,speaker1
0,0,Sam only gave ROB bananas.,Sam also gave Rob oranges.,B,0,C,,,,"the first sentence says that Sam only gave Rob bananas, implying that Rob didn't get anything else. The second sentence contradicts that by saying Sam also gave Rob oranges.",,,1,POS,2,ns3,audio,openai,gpt-4o-audio-preview,20260428_152456,chatcmpl-DZebWlu7EQbdiiUVip4RBDAA6lhmt,,speaker1
1,0,Sam only gave Mary APPLES.,Sam also gave Mary bananas.,C,1,C,,,,"the first sentence says that Sam only gave Mary apples, meaning she didn't receive anything else. The second sentence contradicts this by saying Sam also gave Mary bananas.",,,2,POS,2,ns3,audio,openai,gpt-4o-audio-preview,20260428_152456,chatcmpl-DZebWlu7EQbdiiUVip4RBDAA6lhmt,,speaker1
2,0,Sam only gave SUE bananas.,Sam didn't give Rob bananas.,A,0,C,,,,"the first sentence says Sam only gave Sue bananas, implying Sue didn’t get anything else, but the second sentence says Sam didn’t give Rob bananas, which is unrelated and doesn’t comment on Sue’s scenario.",,,1,NEG,1,ns3,audio,openai,gpt-4o-audio-preview,20260428_152456,chatcmpl-DZebWlu7EQbdiiUVip4RBDAA6lhmt,,speaker1
3,0,Sam only gave Mary GRAPES.,Sam also gave Ellen grapes.,B,0,C,,,,"the first sentence says that Sam only gave Mary grapes, meaning she didn't get anything else. The second sentence contradicts that by saying Sam also gave Ellen grapes, which changes the exclusivity from Mary.",,,2,POS,1,ns3,audio,openai,gpt-4o-audio-preview,20260428_152456,chatcmpl-DZebWlu7EQbdiiUVip4RBDAA6lhmt,,speaker1
4,0,Sam only gave ELLEN apples.,Sam also gave Rob apples.,C,1,C,,,,"the first sentence says that Sam only gave Ellen apples, implying he didn’t give them to anyone else. The second sentence contradicts that by saying Sam also gave Rob apples.",,,1,POS,1,ns3,audio,openai,gpt-4o-audio-preview,20260428_152456,chatcmpl-DZebWlu7EQbdiiUVip4RBDAA6lhmt,,speaker1
5,0,Sam only gave Tom BANANAS.,Sam didn't give Tom oranges.,A,1,A,,,,"the first sentence says Sam only gave Tom bananas, which suggests Tom didn’t get other fruits. The second sentence is consistent with that by saying Sam didn’t give Tom oranges.",,,2,NEG,2,ns3,audio,openai,gpt-4o-audio-preview,20260428_152456,chatcmpl-DZebWlu7EQbdiiUVip4RBDAA6lhmt,,speaker1
6,0,Sam only gave SUE apples.,Sam didn't give Sue oranges.,B,0,A,,,,"the first sentence says Sam only gave Sue apples, meaning Sue got nothing but apples. The second sentence is consistent by saying Sam didn’t give Sue oranges.",,,1,NEG,2,ns3,audio,openai,gpt-4o-audio-preview,20260428_152456,chatcmpl-DZebWlu7EQbdiiUVip4RBDAA6lhmt,,speaker1
7,0,Sam only gave Bill APPLES.,Sam didn't give Mary apples.,B,0,A,,,,"the first sentence says Sam only gave Bill apples, implying Mary didn’t get apples. The second sentence aligns with that by saying Sam didn’t give Mary apples.",,,2,NEG,1,ns3,audio,openai,gpt-4o-audio-preview,20260428_152456,chatcmpl-DZebWlu7EQbdiiUVip4RBDAA6lhmt,,speaker1
