example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold
1,0,Sam only gave SUE oranges.,Sam also gave Rob oranges.,C,1,C,1,Sam only gave SUE oranges.,Sam also gave Rob oranges.,... S1 entails that Sam didn't give oranges to anyone other than Sue.,0.0,0.0,1,POS,1,f1,audio,gemini,gemini-2.0-flash,20260105_093603,,2
2,0,Sam only gave SUE grapes.,Sam didn't give Ellen grapes.,A,1,A,1,Sam only gave SUE grapes.,Sam didn't give Ellen grapes.,... S1 entails that Sam didn't give grapes to anyone other than Sue.,0.0,0.0,1,NEG,1,f1,audio,gemini,gemini-2.0-flash,20260105_093603,,2
3,0,Sam only gave TOM apples.,Sam didn't give Tom grapes.,B,1,B,1,Sam only gave TOM apples.,Sam didn't give Tom grapes.,"... S1 entails that Sam didn't give anything other than apples to Tom, which is independent of whether he gave Tom grapes.",0.0,0.0,1,NEG,2,f1,audio,gemini,gemini-2.0-flash,20260105_093603,,2
4,1,Sam only gave Rob ORANGES.,Sam also gave Rob apples.,C,1,C,1,Sam only gave Rob ORANGES.,Sam also gave Rob apples.,...,0.0,0.0,2,POS,2,f1,audio,gemini,gemini-2.0-flash,20260105_093603,,2
5,1,Sam only gave SUE grapes.,Sam didn't give Tom grapes.,A,1,A,1,Sam only gave SUE grapes.,Sam didn't give Tom grapes.,...,0.0,0.0,1,NEG,1,f1,audio,gemini,gemini-2.0-flash,20260105_093603,,2
6,0,Sam only gave Ellen BANANAS.,Sam also gave Mary bananas.,B,0,C,1,Sam only gave Ellen BANANAS.,Sam also gave Mary bananas.,... S1 entails that Sam didn't give bananas to anyone other than Ellen.,0.0,0.0,2,POS,1,f1,audio,gemini,gemini-2.0-flash,20260105_093603,,2
7,0,Sam only gave ROB bananas.,Sam didn't give Rob oranges.,B,1,B,1,Sam only gave ROB bananas.,Sam didn't give Rob oranges.,"... S1 entails that Sam didn't give bananas to anyone other than Rob, which is independent of whether he gave Rob oranges.",0.0,0.0,1,NEG,2,f1,audio,gemini,gemini-2.0-flash,20260105_093603,,2
8,0,Sam only gave Mary BANANAS.,Sam also gave Mary apples.,C,1,C,1,Sam only gave Mary BANANAS.,Sam also gave Mary apples.,... S1 entails that Sam didn't give anything other than bananas to Mary.,0.0,0.0,2,POS,2,f1,audio,gemini,gemini-2.0-flash,20260105_093603,,2
9,0,Sam only gave Sue ORANGES.,Sam didn't give Rob oranges.,B,1,B,1,Sam only gave Sue ORANGES.,Sam didn't give Rob oranges.,"... S1 entails that Sam didn't give anything other than oranges to Sue, which is independent of whether he gave Rob oranges.",0.0,0.0,2,NEG,1,f1,audio,gemini,gemini-2.0-flash,20260105_093603,,2
0,0,Sam only gave BILL grapes.,Sam also gave Sue grapes.,C,0,B,1,Sam only gave BILL grapes.,Sam also gave Sue grapes.,"Sam only gave Bill grapes entails that Sam didn't give anyone else grapes, which is independent of Sam also giving Sue grapes.",0.0,0.0,1,POS,1,f1,audio,gemini,gemini-2.0-flash,20260105_093603,,3
1,0,Sam only gave SUE oranges.,Sam also gave Rob oranges.,C,0,B,1,Sam only gave SUE oranges.,Sam also gave Rob oranges.,"Sam only gave Sue oranges entails that Sam didn't give anyone else oranges, which is independent of Sam also giving Rob oranges.",0.0,0.0,1,POS,1,f1,audio,gemini,gemini-2.0-flash,20260105_093603,,3
2,0,Sam only gave SUE grapes.,Sam didn't give Ellen grapes.,A,1,A,1,Sam only gave SUE grapes.,Sam didn't give Ellen grapes.,"Sam only gave Sue grapes entails that Sam didn't give anyone else grapes, which entails that Sam didn't give Ellen grapes.",0.0,0.0,1,NEG,1,f1,audio,gemini,gemini-2.0-flash,20260105_093603,,3
3,0,Sam only gave TOM apples.,Sam didn't give Tom grapes.,B,1,B,1,Sam only gave TOM apples.,Sam didn't give Tom grapes.,"Sam only gave Tom apples entails that Sam didn't give Tom anything else, which is independent of Sam not giving Tom grapes.",0.0,0.0,1,NEG,2,f1,audio,gemini,gemini-2.0-flash,20260105_093603,,3
4,0,Sam only gave Rob ORANGES.,Sam also gave Rob apples.,C,0,B,1,Sam only gave Rob ORANGES.,Sam also gave Rob apples.,"Sam only gave Rob oranges entails that Sam didn't give Rob anything else, which is independent of Sam also giving Rob apples.",0.0,0.0,2,POS,2,f1,audio,gemini,gemini-2.0-flash,20260105_093603,,3
5,0,Sam only gave SUE grapes.,Sam didn't give Tom grapes.,A,1,A,1,Sam only gave SUE grapes.,Sam didn't give Tom grapes.,"Sam only gave Sue grapes entails that Sam didn't give anyone else grapes, which entails that Sam didn't give Tom grapes.",0.0,0.0,1,NEG,1,f1,audio,gemini,gemini-2.0-flash,20260105_093603,,3
6,1,Sam only gave Ellen BANANAS.,Sam also gave Mary bananas.,B,1,B,1,Sam only gave Ellen BANANAS.,Sam also gave Mary bananas.,"Sam only gave Ellen bananas entails that Sam didn't give Ellen anything else, which is independent of Sam also giving Mary bananas.",0.0,0.0,2,POS,1,f1,audio,gemini,gemini-2.0-flash,20260105_093603,,3
7,1,Sam only gave ROB bananas.,Sam didn't give Rob oranges.,B,1,B,1,Sam only gave ROB bananas.,Sam didn't give Rob oranges.,"Sam only gave Rob bananas entails that Sam didn't give anyone else bananas, which is independent of Sam not giving Rob oranges.",0.0,0.0,1,NEG,2,f1,audio,gemini,gemini-2.0-flash,20260105_093603,,3
8,0,Sam only gave Mary BANANAS.,Sam also gave Mary apples.,C,0,B,1,Sam only gave Mary BANANAS.,Sam also gave Mary apples.,"Sam only gave Mary bananas entails that Sam didn't give Mary anything else, which is independent of Sam also giving Mary apples.",0.0,0.0,2,POS,2,f1,audio,gemini,gemini-2.0-flash,20260105_093603,,3
9,0,Sam only gave Sue ORANGES.,Sam didn't give Rob oranges.,B,0,A,0,Sam only gave SUE oranges.,Sam didn't give Rob oranges.,"Sam only gave Sue oranges entails that Sam didn't give anyone else oranges, which entails that Sam didn't give Rob oranges.",0.0,0.0,2,NEG,1,f1,audio,gemini,gemini-2.0-flash,20260105_093603,,3
0,0,Sam only gave BILL grapes.,Sam also gave Sue grapes.,C,1,C,1,Sam only gave BILL grapes.,Sam also gave Sue grapes.,Sam only gave Bill grapes entails that Sam didn't give anyone else grapes.,0.0,0.0,1,POS,1,f1,audio,gemini,gemini-2.0-flash,20260105_093603,,4
1,0,Sam only gave SUE oranges.,Sam also gave Rob oranges.,C,1,C,1,Sam only gave SUE oranges.,Sam also gave Rob oranges.,Sam only gave Sue oranges entails that Sam didn't give anyone else oranges.,0.0,0.0,1,POS,1,f1,audio,gemini,gemini-2.0-flash,20260105_093603,,4
2,0,Sam only gave SUE grapes.,Sam didn't give Ellen grapes.,A,1,A,1,Sam only gave SUE grapes.,Sam didn't give Ellen grapes.,Sam only gave Sue grapes entails that Sam didn't give anyone else grapes.,0.0,0.0,1,NEG,1,f1,audio,gemini,gemini-2.0-flash,20260105_093603,,4
3,0,Sam only gave TOM apples.,Sam didn't give Tom grapes.,B,1,B,1,Sam only gave TOM apples.,Sam didn't give Tom grapes.,Sam only gave Tom apples entails that Sam didn't give Tom anything other than apples.,0.0,0.0,1,NEG,2,f1,audio,gemini,gemini-2.0-flash,20260105_093603,,4
4,0,Sam only gave Rob ORANGES.,Sam also gave Rob apples.,C,1,C,1,Sam only gave Rob ORANGES.,Sam also gave Rob apples.,Sam only gave Rob oranges entails that Sam didn't give Rob anything other than oranges.,0.0,0.0,2,POS,2,f1,audio,gemini,gemini-2.0-flash,20260105_093603,,4
5,0,Sam only gave SUE grapes.,Sam didn't give Tom grapes.,A,1,A,1,Sam only gave SUE grapes.,Sam didn't give Tom grapes.,Sam only gave Sue grapes entails that Sam didn't give anyone else grapes.,0.0,0.0,1,NEG,1,f1,audio,gemini,gemini-2.0-flash,20260105_093603,,4
6,0,Sam only gave Ellen BANANAS.,Sam also gave Mary bananas.,B,0,C,0,Sam only gave ELLEN bananas.,Sam also gave Mary bananas.,Sam only gave Ellen bananas entails that Sam didn't give anyone else bananas.,0.0,0.0,2,POS,1,f1,audio,gemini,gemini-2.0-flash,20260105_093603,,4
7,0,Sam only gave ROB bananas.,Sam didn't give Rob oranges.,B,1,B,1,Sam only gave ROB bananas.,Sam didn't give Rob oranges.,Sam only gave Rob bananas entails that Sam didn't give Rob anything other than bananas.,0.0,0.0,1,NEG,2,f1,audio,gemini,gemini-2.0-flash,20260105_093603,,4
8,1,Sam only gave Mary BANANAS.,Sam also gave Mary apples.,C,1,C,0,Sam only gave MARY bananas.,Sam also gave Mary apples.,Sam only gave Mary bananas entails that Sam didn't give Mary anything other than bananas.,0.0,0.0,2,POS,2,f1,audio,gemini,gemini-2.0-flash,20260105_093603,,4
9,1,Sam only gave Sue ORANGES.,Sam didn't give Rob oranges.,B,1,B,1,Sam only gave Sue ORANGES.,Sam didn't give Rob oranges.,Sam only gave Sue oranges entails that Sam didn't give Sue anything other than oranges.,0.0,0.0,2,NEG,1,f1,audio,gemini,gemini-2.0-flash,20260105_093603,,4
0,1,Sam only gave ROB bananas.,Sam didn't give Tom bananas.,A,1,A,1,Sam only gave ROB bananas.,Sam didn't give Tom bananas.,"Sam only gave Rob bananas, so he didn't give Tom bananas.",0.0,0.0,1,NEG,1,f2,audio,gemini,gemini-2.0-flash,20260105_093603,,0
1,1,Sam only gave TOM grapes.,Sam didn't give Tom oranges.,B,1,B,1,Sam only gave TOM grapes.,Sam didn't give Tom oranges.,Sam only gave Tom grapes doesn't mean he didn't give Tom oranges.,0.0,0.0,1,NEG,2,f2,audio,gemini,gemini-2.0-flash,20260105_093603,,0
2,0,Sam only gave SUE oranges.,Sam also gave Sue apples.,B,0,C,1,Sam only gave SUE oranges.,Sam also gave Sue apples.,"Sam only gave Sue oranges, so he didn't give Sue apples.",0.0,0.0,1,POS,2,f2,audio,gemini,gemini-2.0-flash,20260105_093603,,0
3,0,Sam only gave SUE bananas.,Sam didn't give Rob bananas.,A,1,A,1,Sam only gave SUE bananas.,Sam didn't give Rob bananas.,"Sam only gave Sue bananas, so he didn't give Rob bananas.",0.0,0.0,1,NEG,1,f2,audio,gemini,gemini-2.0-flash,20260105_093603,,0
4,0,Sam only gave Tom ORANGES.,Sam didn't give Tom bananas.,A,1,A,1,Sam only gave Tom ORANGES.,Sam didn't give Tom bananas.,"Sam only gave Tom oranges, so he didn't give Tom bananas.",0.0,0.0,2,NEG,2,f2,audio,gemini,gemini-2.0-flash,20260105_093603,,0
5,0,Sam only gave SUE apples.,Sam didn't give Sue oranges.,B,0,A,1,Sam only gave SUE apples.,Sam didn't give Sue oranges.,"Sam only gave Sue apples, so he didn't give Sue oranges.",0.0,0.0,1,NEG,2,f2,audio,gemini,gemini-2.0-flash,20260105_093603,,0
6,0,Sam only gave Sue GRAPES.,Sam didn't give Sue apples.,A,1,A,0,Sam only gave SUE grapes.,Sam didn't give Sue apples.,"Sam only gave Sue grapes, so he didn't give Sue apples.",0.0,0.0,2,NEG,2,f2,audio,gemini,gemini-2.0-flash,20260105_093603,,0
7,0,Sam only gave ELLEN oranges.,Sam also gave Ellen bananas.,B,0,C,1,Sam only gave ELLEN oranges.,Sam also gave Ellen bananas.,"Sam only gave Ellen oranges, so he didn't give Ellen bananas.",0.0,0.0,1,POS,2,f2,audio,gemini,gemini-2.0-flash,20260105_093603,,0
8,0,Sam only gave MARY grapes.,Sam didn't give Mary apples.,B,0,A,1,Sam only gave MARY grapes.,Sam didn't give Mary apples.,"Sam only gave Mary grapes, so he didn't give Mary apples.",0.0,0.0,1,NEG,2,f2,audio,gemini,gemini-2.0-flash,20260105_093603,,0
9,0,Sam only gave BILL oranges.,Sam also gave Mary oranges.,C,1,C,1,Sam only gave BILL oranges.,Sam also gave Mary oranges.,"Sam only gave Bill oranges, so he didn't give Mary oranges.",0.0,0.0,1,POS,1,f2,audio,gemini,gemini-2.0-flash,20260105_093603,,0
0,0,Sam only gave ROB bananas.,Sam didn't give Tom bananas.,A,1,A,1,Sam only gave ROB bananas.,Sam didn't give Tom bananas.,Sam only gave Rob bananas entails that Sam didn't give anyone else bananas.,0.0,0.0,1,NEG,1,f2,audio,gemini,gemini-2.0-flash,20260105_093603,,1
1,0,Sam only gave TOM grapes.,Sam didn't give Tom oranges.,B,0,A,1,Sam only gave TOM grapes.,Sam didn't give Tom oranges.,Sam only gave Tom grapes entails that Sam didn't give Tom anything else.,0.0,0.0,1,NEG,2,f2,audio,gemini,gemini-2.0-flash,20260105_093603,,1
2,1,Sam only gave SUE oranges.,Sam also gave Sue apples.,B,1,B,1,Sam only gave SUE oranges.,Sam also gave Sue apples.,"Sam only gave Sue oranges entails that Sam didn't give anyone else oranges, but it doesn't exclude the possibility of Sam giving Sue apples.",0.0,0.0,1,POS,2,f2,audio,gemini,gemini-2.0-flash,20260105_093603,,1
3,1,Sam only gave SUE bananas.,Sam didn't give Rob bananas.,A,1,A,1,Sam only gave SUE bananas.,Sam didn't give Rob bananas.,Sam only gave Sue bananas entails that Sam didn't give anyone else bananas.,0.0,0.0,1,NEG,1,f2,audio,gemini,gemini-2.0-flash,20260105_093603,,1
4,0,Sam only gave Tom ORANGES.,Sam didn't give Tom bananas.,A,1,A,1,Sam only gave Tom ORANGES.,Sam didn't give Tom bananas.,Sam only gave Tom oranges entails that Sam didn't give Tom anything else.,0.0,0.0,2,NEG,2,f2,audio,gemini,gemini-2.0-flash,20260105_093603,,1
5,0,Sam only gave SUE apples.,Sam didn't give Sue oranges.,B,0,A,1,Sam only gave SUE apples.,Sam didn't give Sue oranges.,Sam only gave Sue apples entails that Sam didn't give anyone else apples.,0.0,0.0,1,NEG,2,f2,audio,gemini,gemini-2.0-flash,20260105_093603,,1
6,0,Sam only gave Sue GRAPES.,Sam didn't give Sue apples.,A,1,A,0,Sam only gave SUE grapes.,Sam didn't give Sue apples.,Sam only gave Sue grapes entails that Sam didn't give anyone else grapes.,0.0,0.0,2,NEG,2,f2,audio,gemini,gemini-2.0-flash,20260105_093603,,1
7,0,Sam only gave ELLEN oranges.,Sam also gave Ellen bananas.,B,1,B,1,Sam only gave ELLEN oranges.,Sam also gave Ellen bananas.,"Sam only gave Ellen oranges entails that Sam didn't give anyone else oranges, but it doesn't exclude the possibility of Sam giving Ellen bananas.",0.0,0.0,1,POS,2,f2,audio,gemini,gemini-2.0-flash,20260105_093603,,1
8,0,Sam only gave MARY grapes.,Sam didn't give Mary apples.,B,0,A,1,Sam only gave MARY grapes.,Sam didn't give Mary apples.,Sam only gave Mary grapes entails that Sam didn't give anyone else grapes.,0.0,0.0,1,NEG,2,f2,audio,gemini,gemini-2.0-flash,20260105_093603,,1
9,0,Sam only gave BILL oranges.,Sam also gave Mary oranges.,C,0,B,1,Sam only gave BILL oranges.,Sam also gave Mary oranges.,"Sam only gave Bill oranges entails that Sam didn't give anyone else oranges, but it doesn't exclude the possibility of Sam giving Mary oranges.",0.0,0.0,1,POS,1,f2,audio,gemini,gemini-2.0-flash,20260105_093603,,1
0,0,Sam only gave ROB bananas.,Sam didn't give Tom bananas.,A,1,A,1,Sam only gave ROB bananas.,Sam didn't give Tom bananas.,"Sam only gave Rob bananas, so he didn't give anyone else bananas.",0.0,0.0,1,NEG,1,f2,audio,gemini,gemini-2.0-flash,20260105_093603,,2
1,0,Sam only gave TOM grapes.,Sam didn't give Tom oranges.,B,1,B,1,Sam only gave TOM grapes.,Sam didn't give Tom oranges.,"Sam only gave Tom grapes, which doesn't entail anything about what he gave Tom besides grapes.",0.0,0.0,1,NEG,2,f2,audio,gemini,gemini-2.0-flash,20260105_093603,,2
2,0,Sam only gave SUE oranges.,Sam also gave Sue apples.,B,0,C,1,Sam only gave SUE oranges.,Sam also gave Sue apples.,"Sam only gave Sue oranges, so he didn't give Sue anything else.",0.0,0.0,1,POS,2,f2,audio,gemini,gemini-2.0-flash,20260105_093603,,2
3,0,Sam only gave SUE bananas.,Sam didn't give Rob bananas.,A,1,A,1,Sam only gave SUE bananas.,Sam didn't give Rob bananas.,"Sam only gave Sue bananas, so he didn't give anyone else bananas.",0.0,0.0,1,NEG,1,f2,audio,gemini,gemini-2.0-flash,20260105_093603,,2
4,1,Sam only gave Tom ORANGES.,Sam didn't give Tom bananas.,A,1,A,1,Sam only gave Tom ORANGES.,Sam didn't give Tom bananas.,"Sam only gave Tom oranges, so he didn't give Tom anything else.",0.0,0.0,2,NEG,2,f2,audio,gemini,gemini-2.0-flash,20260105_093603,,2
5,1,Sam only gave SUE apples.,Sam didn't give Sue oranges.,B,1,B,1,Sam only gave SUE apples.,Sam didn't give Sue oranges.,"Sam only gave Sue apples, which doesn't entail anything about what he gave other people.",0.0,0.0,1,NEG,2,f2,audio,gemini,gemini-2.0-flash,20260105_093603,,2
6,0,Sam only gave Sue GRAPES.,Sam didn't give Sue apples.,A,1,A,1,Sam only gave Sue GRAPES.,Sam didn't give Sue apples.,"Sam only gave Sue grapes, so he didn't give Sue anything else.",0.0,0.0,2,NEG,2,f2,audio,gemini,gemini-2.0-flash,20260105_093603,,2
7,0,Sam only gave ELLEN oranges.,Sam also gave Ellen bananas.,B,0,C,1,Sam only gave ELLEN oranges.,Sam also gave Ellen bananas.,"Sam only gave Ellen oranges, so he didn't give Ellen anything else.",0.0,0.0,1,POS,2,f2,audio,gemini,gemini-2.0-flash,20260105_093603,,2
8,0,Sam only gave MARY grapes.,Sam didn't give Mary apples.,B,1,B,1,Sam only gave MARY grapes.,Sam didn't give Mary apples.,"Sam only gave Mary grapes, which doesn't entail anything about what he gave other people.",0.0,0.0,1,NEG,2,f2,audio,gemini,gemini-2.0-flash,20260105_093603,,2
9,0,Sam only gave BILL oranges.,Sam also gave Mary oranges.,C,0,B,1,Sam only gave BILL oranges.,Sam also gave Mary oranges.,"Sam only gave Bill oranges, which doesn't entail anything about what he gave other people.",0.0,0.0,1,POS,1,f2,audio,gemini,gemini-2.0-flash,20260105_093603,,2
0,0,Sam only gave ROB bananas.,Sam didn't give Tom bananas.,A,1,A,1,Sam only gave ROB bananas.,Sam didn't give Tom bananas.,Sam only gave Rob bananas entails that Sam didn't give bananas to anyone else.,0.0,0.0,1,NEG,1,f2,audio,gemini,gemini-2.0-flash,20260105_093603,,3
1,0,Sam only gave TOM grapes.,Sam didn't give Tom oranges.,B,1,B,1,Sam only gave TOM grapes.,Sam didn't give Tom oranges.,Sam only gave Tom grapes does not entail anything about what Sam gave to other people.,0.0,0.0,1,NEG,2,f2,audio,gemini,gemini-2.0-flash,20260105_093603,,3
2,0,Sam only gave SUE oranges.,Sam also gave Sue apples.,B,1,B,1,Sam only gave SUE oranges.,Sam also gave Sue apples.,Sam only gave Sue oranges does not entail that Sam didn't give Sue anything else.,0.0,0.0,1,POS,2,f2,audio,gemini,gemini-2.0-flash,20260105_093603,,3
3,0,Sam only gave SUE bananas.,Sam didn't give Rob bananas.,A,1,A,1,Sam only gave SUE bananas.,Sam didn't give Rob bananas.,Sam only gave Sue bananas entails that Sam didn't give bananas to anyone else.,0.0,0.0,1,NEG,1,f2,audio,gemini,gemini-2.0-flash,20260105_093603,,3
4,0,Sam only gave Tom ORANGES.,Sam didn't give Tom bananas.,A,1,A,1,Sam only gave Tom ORANGES.,Sam didn't give Tom bananas.,Sam only gave Tom oranges entails that Sam didn't give anything else to Tom.,0.0,0.0,2,NEG,2,f2,audio,gemini,gemini-2.0-flash,20260105_093603,,3
5,0,Sam only gave SUE apples.,Sam didn't give Sue oranges.,B,0,A,1,Sam only gave SUE apples.,Sam didn't give Sue oranges.,Sam only gave Sue apples entails that Sam didn't give anything else to Sue.,0.0,0.0,1,NEG,2,f2,audio,gemini,gemini-2.0-flash,20260105_093603,,3
6,1,Sam only gave Sue GRAPES.,Sam didn't give Sue apples.,A,1,A,1,Sam only gave Sue GRAPES.,Sam didn't give Sue apples.,Sam only gave Sue grapes entails that Sam didn't give anything else to Sue.,0.0,0.0,2,NEG,2,f2,audio,gemini,gemini-2.0-flash,20260105_093603,,3
7,1,Sam only gave ELLEN oranges.,Sam also gave Ellen bananas.,B,1,B,1,Sam only gave ELLEN oranges.,Sam also gave Ellen bananas.,Sam only gave Ellen oranges does not entail that Sam didn't give anything else to Ellen.,0.0,0.0,1,POS,2,f2,audio,gemini,gemini-2.0-flash,20260105_093603,,3
8,0,Sam only gave MARY grapes.,Sam didn't give Mary apples.,B,0,A,1,Sam only gave MARY grapes.,Sam didn't give Mary apples.,Sam only gave Mary grapes entails that Sam didn't give anything else to Mary.,0.0,0.0,1,NEG,2,f2,audio,gemini,gemini-2.0-flash,20260105_093603,,3
9,0,Sam only gave BILL oranges.,Sam also gave Mary oranges.,C,0,B,1,Sam only gave BILL oranges.,Sam also gave Mary oranges.,Sam only gave Bill oranges does not entail anything about what Sam gave to other people.,0.0,0.0,1,POS,1,f2,audio,gemini,gemini-2.0-flash,20260105_093603,,3
0,0,Sam only gave ROB bananas.,Sam didn't give Tom bananas.,A,1,A,1,Sam only gave ROB bananas.,Sam didn't give Tom bananas.,Sam only gave Rob bananas entails that Sam didn't give anyone else bananas.,0.0,0.0,1,NEG,1,f2,audio,gemini,gemini-2.0-flash,20260105_093603,,4
