example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
5,0,Sam only gave SUE apples.,Sam didn't give Sue oranges.,B,1,B,,,,"the prosodic focus in S1 is on ""Sue"", meaning Sue was the only person Sam gave apples to. This provides no information about whether Sam gave Sue oranges, making S2 independent.",,,1,NEG,2,f2,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,0,speaker0
6,0,Sam only gave Sue GRAPES.,Sam didn't give Sue apples.,A,1,A,,,,"the prosodic focus in S1 is on ""grapes"", meaning grapes were the only thing Sam gave to Sue. This entails S2, that Sam didn't give Sue apples.",,,2,NEG,2,f2,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,0,speaker0
7,0,Sam only gave ELLEN oranges.,Sam also gave Ellen bananas.,B,1,B,,,,"the prosodic focus in S1 is on ""Ellen"", meaning Ellen was the only person Sam gave oranges to. This provides no information about whether Sam also gave Ellen bananas, making S2 independent.",,,1,POS,2,f2,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,0,speaker0
8,0,Sam only gave MARY grapes.,Sam didn't give Mary apples.,B,1,B,,,,"the prosodic focus in S1 is on ""Mary"", meaning Mary was the only person Sam gave grapes to. This provides no information about whether Sam gave Mary apples, making S2 independent.",,,1,NEG,2,f2,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,0,speaker0
9,0,Sam only gave BILL oranges.,Sam also gave Mary oranges.,C,1,C,,,,"the prosodic focus in S1 is on ""Bill"", meaning Bill was the only person Sam gave oranges to. This contradicts S2, which states that Sam also gave Mary oranges.",,,1,POS,1,f2,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,0,speaker0
0,0,Sam only gave ROB bananas.,Sam didn't give Tom bananas.,A,1,A,,,,"the prosodic focus in S1 is on ""Rob"", meaning Rob is the only person Sam gave bananas to. This entails that Sam didn't give Tom bananas.",,,1,NEG,1,f2,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,1,speaker0
1,0,Sam only gave TOM grapes.,Sam didn't give Tom oranges.,B,1,B,,,,"the prosodic focus in S1 is on ""Tom"", meaning Tom is the only person Sam gave grapes to. This provides no information about whether Sam gave Tom oranges, making S2 independent.",,,1,NEG,2,f2,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,1,speaker0
2,0,Sam only gave SUE oranges.,Sam also gave Sue apples.,B,1,B,,,,"the prosodic focus in S1 is on ""Sue"", meaning Sue is the only person Sam gave oranges to. This provides no information about whether Sam also gave Sue apples, making S2 independent.",,,1,POS,2,f2,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,1,speaker0
3,0,Sam only gave SUE bananas.,Sam didn't give Rob bananas.,A,1,A,,,,"the prosodic focus in S1 is on ""Sue"", meaning Sue is the only person Sam gave bananas to. This entails that Sam didn't give Rob bananas.",,,1,NEG,1,f2,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,1,speaker0
4,0,Sam only gave Tom ORANGES.,Sam didn't give Tom bananas.,A,1,A,,,,"the prosodic focus in S1 is on ""oranges"", meaning oranges are the only thing Sam gave to Tom. This entails that Sam didn't give Tom bananas.",,,2,NEG,2,f2,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,1,speaker0
5,0,Sam only gave Rob APPLES.,Sam didn't give Sue apples.,B,1,B,,,,"the prosodic focus in S1 is on ""APPLES"", meaning the only thing Sam gave Rob was apples. This does not restrict what Sam gave to other people, so whether Sam gave Sue apples is independent.",,,2,NEG,1,f3,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,0,speaker0
6,0,Sam only gave ROB oranges.,Sam also gave Rob apples.,B,1,B,,,,"the prosodic focus in S1 is on ""ROB"", meaning Rob was the only person who received oranges. This does not restrict what other items Sam might have given to Rob, so whether Sam also gave Rob apples is independent.",,,1,POS,2,f3,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,0,speaker0
7,0,Sam only gave ROB apples.,Sam also gave Rob grapes.,B,1,B,,,,"the prosodic focus in S1 is on ""ROB"", meaning Rob was the only person who received apples. This does not restrict what other items Sam might have given to Rob, so whether Sam also gave Rob grapes is independent.",,,1,POS,2,f3,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,0,speaker0
8,0,Sam only gave ROB bananas.,Sam didn't give Ellen bananas.,A,1,A,,,,"the prosodic focus in S1 is on ""ROB"", meaning Rob was the only person who received bananas. This entails that no one else, including Ellen, received bananas.",,,1,NEG,1,f3,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,0,speaker0
9,0,Sam only gave Mary APPLES.,Sam also gave Ellen apples.,B,1,B,,,,"the prosodic focus in S1 is on ""APPLES"", meaning the only thing Sam gave Mary was apples. This does not restrict who else might have received apples, so whether Sam also gave Ellen apples is independent.",,,2,POS,1,f3,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,0,speaker0
0,0,Sam only gave ELLEN grapes.,Sam didn't give Tom grapes.,A,1,A,,,,"S1 places prosodic focus on ""Ellen"", meaning Ellen was the only person Sam gave grapes to. This entails that Sam didn't give grapes to Tom.",,,1,NEG,1,f3,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,1,speaker0
1,0,Sam only gave Ellen APPLES.,Sam didn't give Ellen oranges.,A,0,C,,,,"S1 places prosodic focus on ""apples"", meaning apples were the only thing Sam gave Ellen. This entails that Sam did give Ellen apples, which directly contradicts S2.",,,2,NEG,2,f3,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,1,speaker0
2,0,Sam only gave Rob GRAPES.,Sam also gave Ellen grapes.,B,1,B,,,,"S1 places prosodic focus on ""grapes"", meaning grapes were the only thing Sam gave Rob. This provides no information about what Sam gave Ellen, making S2 independent.",,,2,POS,1,f3,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,1,speaker0
3,0,Sam only gave Rob APPLES.,Sam also gave Ellen apples.,B,1,B,,,,"S1 places prosodic focus on ""apples"", meaning apples were the only thing Sam gave Rob. This provides no information about what Sam gave Ellen, making S2 independent.",,,2,POS,1,f3,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,1,speaker0
4,0,Sam only gave Ellen APPLES.,Sam didn't give Bill apples.,B,1,B,,,,"S1 places prosodic focus on ""apples"", meaning apples were the only thing Sam gave Ellen. This provides no information about what Sam gave Bill, making S2 independent.",,,2,NEG,1,f3,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,1,speaker0
5,0,Sam only gave Bill BANANAS.,Sam didn't give Bill grapes.,A,1,A,,,,"the prosodic focus in S1 is on ""bananas"", meaning bananas are the only thing Sam gave to Bill. Therefore, it entails S2, that he didn't give Bill grapes.",,,2,NEG,2,f4,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,0,speaker0
6,0,Sam only gave Ellen ORANGES.,Sam didn't give Ellen grapes.,A,1,A,,,,"the prosodic focus in S1 is on ""oranges"", meaning oranges are the only thing Sam gave to Ellen. Therefore, it entails S2, that he didn't give Ellen grapes.",,,2,NEG,2,f4,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,0,speaker0
7,0,Sam only gave Mary BANANAS.,Sam didn't give Ellen bananas.,B,1,B,,,,"the prosodic focus in S1 is on ""bananas"", meaning bananas are the only thing Sam gave to Mary. This provides no information about what Sam gave to Ellen, making S2 independent.",,,2,NEG,1,f4,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,0,speaker0
8,0,Sam only gave BILL bananas.,Sam didn't give Tom bananas.,A,0,B,,,,"the prosodic focus in S1 is on ""bananas"", meaning bananas are the only thing Sam gave to Bill. This provides no information about what Sam gave to Tom, making S2 independent.",,,1,NEG,1,f4,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,0,speaker0
9,0,Sam only gave Sue ORANGES.,Sam didn't give Sue grapes.,A,1,A,,,,"the prosodic focus in S1 is on ""oranges"", meaning oranges are the only thing Sam gave to Sue. Therefore, it entails S2, that he didn't give Sue grapes.",,,2,NEG,2,f4,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,0,speaker0
0,0,Sam only gave SUE apples.,Sam also gave Rob apples.,C,1,C,,,,"S1 places prosodic focus on ""Sue"", meaning Sue was the only person Sam gave apples to. S2 states that Sam also gave Rob apples, which directly contradicts S1.",,,1,POS,1,f4,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,1,speaker0
1,0,Sam only gave Bill APPLES.,Sam didn't give Mary apples.,B,1,B,,,,"S1 places prosodic focus on ""apples"", meaning apples were the only thing Sam gave to Bill. This provides no information about what Sam gave to Mary, making S2 independent of S1.",,,2,NEG,1,f4,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,1,speaker0
2,0,Sam only gave MARY oranges.,Sam also gave Ellen oranges.,C,1,C,,,,"S1 places prosodic focus on ""Mary"", meaning Mary was the only person Sam gave oranges to. S2 states that Sam also gave Ellen oranges, which directly contradicts S1.",,,1,POS,1,f4,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,1,speaker0
3,0,Sam only gave Ellen APPLES.,Sam didn't give Tom apples.,B,1,B,,,,"S1 places prosodic focus on ""apples"", meaning apples were the only thing Sam gave to Ellen. This provides no information about what Sam gave to Tom, making S2 independent of S1.",,,2,NEG,1,f4,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,1,speaker0
4,0,Sam only gave ROB bananas.,Sam also gave Rob oranges.,B,1,B,,,,"S1 places prosodic focus on ""Rob"", meaning Rob was the only person Sam gave bananas to. This provides no information about whether Sam gave Rob other items such as oranges, making S2 independent of S1.",,,1,POS,2,f4,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,1,speaker0
5,0,Sam only gave Mary GRAPES.,Sam also gave Mary apples.,C,1,C,,,,"S1 places prosodic focus on ""GRAPES"", meaning grapes were the only thing Sam gave Mary. This contradicts S2, which states that Sam also gave Mary apples.",,,2,POS,2,f5,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,0,speaker0
6,0,Sam only gave SUE apples.,Sam also gave Mary apples.,C,1,C,,,,"S1 places prosodic focus on ""SUE"", meaning Sue was the only person Sam gave apples to. This contradicts S2, which states that Sam also gave Mary apples.",,,1,POS,1,f5,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,0,speaker0
7,0,Sam only gave Bill ORANGES.,Sam also gave Bill bananas.,C,1,C,,,,"S1 places prosodic focus on ""ORANGES"", meaning oranges were the only thing Sam gave Bill. This contradicts S2, which states that Sam also gave Bill bananas.",,,2,POS,2,f5,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,0,speaker0
8,0,Sam only gave Ellen BANANAS.,Sam also gave Ellen grapes.,C,1,C,,,,"S1 places prosodic focus on ""BANANAS"", meaning bananas were the only thing Sam gave Ellen. This contradicts S2, which states that Sam also gave Ellen grapes.",,,2,POS,2,f5,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,0,speaker0
9,0,Sam only gave Tom BANANAS.,Sam didn't give Tom oranges.,A,1,A,,,,"S1 places prosodic focus on ""BANANAS"", meaning bananas were the only thing Sam gave Tom. This logically entails S2, which states that Sam didn't give Tom oranges.",,,2,NEG,2,f5,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,0,speaker0
0,0,Sam only gave Ellen GRAPES.,Sam also gave Ellen oranges.,C,1,C,,,,"S1 places prosodic focus on ""grapes"", meaning grapes are the only thing Sam gave Ellen. This contradicts S2, which states that Sam also gave Ellen oranges.",,,2,POS,2,f5,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,1,speaker0
1,0,Sam only gave ELLEN apples.,Sam also gave Rob apples.,C,1,C,,,,"S1 places prosodic focus on ""Ellen"", meaning Ellen is the only person Sam gave apples to. This contradicts S2, which states that Sam also gave Rob apples.",,,1,POS,1,f5,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,1,speaker0
2,0,Sam only gave MARY oranges.,Sam didn't give Mary bananas.,B,1,B,,,,"S1 places prosodic focus on ""Mary"", meaning Mary is the only person Sam gave oranges to. This provides no information about whether Sam gave Mary bananas, making S2 independent.",,,1,NEG,2,f5,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,1,speaker0
3,0,Sam only gave MARY oranges.,Sam also gave Tom oranges.,C,1,C,,,,"S1 places prosodic focus on ""Mary"", meaning Mary is the only person Sam gave oranges to. This contradicts S2, which states that Sam also gave Tom oranges.",,,1,POS,1,f5,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,1,speaker0
4,0,Sam only gave Mary ORANGES.,Sam didn't give Tom oranges.,B,1,B,,,,"S1 places prosodic focus on ""oranges"", meaning oranges are the only thing Sam gave Mary. This provides no information about whether Sam gave Tom oranges, making S2 independent.",,,2,NEG,1,f5,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,1,speaker0
5,0,Sam only gave Sue BANANAS.,Sam didn't give Sue grapes.,A,1,A,,,,"S1 focuses on ""BANANAS"", meaning bananas are the only thing Sam gave Sue. This entails S2, that Sam didn't give Sue grapes.",,,2,NEG,2,f6,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,0,speaker0
6,0,Sam only gave Tom GRAPES.,Sam didn't give Tom apples.,A,1,A,,,,"S1 focuses on ""GRAPES"", meaning grapes are the only thing Sam gave Tom. This entails S2, that Sam didn't give Tom apples.",,,2,NEG,2,f6,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,0,speaker0
7,0,Sam only gave TOM bananas.,Sam didn't give Tom grapes.,B,1,B,,,,"S1 focuses on ""TOM"", meaning Tom is the only person Sam gave bananas to. This does not restrict what else Sam might have given Tom, making S2 independent.",,,1,NEG,2,f6,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,0,speaker0
8,0,Sam only gave Rob APPLES.,Sam also gave Rob grapes.,C,1,C,,,,"S1 focuses on ""APPLES"", meaning apples are the only thing Sam gave Rob. S2 states that Sam also gave Rob grapes, which contradicts S1.",,,2,POS,2,f6,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,0,speaker0
9,0,Sam only gave ELLEN grapes.,Sam also gave Ellen oranges.,B,1,B,,,,"S1 focuses on ""ELLEN"", meaning Ellen is the only person Sam gave grapes to. This does not restrict what else Sam might have given Ellen, making S2 independent.",,,1,POS,2,f6,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,0,speaker0
0,0,Sam only gave ROB apples.,Sam didn't give Sue apples.,A,1,A,,,,"the prosodic focus in S1 is on ""Rob"", meaning Rob was the only person who received apples. Therefore, it entails that Sue did not receive apples.",,,1,NEG,1,f6,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,1,speaker0
1,0,Sam only gave SUE grapes.,Sam also gave Sue oranges.,B,1,B,,,,"the prosodic focus in S1 is on ""Sue"", meaning Sue was the only person who received grapes. This provides no information about whether Sue also received oranges, making S2 independent.",,,1,POS,2,f6,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,1,speaker0
2,0,Sam only gave SUE grapes.,Sam didn't give Sue bananas.,B,1,B,,,,"the prosodic focus in S1 is on ""Sue"", meaning Sue was the only person who received grapes. This provides no information about whether Sue received bananas, making S2 independent.",,,1,NEG,2,f6,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,1,speaker0
3,0,Sam only gave Mary GRAPES.,Sam also gave Ellen grapes.,B,1,B,,,,"the prosodic focus in S1 is on ""grapes"", meaning grapes were the only fruit Mary received. This provides no information about what Ellen received, making S2 independent.",,,2,POS,1,f6,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,1,speaker0
4,0,Sam only gave Rob ORANGES.,Sam also gave Rob bananas.,C,1,C,,,,"the prosodic focus in S1 is on ""oranges"", meaning oranges were the only fruit Rob received. This directly contradicts S2, which claims Rob also received bananas.",,,2,POS,2,f6,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,1,speaker0
5,0,Sam only gave SUE apples.,Sam didn't give Sue bananas.,B,0,A,,,,"S1 prosodically focuses on ""APPLES"", meaning that apples were the only thing Sam gave Sue. This logically entails S2, which states that he didn't give her bananas.",,,1,NEG,2,f7,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,0,speaker0
6,0,Sam only gave ELLEN oranges.,Sam didn't give Tom oranges.,A,1,A,,,,"S1 prosodically focuses on ""ELLEN"", meaning that Ellen was the only person Sam gave oranges to. This logically entails S2, which states that he didn't give Tom oranges.",,,1,NEG,1,f7,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,0,speaker0
7,0,Sam only gave TOM apples.,Sam didn't give Mary apples.,A,1,A,,,,"S1 prosodically focuses on ""TOM"", meaning that Tom was the only person Sam gave apples to. This logically entails S2, which states that he didn't give Mary apples.",,,1,NEG,1,f7,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,0,speaker0
8,0,Sam only gave Tom APPLES.,Sam also gave Bill apples.,B,1,B,,,,"S1 prosodically focuses on ""APPLES"", restricting only the items that Tom received. This provides no information about what other people received, making it independent of S2, which states that Sam also gave Bill apples.",,,2,POS,1,f7,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,0,speaker0
9,0,Sam only gave Sue BANANAS.,Sam didn't give Tom bananas.,B,1,B,,,,"S1 prosodically focuses on ""BANANAS"", restricting only the items that Sue received. This provides no information about what other people received, making it independent of S2, which states that Sam didn't give Tom bananas.",,,2,NEG,1,f7,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,0,speaker0
0,0,Sam only gave Bill BANANAS.,Sam also gave Bill grapes.,C,1,C,,,,"the prosodic focus in S1 is on ""BANANAS"", meaning Sam gave Bill bananas and nothing else. S2 states that Sam also gave Bill grapes, which contradicts S1.",,,2,POS,2,f7,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,1,speaker0
1,0,Sam only gave MARY apples.,Sam also gave Ellen apples.,C,1,C,,,,"the prosodic focus in S1 is on ""MARY"", meaning Sam gave apples to Mary and no one else. S2 states that Sam also gave Ellen apples, which contradicts S1.",,,1,POS,1,f7,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,1,speaker0
2,0,Sam only gave Sue APPLES.,Sam also gave Tom apples.,B,1,B,,,,"the prosodic focus in S1 is on ""APPLES"", meaning Sam gave Sue apples and nothing else. This provides no information about whether Sam gave apples to Tom, making S2 independent.",,,2,POS,1,f7,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,1,speaker0
3,0,Sam only gave BILL grapes.,Sam didn't give Bill oranges.,B,0,A,,,,"the prosodic focus in S1 is on ""GRAPES"", meaning Sam gave Bill grapes and nothing else. This logically entails that Sam did not give Bill oranges, which is exactly what S2 states.",,,1,NEG,2,f7,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,1,speaker0
4,0,Sam only gave BILL apples.,Sam didn't give Bill bananas.,B,0,A,,,,"the prosodic focus in S1 is on ""APPLES"", meaning Sam gave Bill apples and nothing else. This logically entails that Sam did not give Bill bananas, which is exactly what S2 states.",,,1,NEG,2,f7,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,1,speaker0
5,0,Sam only gave Rob ORANGES.,Sam didn't give Rob apples.,A,1,A,,,,"the prosodic focus in S1 is on ""oranges"", meaning the only thing Sam gave Rob was oranges. This entails that Sam didn't give Rob apples.",,,2,NEG,2,f8,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,0,speaker0
6,0,Sam only gave Bill BANANAS.,Sam didn't give Ellen bananas.,B,1,B,,,,"the prosodic focus in S1 is on ""bananas"", meaning the only thing Sam gave Bill was bananas. This provides no information about whether Sam gave Ellen bananas, making S2 independent.",,,2,NEG,1,f8,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,0,speaker0
7,0,Sam only gave Rob BANANAS.,Sam also gave Sue bananas.,B,1,B,,,,"the prosodic focus in S1 is on ""bananas"", meaning the only thing Sam gave Rob was bananas. This provides no information about whether Sam gave Sue bananas, making S2 independent.",,,2,POS,1,f8,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,0,speaker0
8,0,Sam only gave Bill BANANAS.,Sam didn't give Mary bananas.,B,0,A,,,,"the prosodic focus in S1 is on ""Bill"", meaning Bill was the only person Sam gave bananas to. This entails that Sam didn't give Mary bananas.",,,2,NEG,1,f8,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,0,speaker0
9,0,Sam only gave Ellen GRAPES.,Sam didn't give Rob grapes.,B,0,A,,,,"the prosodic focus in S1 is on ""Ellen"", meaning Ellen was the only person Sam gave grapes to. This entails that Sam didn't give Rob grapes.",,,2,NEG,1,f8,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,0,speaker0
0,0,Sam only gave Ellen BANANAS.,Sam also gave Rob bananas.,B,1,B,,,,"S1 places prosodic focus on ""bananas"", meaning the only thing Sam gave Ellen was bananas. This does not restrict what Sam gave to Rob, so S2 (Sam also gave Rob bananas) is independent.",,,2,POS,1,f8,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,1,speaker0
1,0,Sam only gave ROB grapes.,Sam also gave Rob oranges.,B,1,B,,,,"S1 places prosodic focus on ""Rob"", meaning Rob was the only person Sam gave grapes to. This does not restrict what other items Sam might have given to Rob, so S2 (Sam also gave Rob oranges) is independent.",,,1,POS,2,f8,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,1,speaker0
2,0,Sam only gave TOM apples.,Sam also gave Bill apples.,C,1,C,,,,"S1 places prosodic focus on ""Tom"", meaning Tom was the only person Sam gave apples to. S2 states that Sam also gave Bill apples, which directly contradicts S1.",,,1,POS,1,f8,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,1,speaker0
3,0,Sam only gave Mary APPLES.,Sam also gave Mary bananas.,C,1,C,,,,"S1 places prosodic focus on ""apples"", meaning the only thing Sam gave Mary was apples. S2 states that Sam also gave Mary bananas, which directly contradicts S1.",,,2,POS,2,f8,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,1,speaker0
4,0,Sam only gave Ellen ORANGES.,Sam also gave Sue oranges.,B,1,B,,,,"S1 places prosodic focus on ""oranges"", meaning the only thing Sam gave Ellen was oranges. This does not restrict what Sam gave to Sue, so S2 (Sam also gave Sue oranges) is independent.",,,2,POS,1,f8,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,1,speaker0
5,0,Sam only gave Rob APPLES.,Sam also gave Mary apples.,B,0,C,,,,"S1 places prosodic focus on ""Rob"", meaning Rob is the only person to whom Sam gave apples. S2 states that Sam also gave Mary apples, which contradicts S1.",,,2,POS,1,f9,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,0,speaker0
6,0,Sam only gave ROB apples.,Sam also gave Tom apples.,C,1,C,,,,"S1 places prosodic focus on ""Rob"", meaning Rob is the only person to whom Sam gave apples. S2 states that Sam also gave Tom apples, which contradicts S1.",,,1,POS,1,f9,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,0,speaker0
7,0,Sam only gave Rob ORANGES.,Sam didn't give Rob bananas.,A,1,A,,,,"S1 places prosodic focus on ""oranges"", meaning oranges are the only things Sam gave to Rob. S2 states that Sam didn't give Rob bananas, which is logically entailed by S1.",,,2,NEG,2,f9,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,0,speaker0
8,0,Sam only gave Bill GRAPES.,Sam also gave Rob grapes.,B,1,B,,,,"S1 places prosodic focus on ""grapes"", meaning grapes are the only things Sam gave to Bill. This provides no information about what Sam gave to Rob, making S2 independent of S1.",,,2,POS,1,f9,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,0,speaker0
9,0,Sam only gave Rob GRAPES.,Sam also gave Rob bananas.,C,1,C,,,,"S1 places prosodic focus on ""grapes"", meaning grapes are the only things Sam gave to Rob. S2 states that Sam also gave Rob bananas, which contradicts S1.",,,2,POS,2,f9,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,0,speaker0
0,0,Sam only gave ELLEN bananas.,Sam also gave Ellen grapes.,B,1,B,,,,"the prosodic focus in S1 is on ""Ellen"", meaning Ellen is the only person who received bananas. This does not restrict what else Ellen might have received, making S2 independent.",,,1,POS,2,f9,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,1,speaker0
1,0,Sam only gave MARY apples.,Sam didn't give Mary oranges.,B,1,B,,,,"the prosodic focus in S1 is on ""Mary"", meaning Mary is the only person who received apples. This provides no information about whether she received oranges, making S2 independent.",,,1,NEG,2,f9,audio,gemini,gemini-3.1-pro-preview,20260503_150140,,1,speaker0
