example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id
6,0,Sam only gave Ellen ORANGES.,Sam didn't give Ellen grapes.,A,1,A,0,Sam only gave ELLEN oranges.,Sam didn’t give Ellen grapes.,"the focus is on ""ELLEN"" and ""oranges"", it means Sam didn’t give Ellen any other fruit. Therefore, it’s entailed that Ellen didn’t get grapes.",0.0,0.03571428571428571,2,NEG,2,f4,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmHBom3fwMcZHQbQwrxVpfkSbGRs
7,0,Sam only gave Mary BANANAS.,Sam didn't give Ellen bananas.,B,1,B,0,Sam only gave MARY bananas.,Sam didn’t give Ellen bananas.,"the focus is on ""MARY"" and ""bananas"", it says nothing about Ellen. The information about Ellen is independent of the first sentence.",0.0,0.034482758620689655,2,NEG,1,f4,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmHBom3fwMcZHQbQwrxVpfkSbGRs
8,0,Sam only gave BILL bananas.,Sam didn't give Tom bananas.,A,1,A,1,Sam only gave BILL bananas.,Sam didn’t give Tom bananas.,"the focus is on ""BILL"" and ""bananas"", it means Sam didn’t give bananas to anyone else. Therefore, the fact that Tom didn’t get bananas is entailed.",0.0,0.037037037037037035,1,NEG,1,f4,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmHBom3fwMcZHQbQwrxVpfkSbGRs
9,0,Sam only gave Sue ORANGES.,Sam didn't give Sue grapes.,A,1,A,0,Sam only gave SUE oranges.,Sam didn’t give Sue grapes.,"the focus is on ""SUE"" and ""oranges"", it means Sam didn’t give Sue any other fruit. Therefore, it’s entailed that Sue didn’t get grapes.",0.0,0.038461538461538464,2,NEG,2,f4,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmHBom3fwMcZHQbQwrxVpfkSbGRs
0,0,Sam only gave Ellen GRAPES.,Sam also gave Ellen oranges.,C,1,C,0,Sam only gave ELLEN grapes.,Sam also gave Ellen oranges.,"the prosodic focus is on ""Ellen."" This means Sam did not give grapes to anyone besides Ellen. S2 says Sam gave Ellen oranges, which contradicts the focus interpretation that Ellen only got grapes.",0.0,0.0,2,POS,2,f5,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmHR1EcV3EYLnw6HLt3aJqCbUSDZ
1,0,Sam only gave ELLEN apples.,Sam also gave Rob apples.,C,0,B,1,Sam only gave ELLEN apples.,Sam also gave Rob apples.,"the prosodic focus is on ""Ellen."" This means Sam did not give apples to anyone except Ellen. S2 talks about Rob receiving apples, which is unrelated and doesn't follow from the first sentence nor directly contradicts it. So they are independent.",0.0,0.0,1,POS,1,f5,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmHR1EcV3EYLnw6HLt3aJqCbUSDZ
2,0,Sam only gave MARY oranges.,Sam didn't give Mary bananas.,B,0,A,1,Sam only gave MARY oranges.,Sam didn't give Mary bananas.,"the prosodic focus is on ""Mary."" This means Sam didn't give oranges to anyone except Mary. If Sam only gave Mary oranges, it naturally follows that he didn’t give her bananas. Thus S2 is entailed by S1.",0.0,0.0,1,NEG,2,f5,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmHR1EcV3EYLnw6HLt3aJqCbUSDZ
3,0,Sam only gave MARY oranges.,Sam also gave Tom oranges.,C,1,C,1,Sam only gave MARY oranges.,Sam also gave Tom oranges.,"the focus is on ""Mary,"" meaning no one else besides Mary got oranges. S2 contradicts that by saying Sam also gave oranges to Tom.",0.0,0.0,1,POS,1,f5,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmHR1EcV3EYLnw6HLt3aJqCbUSDZ
4,0,Sam only gave Mary ORANGES.,Sam didn't give Tom oranges.,B,0,A,0,Sam only gave MARY oranges.,Sam didn't give Tom oranges.,"the focus is on ""Mary."" It means that no one other than Mary got oranges. Therefore, S2, which says Sam didn’t give oranges to Tom, follows naturally and is entailed.",0.0,0.0,2,NEG,1,f5,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmHR1EcV3EYLnw6HLt3aJqCbUSDZ
5,0,Sam only gave Mary GRAPES.,Sam also gave Mary apples.,C,1,C,0,Sam only gave MARY grapes.,Sam also gave Mary apples.,"the focus is on ""Mary,"" meaning Mary only received grapes and nothing else. The second sentence says Mary also received apples, which contradicts the focus interpretation.",0.0,0.0,2,POS,2,f5,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmHR1EcV3EYLnw6HLt3aJqCbUSDZ
6,0,Sam only gave SUE apples.,Sam also gave Mary apples.,C,1,C,1,Sam only gave SUE apples.,Sam also gave Mary apples.,"the prosodic focus is on ""Sue."" That means only Sue got apples, and no one else did. S2 contradicts this by saying Mary also got apples.",0.0,0.0,1,POS,1,f5,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmHR1EcV3EYLnw6HLt3aJqCbUSDZ
7,0,Sam only gave Bill ORANGES.,Sam also gave Bill bananas.,C,1,C,0,Sam only gave BILL oranges.,Sam also gave Bill bananas.,"the focus is on ""Bill,"" meaning only Bill received oranges and nothing else. S2 says Bill got bananas too, contradicting the exclusive nature of the first sentence.",0.0,0.0,2,POS,2,f5,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmHR1EcV3EYLnw6HLt3aJqCbUSDZ
8,0,Sam only gave Ellen BANANAS.,Sam also gave Ellen grapes.,C,1,C,0,Sam only gave ELLEN bananas.,Sam also gave Ellen grapes.,"the focus is on ""Ellen,"" meaning Ellen only received bananas and nothing else. S2 contradicts that by stating Ellen also got grapes.",0.0,0.0,2,POS,2,f5,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmHR1EcV3EYLnw6HLt3aJqCbUSDZ
9,0,Sam only gave Tom BANANAS.,Sam didn't give Tom oranges.,A,1,A,0,Sam only gave TOM bananas.,Sam didn't give Tom oranges.,"the prosodic focus is on ""Tom,"" meaning only Tom got bananas and not anything else. S2, which says Sam didn’t give Tom oranges, is consistent with and entailed by S1.",0.0,0.0,2,NEG,2,f5,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmHR1EcV3EYLnw6HLt3aJqCbUSDZ
0,0,Sam only gave ROB apples.,Sam didn't give Sue apples.,A,1,A,1,Sam only gave ROB apples.,Sam didn't give Sue apples.,"focusing on ""ROB"" means Sam didn't give apples to anyone else, so Sam not giving Sue apples is consistent.",0.0,0.0,1,NEG,1,f6,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmHgCh4c4AoaqJFCi8P8YnIeByYI
1,0,Sam only gave SUE grapes.,Sam also gave Sue oranges.,B,0,C,1,Sam only gave SUE grapes.,Sam also gave Sue oranges.,"focusing on ""SUE"" means Sam gave grapes only to Sue and nothing else, so giving Sue oranges contradicts that.",0.0,0.0,1,POS,2,f6,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmHgCh4c4AoaqJFCi8P8YnIeByYI
2,0,Sam only gave SUE grapes.,Sam didn't give Sue bananas.,B,0,A,1,Sam only gave SUE grapes.,Sam didn't give Sue bananas.,"focusing on ""SUE"" means Sam gave only grapes to Sue, so it's entailed that Sue didn’t get bananas.",0.0,0.0,1,NEG,2,f6,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmHgCh4c4AoaqJFCi8P8YnIeByYI
3,0,Sam only gave Mary GRAPES.,Sam also gave Ellen grapes.,B,0,C,0,Sam only gave MARY grapes.,Sam also gave Ellen grapes.,"focusing on ""MARY"" means Sam gave grapes only to Mary and not to anyone else, so giving grapes to Ellen contradicts that.",0.0,0.0,2,POS,1,f6,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmHgCh4c4AoaqJFCi8P8YnIeByYI
4,0,Sam only gave Rob ORANGES.,Sam also gave Rob bananas.,C,1,C,0,Sam only gave ROB oranges.,Sam also gave Rob bananas.,"focusing on ""oranges"" means Sam gave only oranges to Rob, so giving Rob bananas contradicts that.",0.0,0.0,2,POS,2,f6,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmHgCh4c4AoaqJFCi8P8YnIeByYI
5,0,Sam only gave Sue BANANAS.,Sam didn't give Sue grapes.,A,1,A,0,Sam only gave SUE bananas.,Sam didn't give Sue grapes.,"focusing on ""bananas"" means Sam gave only bananas to Sue, so Sue not getting grapes is entailed.",0.0,0.0,2,NEG,2,f6,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmHgCh4c4AoaqJFCi8P8YnIeByYI
6,0,Sam only gave Tom GRAPES.,Sam didn't give Tom apples.,A,1,A,0,Sam only gave TOM grapes.,Sam didn't give Tom apples.,"focusing on ""grapes"" means Sam gave only grapes to Tom, so Tom not getting apples is entailed.",0.0,0.0,2,NEG,2,f6,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmHgCh4c4AoaqJFCi8P8YnIeByYI
7,0,Sam only gave TOM bananas.,Sam didn't give Tom grapes.,B,0,A,1,Sam only gave TOM bananas.,Sam didn't give Tom grapes.,"focusing on ""bananas"" means Sam gave only bananas to Tom, so Tom not getting grapes is entailed.",0.0,0.0,1,NEG,2,f6,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmHgCh4c4AoaqJFCi8P8YnIeByYI
8,0,Sam only gave Rob APPLES.,Sam also gave Rob grapes.,C,1,C,0,Sam only gave ROB apples.,Sam also gave Rob grapes.,"focusing on ""apples"" means Sam gave only apples to Rob, so giving him grapes contradicts that.",0.0,0.0,2,POS,2,f6,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmHgCh4c4AoaqJFCi8P8YnIeByYI
9,0,Sam only gave ELLEN grapes.,Sam also gave Ellen oranges.,B,0,C,1,Sam only gave ELLEN grapes.,Sam also gave Ellen oranges.,"focusing on ""grapes"" means Sam gave only grapes to Ellen, so giving her oranges contradicts that.",0.0,0.0,1,POS,2,f6,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmHgCh4c4AoaqJFCi8P8YnIeByYI
0,0,Sam only gave Bill BANANAS.,Sam also gave Bill grapes.,C,1,C,0,Sam only gave BILL bananas.,Sam also gave Bill grapes.,"S1, with prosodic focus on ""BILL,"" means that Sam didn't give bananas to anyone other than Bill. However, S2 introduces that Sam also gave Bill grapes, which doesn’t contradict the exclusive nature of S1's focus. Instead, it contradicts the implication that Bill only received bananas. Hence, S2 contradicts the inferred exclusivity introduced by S1.",0.0,0.0,2,POS,2,f7,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmHu3wpGDqdJ1nrbjAWLaZGEEk0F
1,0,Sam only gave MARY apples.,Sam also gave Ellen apples.,C,1,C,1,Sam only gave MARY apples.,Sam also gave Ellen apples.,"S1, with prosodic focus on ""MARY,"" means that Sam didn't give apples to anyone other than Mary. S2 directly contradicts this by stating that Sam also gave apples to Ellen.",0.0,0.0,1,POS,1,f7,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmHu3wpGDqdJ1nrbjAWLaZGEEk0F
2,0,Sam only gave Sue APPLES.,Sam also gave Tom apples.,B,0,C,0,Sam only gave SUE apples.,Sam also gave Tom apples.,"S1, with prosodic focus on ""SUE,"" implies that Sue was the only recipient of apples. S2 contradicts this by stating that Tom also received apples.",0.0,0.0,2,POS,1,f7,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmHu3wpGDqdJ1nrbjAWLaZGEEk0F
3,0,Sam only gave BILL grapes.,Sam didn't give Bill oranges.,B,0,A,1,Sam only gave BILL grapes.,Sam didn't give Bill oranges.,"S1, with prosodic focus on ""BILL,"" means that Sam gave grapes exclusively to Bill, and not any other person or any other item to Bill. S2 supports this by stating that Bill didn’t get oranges, which aligns with the exclusivity from S1.",0.0,0.0,1,NEG,2,f7,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmHu3wpGDqdJ1nrbjAWLaZGEEk0F
