example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id
7,0,Sam only gave ELLEN oranges.,Sam also gave Ellen bananas.,B,0,C,0,Sam only gave Ellen oranges.,Sam also gave Ellen bananas.,"if Ellen got only oranges, she could not also have received bananas.",0.0,0.0,1,POS,2,f2,baseline,openai,gpt-5,20251218_171537,
8,0,Sam only gave MARY grapes.,Sam didn't give Mary apples.,B,0,A,0,Sam only gave Mary grapes.,Sam didn't give Mary apples.,"Mary received only grapes, so she did not receive apples.",0.0,0.0,1,NEG,2,f2,baseline,openai,gpt-5,20251218_171537,
9,0,Sam only gave BILL oranges.,Sam also gave Mary oranges.,C,1,C,0,Sam only gave Bill oranges.,Sam also gave Mary oranges.,"if only Bill received oranges, Mary could not also have received oranges.",0.0,0.0,1,POS,1,f2,baseline,openai,gpt-5,20251218_171537,
0,0,Sam only gave ELLEN grapes.,Sam didn't give Tom grapes.,A,1,A,0,Sam only gave Ellen grapes.,Sam didn't give Tom grapes.,"""only gave Ellen grapes"" means Sam gave grapes to Ellen and to no one else, so Tom did not get grapes.",0.0,0.0,1,NEG,1,f3,baseline,openai,gpt-5,20251218_171537,
1,0,Sam only gave Ellen APPLES.,Sam didn't give Ellen oranges.,A,1,A,0,Sam only gave Ellen apples.,Sam didn't give Ellen oranges.,"""only gave Ellen apples"" means Ellen received only apples and no other items, so she didn't get oranges.",0.0,0.0,2,NEG,2,f3,baseline,openai,gpt-5,20251218_171537,
2,0,Sam only gave Rob GRAPES.,Sam also gave Ellen grapes.,B,0,C,0,Sam only gave Rob grapes.,Sam also gave Ellen grapes.,"""only gave Rob grapes"" forbids giving grapes to anyone besides Rob, yet S2 says Ellen got grapes.",0.0,0.0,2,POS,1,f3,baseline,openai,gpt-5,20251218_171537,
3,0,Sam only gave Rob APPLES.,Sam also gave Ellen apples.,B,0,C,0,Sam only gave Rob apples.,Sam also gave Ellen apples.,"""only gave Rob apples"" forbids giving apples to anyone other than Rob, yet S2 says Ellen got apples.",0.0,0.0,2,POS,1,f3,baseline,openai,gpt-5,20251218_171537,
4,0,Sam only gave Ellen APPLES.,Sam didn't give Bill apples.,B,0,A,0,Sam only gave Ellen apples.,Sam didn't give Bill apples.,"if only Ellen got apples, then Bill did not get apples.",0.0,0.0,2,NEG,1,f3,baseline,openai,gpt-5,20251218_171537,
5,0,Sam only gave Rob APPLES.,Sam didn't give Sue apples.,B,0,A,0,Sam only gave Rob apples.,Sam didn't give Sue apples.,"if only Rob got apples, then Sue did not get apples.",0.0,0.0,2,NEG,1,f3,baseline,openai,gpt-5,20251218_171537,
6,0,Sam only gave ROB oranges.,Sam also gave Rob apples.,B,0,C,0,Sam only gave Rob oranges.,Sam also gave Rob apples.,"""only gave Rob oranges"" means Rob received no items other than oranges, yet S2 says he also got apples.",0.0,0.0,1,POS,2,f3,baseline,openai,gpt-5,20251218_171537,
7,0,Sam only gave ROB apples.,Sam also gave Rob grapes.,B,0,C,0,Sam only gave Rob apples.,Sam also gave Rob grapes.,"""only gave Rob apples"" means Rob received no items other than apples, yet S2 says he also got grapes.",0.0,0.0,1,POS,2,f3,baseline,openai,gpt-5,20251218_171537,
8,0,Sam only gave ROB bananas.,Sam didn't give Ellen bananas.,A,1,A,0,Sam only gave Rob bananas.,Sam didn't give Ellen bananas.,"if only Rob got bananas, Ellen did not get bananas.",0.0,0.0,1,NEG,1,f3,baseline,openai,gpt-5,20251218_171537,
9,0,Sam only gave Mary APPLES.,Sam also gave Ellen apples.,B,0,C,0,Sam only gave Mary apples.,Sam also gave Ellen apples.,"""only gave Mary apples"" prohibits giving apples to anyone else, yet S2 says Ellen also got apples.",0.0,0.0,2,POS,1,f3,baseline,openai,gpt-5,20251218_171537,
0,0,Sam only gave SUE apples.,Sam also gave Rob apples.,C,1,C,0,Sam only gave Sue apples.,Sam also gave Rob apples.,“only gave Sue apples” means apples were given to Sue and to no one else; saying he also gave Rob apples contradicts that.,0.0,0.0,1,POS,1,f4,baseline,openai,gpt-5,20251218_171537,
1,0,Sam only gave Bill APPLES.,Sam didn't give Mary apples.,B,0,A,0,Sam only gave Bill apples.,Sam didn't give Mary apples.,"if only Bill got apples, then Mary did not get apples.",0.0,0.0,2,NEG,1,f4,baseline,openai,gpt-5,20251218_171537,
2,0,Sam only gave MARY oranges.,Sam also gave Ellen oranges.,C,1,C,0,Sam only gave Mary oranges.,Sam also gave Ellen oranges.,“only gave Mary oranges” means no one other than Mary got oranges; giving Ellen oranges contradicts that.,0.0,0.0,1,POS,1,f4,baseline,openai,gpt-5,20251218_171537,
3,0,Sam only gave Ellen APPLES.,Sam didn't give Tom apples.,B,0,A,0,Sam only gave Ellen apples.,Sam didn't give Tom apples.,"if only Ellen got apples, then Tom did not get apples.",0.0,0.0,2,NEG,1,f4,baseline,openai,gpt-5,20251218_171537,
4,0,Sam only gave ROB bananas.,Sam also gave Rob oranges.,B,0,C,0,Sam only gave Rob bananas.,Sam also gave Rob oranges.,“only gave Rob bananas” means Rob received nothing but bananas; saying he also got oranges contradicts that.,0.0,0.0,1,POS,2,f4,baseline,openai,gpt-5,20251218_171537,
5,0,Sam only gave Bill BANANAS.,Sam didn't give Bill grapes.,A,1,A,0,Sam only gave Bill bananas.,Sam didn't give Bill grapes.,"if Bill received only bananas, he did not receive grapes.",0.0,0.0,2,NEG,2,f4,baseline,openai,gpt-5,20251218_171537,
6,0,Sam only gave Ellen ORANGES.,Sam didn't give Ellen grapes.,A,1,A,0,Sam only gave Ellen oranges.,Sam didn't give Ellen grapes.,"if Ellen received only oranges, she did not receive grapes.",0.0,0.0,2,NEG,2,f4,baseline,openai,gpt-5,20251218_171537,
7,0,Sam only gave Mary BANANAS.,Sam didn't give Ellen bananas.,B,0,A,0,Sam only gave Mary bananas.,Sam didn't give Ellen bananas.,"if only Mary got bananas, then Ellen did not get bananas.",0.0,0.0,2,NEG,1,f4,baseline,openai,gpt-5,20251218_171537,
8,0,Sam only gave BILL bananas.,Sam didn't give Tom bananas.,A,1,A,0,Sam only gave Bill bananas.,Sam didn't give Tom bananas.,"if only Bill got bananas, then Tom did not get bananas.",0.0,0.0,1,NEG,1,f4,baseline,openai,gpt-5,20251218_171537,
9,0,Sam only gave Sue ORANGES.,Sam didn't give Sue grapes.,A,1,A,0,Sam only gave Sue oranges.,Sam didn't give Sue grapes.,"if Sue received only oranges, she did not receive grapes.",0.0,0.0,2,NEG,2,f4,baseline,openai,gpt-5,20251218_171537,
0,0,Sam only gave Ellen GRAPES.,Sam also gave Ellen oranges.,C,1,C,0,Sam only gave Ellen grapes.,Sam also gave Ellen oranges.,"“only gave Ellen grapes” means Ellen received nothing but grapes from Sam, so she didn’t also get oranges.",0.0,0.0,2,POS,2,f5,baseline,openai,gpt-5,20251218_171537,
1,0,Sam only gave ELLEN apples.,Sam also gave Rob apples.,C,1,C,0,Sam only gave Ellen apples.,Sam also gave Rob apples.,"“only gave Ellen apples” means no one else received apples from Sam, so Rob didn’t get apples.",0.0,0.0,1,POS,1,f5,baseline,openai,gpt-5,20251218_171537,
2,0,Sam only gave MARY oranges.,Sam didn't give Mary bananas.,B,0,A,0,Sam only gave Mary oranges.,Sam didn't give Mary bananas.,"“only gave Mary oranges” entails Mary got no other items from Sam, so she didn’t get bananas.",0.0,0.0,1,NEG,2,f5,baseline,openai,gpt-5,20251218_171537,
3,0,Sam only gave MARY oranges.,Sam also gave Tom oranges.,C,1,C,0,Sam only gave Mary oranges.,Sam also gave Tom oranges.,"“only gave Mary oranges” means no one else received oranges from Sam, so Tom didn’t get oranges.",0.0,0.0,1,POS,1,f5,baseline,openai,gpt-5,20251218_171537,
4,0,Sam only gave Mary ORANGES.,Sam didn't give Tom oranges.,B,0,A,0,Sam only gave Mary oranges.,Sam didn't give Tom oranges.,“only gave Mary oranges” entails that others (like Tom) did not receive oranges from Sam.,0.0,0.0,2,NEG,1,f5,baseline,openai,gpt-5,20251218_171537,
5,0,Sam only gave Mary GRAPES.,Sam also gave Mary apples.,C,1,C,0,Sam only gave Mary grapes.,Sam also gave Mary apples.,"“only gave Mary grapes” means Mary received nothing but grapes from Sam, so not apples.",0.0,0.0,2,POS,2,f5,baseline,openai,gpt-5,20251218_171537,
6,0,Sam only gave SUE apples.,Sam also gave Mary apples.,C,1,C,0,Sam only gave Sue apples.,Sam also gave Mary apples.,"“only gave Sue apples” means no one other than Sue got apples from Sam, so not Mary.",0.0,0.0,1,POS,1,f5,baseline,openai,gpt-5,20251218_171537,
7,0,Sam only gave Bill ORANGES.,Sam also gave Bill bananas.,C,1,C,0,Sam only gave Bill oranges.,Sam also gave Bill bananas.,"“only gave Bill oranges” means Bill received nothing but oranges from Sam, so not bananas.",0.0,0.0,2,POS,2,f5,baseline,openai,gpt-5,20251218_171537,
8,0,Sam only gave Ellen BANANAS.,Sam also gave Ellen grapes.,C,1,C,0,Sam only gave Ellen bananas.,Sam also gave Ellen grapes.,"“only gave Ellen bananas” means Ellen received nothing but bananas from Sam, so not grapes.",0.0,0.0,2,POS,2,f5,baseline,openai,gpt-5,20251218_171537,
9,0,Sam only gave Tom BANANAS.,Sam didn't give Tom oranges.,A,1,A,0,Sam only gave Tom bananas.,Sam didn't give Tom oranges.,"“only gave Tom bananas” entails Tom got no other items from Sam, so he didn’t get oranges.",0.0,0.0,2,NEG,2,f5,baseline,openai,gpt-5,20251218_171537,
0,0,Sam only gave ROB apples.,Sam didn't give Sue apples.,A,1,A,0,Sam only gave Rob apples.,Sam didn't give Sue apples.,"only Rob received apples, so Sue did not.",0.0,0.0,1,NEG,1,f6,baseline,openai,gpt-5,20251218_171537,
1,0,Sam only gave SUE grapes.,Sam also gave Sue oranges.,B,0,C,0,Sam only gave Sue grapes.,Sam also gave Sue oranges.,"Sue received only grapes, so she cannot also have received oranges.",0.0,0.0,1,POS,2,f6,baseline,openai,gpt-5,20251218_171537,
2,0,Sam only gave SUE grapes.,Sam didn't give Sue bananas.,B,0,A,0,Sam only gave Sue grapes.,Sam didn't give Sue bananas.,"Sue received only grapes, so she did not receive bananas.",0.0,0.0,1,NEG,2,f6,baseline,openai,gpt-5,20251218_171537,
3,0,Sam only gave Mary GRAPES.,Sam also gave Ellen grapes.,B,0,C,0,Sam only gave Mary grapes.,Sam also gave Ellen grapes.,"only Mary received grapes, so Ellen did not.",0.0,0.0,2,POS,1,f6,baseline,openai,gpt-5,20251218_171537,
4,0,Sam only gave Rob ORANGES.,Sam also gave Rob bananas.,C,1,C,0,Sam only gave Rob oranges.,Sam also gave Rob bananas.,"Rob received only oranges, so he did not receive bananas.",0.0,0.0,2,POS,2,f6,baseline,openai,gpt-5,20251218_171537,
5,0,Sam only gave Sue BANANAS.,Sam didn't give Sue grapes.,A,1,A,0,Sam only gave Sue bananas.,Sam didn't give Sue grapes.,"Sue received only bananas, so she did not receive grapes.",0.0,0.0,2,NEG,2,f6,baseline,openai,gpt-5,20251218_171537,
6,0,Sam only gave Tom GRAPES.,Sam didn't give Tom apples.,A,1,A,0,Sam only gave Tom grapes.,Sam didn't give Tom apples.,"Tom received only grapes, so he did not receive apples.",0.0,0.0,2,NEG,2,f6,baseline,openai,gpt-5,20251218_171537,
7,0,Sam only gave TOM bananas.,Sam didn't give Tom grapes.,B,0,A,0,Sam only gave Tom bananas.,Sam didn't give Tom grapes.,"Tom received only bananas, so he did not receive grapes.",0.0,0.0,1,NEG,2,f6,baseline,openai,gpt-5,20251218_171537,
8,0,Sam only gave Rob APPLES.,Sam also gave Rob grapes.,C,1,C,0,Sam only gave Rob apples.,Sam also gave Rob grapes.,"Rob received only apples, so he did not receive grapes.",0.0,0.0,2,POS,2,f6,baseline,openai,gpt-5,20251218_171537,
9,0,Sam only gave ELLEN grapes.,Sam also gave Ellen oranges.,B,0,C,0,Sam only gave Ellen grapes.,Sam also gave Ellen oranges.,"Ellen received only grapes, so she did not receive oranges.",0.0,0.0,1,POS,2,f6,baseline,openai,gpt-5,20251218_171537,
0,0,Sam only gave Bill BANANAS.,Sam also gave Bill grapes.,C,1,C,0,Sam only gave Bill bananas.,Sam also gave Bill grapes.,"“only gave Bill bananas” means the only thing Sam gave Bill was bananas, so he could not also have given Bill grapes.",0.0,0.0,2,POS,2,f7,baseline,openai,gpt-5,20251218_171537,
1,0,Sam only gave MARY apples.,Sam also gave Ellen apples.,C,0,B,0,Sam only gave Mary apples.,Sam also gave Ellen apples.,"S1 restricts what Mary received (only apples), not who else received apples; giving Ellen apples is compatible.",0.0,0.0,1,POS,1,f7,baseline,openai,gpt-5,20251218_171537,
2,0,Sam only gave Sue APPLES.,Sam also gave Tom apples.,B,1,B,0,Sam only gave Sue apples.,Sam also gave Tom apples.,"S1 restricts what Sue received (only apples), not who else received apples; giving Tom apples is compatible.",0.0,0.0,2,POS,1,f7,baseline,openai,gpt-5,20251218_171537,
3,0,Sam only gave BILL grapes.,Sam didn't give Bill oranges.,B,0,A,0,Sam only gave Bill grapes.,Sam didn't give Bill oranges.,"if Bill got only grapes, then he didn’t get oranges.",0.0,0.0,1,NEG,2,f7,baseline,openai,gpt-5,20251218_171537,
4,0,Sam only gave BILL apples.,Sam didn't give Bill bananas.,B,0,A,0,Sam only gave Bill apples.,Sam didn't give Bill bananas.,"if Bill got only apples, then he didn’t get bananas.",0.0,0.0,1,NEG,2,f7,baseline,openai,gpt-5,20251218_171537,
5,0,Sam only gave SUE apples.,Sam didn't give Sue bananas.,B,0,A,0,Sam only gave Sue apples.,Sam didn't give Sue bananas.,"if Sue got only apples, then she didn’t get bananas.",0.0,0.0,1,NEG,2,f7,baseline,openai,gpt-5,20251218_171537,
6,0,Sam only gave ELLEN oranges.,Sam didn't give Tom oranges.,A,0,B,0,Sam only gave Ellen oranges.,Sam didn't give Tom oranges.,"S1 restricts what Ellen received, not whether Tom got oranges.",0.0,0.0,1,NEG,1,f7,baseline,openai,gpt-5,20251218_171537,
7,0,Sam only gave TOM apples.,Sam didn't give Mary apples.,A,0,B,0,Sam only gave Tom apples.,Sam didn't give Mary apples.,"S1 restricts what Tom received, not whether Mary got apples.",0.0,0.0,1,NEG,1,f7,baseline,openai,gpt-5,20251218_171537,
8,0,Sam only gave Tom APPLES.,Sam also gave Bill apples.,B,1,B,0,Sam only gave Tom apples.,Sam also gave Bill apples.,S1 doesn’t restrict who else got apples; it only says Tom received only apples.,0.0,0.0,2,POS,1,f7,baseline,openai,gpt-5,20251218_171537,
9,0,Sam only gave Sue BANANAS.,Sam didn't give Tom bananas.,B,1,B,0,Sam only gave Sue bananas.,Sam didn't give Tom bananas.,"S1 restricts what Sue received, not whether Tom got bananas.",0.0,0.0,2,NEG,1,f7,baseline,openai,gpt-5,20251218_171537,
0,0,Sam only gave Ellen BANANAS.,Sam also gave Rob bananas.,B,0,C,0,Sam only gave Ellen bananas.,Sam also gave Rob bananas.,"""only gave Ellen bananas"" rules out giving bananas to anyone else, so he didn't give Rob bananas.",0.0,0.0,2,POS,1,f8,baseline,openai,gpt-5,20251218_171537,
1,0,Sam only gave ROB grapes.,Sam also gave Rob oranges.,B,0,C,0,Sam only gave Rob grapes.,Sam also gave Rob oranges.,"""only gave Rob grapes"" means he didn't give Rob anything besides grapes, so giving Rob oranges is excluded.",0.0,0.0,1,POS,2,f8,baseline,openai,gpt-5,20251218_171537,
2,0,Sam only gave TOM apples.,Sam also gave Bill apples.,C,1,C,0,Sam only gave Tom apples.,Sam also gave Bill apples.,"""only gave Tom apples"" precludes giving apples to anyone other than Tom, including Bill.",0.0,0.0,1,POS,1,f8,baseline,openai,gpt-5,20251218_171537,
3,0,Sam only gave Mary APPLES.,Sam also gave Mary bananas.,C,1,C,0,Sam only gave Mary apples.,Sam also gave Mary bananas.,"""only gave Mary apples"" means he didn't give Mary anything other than apples, so not bananas.",0.0,0.0,2,POS,2,f8,baseline,openai,gpt-5,20251218_171537,
4,0,Sam only gave Ellen ORANGES.,Sam also gave Sue oranges.,B,0,C,0,Sam only gave Ellen oranges.,Sam also gave Sue oranges.,"""only gave Ellen oranges"" rules out giving oranges to anyone else, including Sue.",0.0,0.0,2,POS,1,f8,baseline,openai,gpt-5,20251218_171537,
5,0,Sam only gave Rob ORANGES.,Sam didn't give Rob apples.,A,1,A,0,Sam only gave Rob oranges.,Sam didn't give Rob apples.,"if he only gave Rob oranges, then he necessarily did not give Rob apples.",0.0,0.0,2,NEG,2,f8,baseline,openai,gpt-5,20251218_171537,
6,0,Sam only gave Bill BANANAS.,Sam didn't give Ellen bananas.,B,0,A,0,Sam only gave Bill bananas.,Sam didn't give Ellen bananas.,giving bananas only to Bill entails he did not give bananas to Ellen.,0.0,0.0,2,NEG,1,f8,baseline,openai,gpt-5,20251218_171537,
7,0,Sam only gave Rob BANANAS.,Sam also gave Sue bananas.,B,0,C,0,Sam only gave Rob bananas.,Sam also gave Sue bananas.,"""only gave Rob bananas"" precludes giving bananas to Sue.",0.0,0.0,2,POS,1,f8,baseline,openai,gpt-5,20251218_171537,
8,0,Sam only gave Bill BANANAS.,Sam didn't give Mary bananas.,B,0,A,0,Sam only gave Bill bananas.,Sam didn't give Mary bananas.,giving bananas only to Bill entails he did not give bananas to Mary.,0.0,0.0,2,NEG,1,f8,baseline,openai,gpt-5,20251218_171537,
9,0,Sam only gave Ellen GRAPES.,Sam didn't give Rob grapes.,B,0,A,0,Sam only gave Ellen grapes.,Sam didn't give Rob grapes.,giving grapes only to Ellen entails he did not give grapes to Rob.,0.0,0.0,2,NEG,1,f8,baseline,openai,gpt-5,20251218_171537,
0,0,Sam only gave ELLEN bananas.,Sam also gave Ellen grapes.,B,0,C,0,Sam only gave Ellen bananas.,Sam also gave Ellen grapes.,"S1 says the only thing Sam gave Ellen was bananas, so he did not give her grapes; S2 asserts he did.",0.0,0.0,1,POS,2,f9,baseline,openai,gpt-5,20251218_171537,
1,0,Sam only gave MARY apples.,Sam didn't give Mary oranges.,B,0,A,0,Sam only gave Mary apples.,Sam didn't give Mary oranges.,"if Mary received only apples from Sam, she did not receive oranges.",0.0,0.0,1,NEG,2,f9,baseline,openai,gpt-5,20251218_171537,
2,0,Sam only gave TOM bananas.,Sam also gave Tom apples.,B,0,C,0,Sam only gave Tom bananas.,Sam also gave Tom apples.,S1 excludes Tom receiving anything other than bananas; S2 says he also got apples.,0.0,0.0,1,POS,2,f9,baseline,openai,gpt-5,20251218_171537,
3,0,Sam only gave MARY apples.,Sam didn't give Mary grapes.,B,0,A,0,Sam only gave Mary apples.,Sam didn't give Mary grapes.,only apples to Mary entails not grapes.,0.0,0.0,1,NEG,2,f9,baseline,openai,gpt-5,20251218_171537,
4,0,Sam only gave Mary ORANGES.,Sam didn't give Mary apples.,A,1,A,0,Sam only gave Mary oranges.,Sam didn't give Mary apples.,only oranges to Mary entails not apples.,0.0,0.0,2,NEG,2,f9,baseline,openai,gpt-5,20251218_171537,
5,0,Sam only gave Rob APPLES.,Sam also gave Mary apples.,B,1,B,0,Sam only gave Rob apples.,Sam also gave Mary apples.,S1 restricts what Rob received (only apples) but says nothing about what Mary received.,0.0,0.0,2,POS,1,f9,baseline,openai,gpt-5,20251218_171537,
6,0,Sam only gave ROB apples.,Sam also gave Tom apples.,C,0,B,0,Sam only gave Rob apples.,Sam also gave Tom apples.,S1 limits Rob’s gifts to apples but doesn’t address what Tom received.,0.0,0.0,1,POS,1,f9,baseline,openai,gpt-5,20251218_171537,
7,0,Sam only gave Rob ORANGES.,Sam didn't give Rob bananas.,A,1,A,0,Sam only gave Rob oranges.,Sam didn't give Rob bananas.,only oranges to Rob entails not bananas.,0.0,0.0,2,NEG,2,f9,baseline,openai,gpt-5,20251218_171537,
8,0,Sam only gave Bill GRAPES.,Sam also gave Rob grapes.,B,1,B,0,Sam only gave Bill grapes.,Sam also gave Rob grapes.,S1 limits what Bill received but doesn’t say whether Rob received grapes.,0.0,0.0,2,POS,1,f9,baseline,openai,gpt-5,20251218_171537,
9,0,Sam only gave Rob GRAPES.,Sam also gave Rob bananas.,C,1,C,0,Sam only gave Rob grapes.,Sam also gave Rob bananas.,S1 excludes Rob receiving anything other than grapes; S2 says he also got bananas.,0.0,0.0,2,POS,2,f9,baseline,openai,gpt-5,20251218_171537,
0,0,Sam only gave Tom APPLES.,Sam also gave Tom grapes.,C,1,C,0,Sam only gave Tom apples.,Sam also gave Tom grapes.,"“only gave Tom apples” means Tom received nothing but apples from Sam, so he couldn’t also have received grapes.",0.0,0.0,2,POS,2,f10,baseline,openai,gpt-5,20251218_171537,
1,0,Sam only gave Mary BANANAS.,Sam didn't give Bill bananas.,B,0,A,0,Sam only gave Mary bananas.,Sam didn't give Bill bananas.,"“only gave Mary bananas” means no one else received bananas from Sam, so Bill didn’t get bananas.",0.0,0.0,2,NEG,1,f10,baseline,openai,gpt-5,20251218_171537,
2,0,Sam only gave MARY apples.,Sam also gave Mary bananas.,B,0,C,0,Sam only gave Mary apples.,Sam also gave Mary bananas.,"“only gave Mary apples” means Mary received nothing but apples from Sam, so not bananas.",0.0,0.0,1,POS,2,f10,baseline,openai,gpt-5,20251218_171537,
3,0,Sam only gave SUE apples.,Sam didn't give Rob apples.,A,1,A,0,Sam only gave Sue apples.,Sam didn't give Rob apples.,"“only gave Sue apples” means no one else received apples from Sam, so Rob didn’t get apples.",0.0,0.0,1,NEG,1,f10,baseline,openai,gpt-5,20251218_171537,
4,0,Sam only gave BILL bananas.,Sam also gave Bill grapes.,B,0,C,0,Sam only gave Bill bananas.,Sam also gave Bill grapes.,"“only gave Bill bananas” means Bill received nothing but bananas from Sam, so not grapes.",0.0,0.0,1,POS,2,f10,baseline,openai,gpt-5,20251218_171537,
5,0,Sam only gave Rob GRAPES.,Sam didn't give Rob apples.,A,1,A,0,Sam only gave Rob grapes.,Sam didn't give Rob apples.,"“only gave Rob grapes” means Rob received nothing but grapes from Sam, so not apples.",0.0,0.0,2,NEG,2,f10,baseline,openai,gpt-5,20251218_171537,
6,0,Sam only gave SUE grapes.,Sam also gave Tom grapes.,C,1,C,0,Sam only gave Sue grapes.,Sam also gave Tom grapes.,"“only gave Sue grapes” means no one else received grapes from Sam, so not Tom.",0.0,0.0,1,POS,1,f10,baseline,openai,gpt-5,20251218_171537,
7,0,Sam only gave ELLEN grapes.,Sam didn't give Rob grapes.,A,1,A,0,Sam only gave Ellen grapes.,Sam didn't give Rob grapes.,"“only gave Ellen grapes” means no one else received grapes from Sam, so Rob didn’t.",0.0,0.0,1,NEG,1,f10,baseline,openai,gpt-5,20251218_171537,
8,0,Sam only gave MARY grapes.,Sam also gave Mary bananas.,B,0,C,0,Sam only gave Mary grapes.,Sam also gave Mary bananas.,"“only gave Mary grapes” means Mary received nothing but grapes from Sam, so not bananas.",0.0,0.0,1,POS,2,f10,baseline,openai,gpt-5,20251218_171537,
