example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id
9,0,Sam only gave BILL oranges.,Sam also gave Mary oranges.,C,1,C,1,Sam only gave BILL oranges.,Sam also gave Mary oranges.,"only Bill received oranges, so Mary did not; S2 says Mary did, which contradicts S1.",0.0,0.0,1,POS,1,f2,oracle,openai,gpt-5,20251218_174413,
0,0,Sam only gave ELLEN grapes.,Sam didn't give Tom grapes.,A,1,A,1,Sam only gave ELLEN grapes.,Sam didn't give Tom grapes.,"“only … ELLEN … grapes” means Ellen was the sole recipient of grapes, so Tom did not get grapes.",0.0,0.0,1,NEG,1,f3,oracle,openai,gpt-5,20251218_174413,
1,0,Sam only gave Ellen APPLES.,Sam didn't give Ellen oranges.,A,1,A,1,Sam only gave Ellen APPLES.,Sam didn't give Ellen oranges.,"“only … APPLES” means Ellen received no items other than apples, so not oranges.",0.0,0.0,2,NEG,2,f3,oracle,openai,gpt-5,20251218_174413,
2,0,Sam only gave Rob GRAPES.,Sam also gave Ellen grapes.,B,1,B,1,Sam only gave Rob GRAPES.,Sam also gave Ellen grapes.,“only … GRAPES” limits what Rob received (only grapes) but doesn’t restrict who else got grapes; Ellen may also have received grapes.,0.0,0.0,2,POS,1,f3,oracle,openai,gpt-5,20251218_174413,
3,0,Sam only gave Rob APPLES.,Sam also gave Ellen apples.,B,1,B,1,Sam only gave Rob APPLES.,Sam also gave Ellen apples.,"the restriction is only on what Rob received (only apples), not on whether others (like Ellen) also got apples.",0.0,0.0,2,POS,1,f3,oracle,openai,gpt-5,20251218_174413,
4,0,Sam only gave Ellen APPLES.,Sam didn't give Bill apples.,B,1,B,1,Sam only gave Ellen APPLES.,Sam didn't give Bill apples.,limiting Ellen’s items to apples says nothing about whether Bill received apples.,0.0,0.0,2,NEG,1,f3,oracle,openai,gpt-5,20251218_174413,
5,0,Sam only gave Rob APPLES.,Sam didn't give Sue apples.,B,1,B,1,Sam only gave Rob APPLES.,Sam didn't give Sue apples.,limiting Rob’s items to apples says nothing about whether Sue received apples.,0.0,0.0,2,NEG,1,f3,oracle,openai,gpt-5,20251218_174413,
6,0,Sam only gave ROB oranges.,Sam also gave Rob apples.,B,1,B,1,Sam only gave ROB oranges.,Sam also gave Rob apples.,“only … ROB … oranges” means Rob was the sole recipient of oranges; it doesn’t forbid also giving Rob apples.,0.0,0.0,1,POS,2,f3,oracle,openai,gpt-5,20251218_174413,
7,0,Sam only gave ROB apples.,Sam also gave Rob grapes.,B,1,B,1,Sam only gave ROB apples.,Sam also gave Rob grapes.,“only … ROB … apples” means Rob was the sole recipient of apples; it doesn’t forbid also giving Rob grapes.,0.0,0.0,1,POS,2,f3,oracle,openai,gpt-5,20251218_174413,
8,0,Sam only gave ROB bananas.,Sam didn't give Ellen bananas.,A,1,A,1,Sam only gave ROB bananas.,Sam didn't give Ellen bananas.,"only Rob received bananas, so Ellen did not.",0.0,0.0,1,NEG,1,f3,oracle,openai,gpt-5,20251218_174413,
9,0,Sam only gave Mary APPLES.,Sam also gave Ellen apples.,B,1,B,1,Sam only gave Mary APPLES.,Sam also gave Ellen apples.,"the restriction concerns what Mary received, not whether Ellen also received apples.",0.0,0.0,2,POS,1,f3,oracle,openai,gpt-5,20251218_174413,
0,0,Sam only gave SUE apples.,Sam also gave Rob apples.,C,1,C,1,Sam only gave SUE apples.,Sam also gave Rob apples.,"S1 says Sue is the only person who got apples; S2 says Rob also got apples, which contradicts S1.",0.0,0.0,1,POS,1,f4,oracle,openai,gpt-5,20251218_174413,
1,0,Sam only gave Bill APPLES.,Sam didn't give Mary apples.,B,1,B,1,Sam only gave Bill APPLES.,Sam didn't give Mary apples.,S1 only restricts what Bill received (only apples) and says nothing about whether Mary got apples.,0.0,0.0,2,NEG,1,f4,oracle,openai,gpt-5,20251218_174413,
2,0,Sam only gave MARY oranges.,Sam also gave Ellen oranges.,C,1,C,1,Sam only gave MARY oranges.,Sam also gave Ellen oranges.,"S1 says Mary is the only person who got oranges; S2 says Ellen also got oranges, which contradicts S1.",0.0,0.0,1,POS,1,f4,oracle,openai,gpt-5,20251218_174413,
3,0,Sam only gave Ellen APPLES.,Sam didn't give Tom apples.,B,1,B,1,Sam only gave Ellen APPLES.,Sam didn't give Tom apples.,S1 only restricts what Ellen received (only apples) and says nothing about whether Tom got apples.,0.0,0.0,2,NEG,1,f4,oracle,openai,gpt-5,20251218_174413,
4,0,Sam only gave ROB bananas.,Sam also gave Rob oranges.,B,1,B,1,Sam only gave ROB bananas.,Sam also gave Rob oranges.,S1 only restricts who received bananas (only Rob) and allows Rob to receive other items; S2 is neither entailed nor contradicted.,0.0,0.0,1,POS,2,f4,oracle,openai,gpt-5,20251218_174413,
5,0,Sam only gave Bill BANANAS.,Sam didn't give Bill grapes.,A,1,A,1,Sam only gave Bill BANANAS.,Sam didn't give Bill grapes.,"if Bill only got bananas, he did not get grapes.",0.0,0.0,2,NEG,2,f4,oracle,openai,gpt-5,20251218_174413,
6,0,Sam only gave Ellen ORANGES.,Sam didn't give Ellen grapes.,A,1,A,1,Sam only gave Ellen ORANGES.,Sam didn't give Ellen grapes.,"if Ellen only got oranges, she did not get grapes.",0.0,0.0,2,NEG,2,f4,oracle,openai,gpt-5,20251218_174413,
7,0,Sam only gave Mary BANANAS.,Sam didn't give Ellen bananas.,B,1,B,1,Sam only gave Mary BANANAS.,Sam didn't give Ellen bananas.,S1 only restricts what Mary received (only bananas) and says nothing about whether Ellen got bananas.,0.0,0.0,2,NEG,1,f4,oracle,openai,gpt-5,20251218_174413,
8,0,Sam only gave BILL bananas.,Sam didn't give Tom bananas.,A,1,A,1,Sam only gave BILL bananas.,Sam didn't give Tom bananas.,"if only Bill received bananas, then Tom did not receive bananas.",0.0,0.0,1,NEG,1,f4,oracle,openai,gpt-5,20251218_174413,
9,0,Sam only gave Sue ORANGES.,Sam didn't give Sue grapes.,A,1,A,1,Sam only gave Sue ORANGES.,Sam didn't give Sue grapes.,"if Sue only got oranges, she did not get grapes.",0.0,0.0,2,NEG,2,f4,oracle,openai,gpt-5,20251218_174413,
0,0,Sam only gave Ellen GRAPES.,Sam also gave Ellen oranges.,C,1,C,1,Sam only gave Ellen GRAPES.,Sam also gave Ellen oranges.,"S1 says Ellen received only grapes from Sam (nothing else). S2 says she also got oranges, which contradicts S1.",0.0,0.0,2,POS,2,f5,oracle,openai,gpt-5,20251218_174413,
1,0,Sam only gave ELLEN apples.,Sam also gave Rob apples.,C,1,C,1,Sam only gave ELLEN apples.,Sam also gave Rob apples.,"S1 says Ellen is the only person who got apples from Sam. S2 says Rob also got apples, which contradicts S1.",0.0,0.0,1,POS,1,f5,oracle,openai,gpt-5,20251218_174413,
2,0,Sam only gave MARY oranges.,Sam didn't give Mary bananas.,B,1,B,1,Sam only gave MARY oranges.,Sam didn't give Mary bananas.,"S1 restricts who received oranges (only Mary), not what Mary received overall. It doesn't tell us whether Mary got bananas.",0.0,0.0,1,NEG,2,f5,oracle,openai,gpt-5,20251218_174413,
3,0,Sam only gave MARY oranges.,Sam also gave Tom oranges.,C,1,C,1,Sam only gave MARY oranges.,Sam also gave Tom oranges.,"S1 says only Mary received oranges. S2 says Tom also received oranges, which contradicts S1.",0.0,0.0,1,POS,1,f5,oracle,openai,gpt-5,20251218_174413,
4,0,Sam only gave Mary ORANGES.,Sam didn't give Tom oranges.,B,1,B,1,Sam only gave Mary ORANGES.,Sam didn't give Tom oranges.,S1 says Mary received only oranges from Sam; it says nothing about whether Tom got oranges. So S2 is not entailed or contradicted.,0.0,0.0,2,NEG,1,f5,oracle,openai,gpt-5,20251218_174413,
5,0,Sam only gave Mary GRAPES.,Sam also gave Mary apples.,C,1,C,1,Sam only gave Mary GRAPES.,Sam also gave Mary apples.,"S1 says Mary received only grapes from Sam. S2 says she also got apples, which contradicts S1.",0.0,0.0,2,POS,2,f5,oracle,openai,gpt-5,20251218_174413,
6,0,Sam only gave SUE apples.,Sam also gave Mary apples.,C,1,C,1,Sam only gave SUE apples.,Sam also gave Mary apples.,"S1 says Sue is the only person who got apples. S2 says Mary also got apples, which contradicts S1.",0.0,0.0,1,POS,1,f5,oracle,openai,gpt-5,20251218_174413,
7,0,Sam only gave Bill ORANGES.,Sam also gave Bill bananas.,C,1,C,1,Sam only gave Bill ORANGES.,Sam also gave Bill bananas.,"S1 says Bill received only oranges from Sam. S2 says he also got bananas, which contradicts S1.",0.0,0.0,2,POS,2,f5,oracle,openai,gpt-5,20251218_174413,
8,0,Sam only gave Ellen BANANAS.,Sam also gave Ellen grapes.,C,1,C,1,Sam only gave Ellen BANANAS.,Sam also gave Ellen grapes.,"S1 says Ellen received only bananas from Sam. S2 says she also got grapes, which contradicts S1.",0.0,0.0,2,POS,2,f5,oracle,openai,gpt-5,20251218_174413,
9,0,Sam only gave Tom BANANAS.,Sam didn't give Tom oranges.,A,1,A,1,Sam only gave Tom BANANAS.,Sam didn't give Tom oranges.,"if Tom received only bananas from Sam, then he did not receive oranges.",0.0,0.0,2,NEG,2,f5,oracle,openai,gpt-5,20251218_174413,
0,0,Sam only gave ROB apples.,Sam didn't give Sue apples.,A,1,A,1,Sam only gave ROB apples.,Sam didn't give Sue apples.,"only Rob received apples, so Sue did not receive apples.",0.0,0.0,1,NEG,1,f6,oracle,openai,gpt-5,20251218_174413,
1,0,Sam only gave SUE grapes.,Sam also gave Sue oranges.,B,1,B,1,Sam only gave SUE grapes.,Sam also gave Sue oranges.,S1 restricts grape recipients to Sue but says nothing about other items Sue may have received.,0.0,0.0,1,POS,2,f6,oracle,openai,gpt-5,20251218_174413,
2,0,Sam only gave SUE grapes.,Sam didn't give Sue bananas.,B,1,B,1,Sam only gave SUE grapes.,Sam didn't give Sue bananas.,"S1 addresses who got grapes, not whether Sue got bananas.",0.0,0.0,1,NEG,2,f6,oracle,openai,gpt-5,20251218_174413,
3,0,Sam only gave Mary GRAPES.,Sam also gave Ellen grapes.,B,1,B,1,Sam only gave Mary GRAPES.,Sam also gave Ellen grapes.,"S1 restricts what Mary received (only grapes), not whether Ellen received grapes.",0.0,0.0,2,POS,1,f6,oracle,openai,gpt-5,20251218_174413,
4,0,Sam only gave Rob ORANGES.,Sam also gave Rob bananas.,C,1,C,1,Sam only gave Rob ORANGES.,Sam also gave Rob bananas.,"S1 says Rob received only oranges, which conflicts with also receiving bananas.",0.0,0.0,2,POS,2,f6,oracle,openai,gpt-5,20251218_174413,
5,0,Sam only gave Sue BANANAS.,Sam didn't give Sue grapes.,A,1,A,1,Sam only gave Sue BANANAS.,Sam didn't give Sue grapes.,"if Sue received only bananas, she did not receive grapes.",0.0,0.0,2,NEG,2,f6,oracle,openai,gpt-5,20251218_174413,
6,0,Sam only gave Tom GRAPES.,Sam didn't give Tom apples.,A,1,A,1,Sam only gave Tom GRAPES.,Sam didn't give Tom apples.,"if Tom received only grapes, he did not receive apples.",0.0,0.0,2,NEG,2,f6,oracle,openai,gpt-5,20251218_174413,
7,0,Sam only gave TOM bananas.,Sam didn't give Tom grapes.,B,1,B,1,Sam only gave TOM bananas.,Sam didn't give Tom grapes.,"S1 says only Tom received bananas (among recipients), not what Tom received besides bananas.",0.0,0.0,1,NEG,2,f6,oracle,openai,gpt-5,20251218_174413,
8,0,Sam only gave Rob APPLES.,Sam also gave Rob grapes.,C,1,C,1,Sam only gave Rob APPLES.,Sam also gave Rob grapes.,"S1 says Rob received only apples, which conflicts with also receiving grapes.",0.0,0.0,2,POS,2,f6,oracle,openai,gpt-5,20251218_174413,
9,0,Sam only gave ELLEN grapes.,Sam also gave Ellen oranges.,B,1,B,1,Sam only gave ELLEN grapes.,Sam also gave Ellen oranges.,S1 restricts grape recipients to Ellen but does not restrict other items Ellen may have received.,0.0,0.0,1,POS,2,f6,oracle,openai,gpt-5,20251218_174413,
0,0,Sam only gave Bill BANANAS.,Sam also gave Bill grapes.,C,1,C,1,Sam only gave Bill BANANAS.,Sam also gave Bill grapes.,"S1 says the only thing Sam gave Bill was bananas, so giving Bill grapes would violate that.",0.0,0.0,2,POS,2,f7,oracle,openai,gpt-5,20251218_174413,
1,0,Sam only gave MARY apples.,Sam also gave Ellen apples.,C,1,C,1,Sam only gave MARY apples.,Sam also gave Ellen apples.,"S1 says Mary is the only person who got apples, so Ellen getting apples contradicts that.",0.0,0.0,1,POS,1,f7,oracle,openai,gpt-5,20251218_174413,
2,0,Sam only gave Sue APPLES.,Sam also gave Tom apples.,B,1,B,1,Sam only gave Sue APPLES.,Sam also gave Tom apples.,"S1 only restricts what Sue got (only apples), and says nothing about what Tom got.",0.0,0.0,2,POS,1,f7,oracle,openai,gpt-5,20251218_174413,
3,0,Sam only gave BILL grapes.,Sam didn't give Bill oranges.,B,1,B,1,Sam only gave BILL grapes.,Sam didn't give Bill oranges.,"S1 only restricts who got grapes (only Bill), and says nothing about whether Bill got oranges.",0.0,0.0,1,NEG,2,f7,oracle,openai,gpt-5,20251218_174413,
4,0,Sam only gave BILL apples.,Sam didn't give Bill bananas.,B,1,B,1,Sam only gave BILL apples.,Sam didn't give Bill bananas.,"S1 only restricts who got apples (only Bill), and says nothing about whether Bill got bananas.",0.0,0.0,1,NEG,2,f7,oracle,openai,gpt-5,20251218_174413,
5,0,Sam only gave SUE apples.,Sam didn't give Sue bananas.,B,1,B,1,Sam only gave SUE apples.,Sam didn't give Sue bananas.,"S1 only restricts who got apples (only Sue), and says nothing about whether Sue got bananas.",0.0,0.0,1,NEG,2,f7,oracle,openai,gpt-5,20251218_174413,
6,0,Sam only gave ELLEN oranges.,Sam didn't give Tom oranges.,A,1,A,1,Sam only gave ELLEN oranges.,Sam didn't give Tom oranges.,"if only Ellen got oranges, then Tom did not get oranges.",0.0,0.0,1,NEG,1,f7,oracle,openai,gpt-5,20251218_174413,
7,0,Sam only gave TOM apples.,Sam didn't give Mary apples.,A,1,A,1,Sam only gave TOM apples.,Sam didn't give Mary apples.,"if only Tom got apples, then Mary did not get apples.",0.0,0.0,1,NEG,1,f7,oracle,openai,gpt-5,20251218_174413,
8,0,Sam only gave Tom APPLES.,Sam also gave Bill apples.,B,1,B,1,Sam only gave Tom APPLES.,Sam also gave Bill apples.,"S1 only restricts what Tom got (only apples), and does not restrict whether Bill also got apples.",0.0,0.0,2,POS,1,f7,oracle,openai,gpt-5,20251218_174413,
9,0,Sam only gave Sue BANANAS.,Sam didn't give Tom bananas.,B,1,B,1,Sam only gave Sue BANANAS.,Sam didn't give Tom bananas.,"S1 only restricts what Sue got (only bananas), and says nothing about whether Tom got bananas.",0.0,0.0,2,NEG,1,f7,oracle,openai,gpt-5,20251218_174413,
0,0,Sam only gave Ellen BANANAS.,Sam also gave Rob bananas.,B,1,B,1,Sam only gave Ellen BANANAS.,Sam also gave Rob bananas.,S1 restricts what Ellen received (only bananas) and says nothing about what Rob received; giving Rob bananas is compatible but not entailed.,0.0,0.0,2,POS,1,f8,oracle,openai,gpt-5,20251218_174413,
1,0,Sam only gave ROB grapes.,Sam also gave Rob oranges.,B,1,B,1,Sam only gave ROB grapes.,Sam also gave Rob oranges.,"S1 says Rob is the only recipient of grapes; it says nothing about whether Rob also got oranges, so S2 is compatible but not entailed.",0.0,0.0,1,POS,2,f8,oracle,openai,gpt-5,20251218_174413,
2,0,Sam only gave TOM apples.,Sam also gave Bill apples.,C,1,C,1,Sam only gave TOM apples.,Sam also gave Bill apples.,"S1 says Tom is the only recipient of apples; S2 claims Bill also received apples, which contradicts S1.",0.0,0.0,1,POS,1,f8,oracle,openai,gpt-5,20251218_174413,
3,0,Sam only gave Mary APPLES.,Sam also gave Mary bananas.,C,1,C,1,Sam only gave Mary APPLES.,Sam also gave Mary bananas.,"S1 says the only thing Mary received was apples; S2 says she also got bananas, which contradicts S1.",0.0,0.0,2,POS,2,f8,oracle,openai,gpt-5,20251218_174413,
4,0,Sam only gave Ellen ORANGES.,Sam also gave Sue oranges.,B,1,B,1,Sam only gave Ellen ORANGES.,Sam also gave Sue oranges.,S1 restricts what Ellen received (only oranges) but does not restrict who else could receive oranges; S2 is compatible but not entailed.,0.0,0.0,2,POS,1,f8,oracle,openai,gpt-5,20251218_174413,
5,0,Sam only gave Rob ORANGES.,Sam didn't give Rob apples.,A,1,A,1,Sam only gave Rob ORANGES.,Sam didn't give Rob apples.,"if Rob only got oranges from Sam, then he did not get apples; S2 follows.",0.0,0.0,2,NEG,2,f8,oracle,openai,gpt-5,20251218_174413,
6,0,Sam only gave Bill BANANAS.,Sam didn't give Ellen bananas.,B,1,B,1,Sam only gave Bill BANANAS.,Sam didn't give Ellen bananas.,S1 restricts what Bill received and says nothing about Ellen; whether Ellen got bananas is undetermined.,0.0,0.0,2,NEG,1,f8,oracle,openai,gpt-5,20251218_174413,
7,0,Sam only gave Rob BANANAS.,Sam also gave Sue bananas.,B,1,B,1,Sam only gave Rob BANANAS.,Sam also gave Sue bananas.,S1 restricts what Rob received (only bananas) but does not restrict who else could receive bananas; S2 is compatible but not entailed.,0.0,0.0,2,POS,1,f8,oracle,openai,gpt-5,20251218_174413,
8,0,Sam only gave Bill BANANAS.,Sam didn't give Mary bananas.,B,1,B,1,Sam only gave Bill BANANAS.,Sam didn't give Mary bananas.,S1 concerns only what Bill received and says nothing about Mary; whether Mary got bananas is undetermined.,0.0,0.0,2,NEG,1,f8,oracle,openai,gpt-5,20251218_174413,
9,0,Sam only gave Ellen GRAPES.,Sam didn't give Rob grapes.,B,1,B,1,Sam only gave Ellen GRAPES.,Sam didn't give Rob grapes.,S1 restricts what Ellen received (only grapes) and says nothing about whether Rob received grapes; S2 is not entailed nor contradicted.,0.0,0.0,2,NEG,1,f8,oracle,openai,gpt-5,20251218_174413,
0,0,Sam only gave ELLEN bananas.,Sam also gave Ellen grapes.,B,1,B,1,Sam only gave ELLEN bananas.,Sam also gave Ellen grapes.,S1 says Ellen is the only person who got bananas; it doesn’t restrict other fruits Ellen might get.,0.0,0.0,1,POS,2,f9,oracle,openai,gpt-5,20251218_174413,
1,0,Sam only gave MARY apples.,Sam didn't give Mary oranges.,B,1,B,1,Sam only gave MARY apples.,Sam didn't give Mary oranges.,"S1 restricts recipients of apples (only Mary), not what Mary may receive; it doesn’t rule out or entail oranges.",0.0,0.0,1,NEG,2,f9,oracle,openai,gpt-5,20251218_174413,
2,0,Sam only gave TOM bananas.,Sam also gave Tom apples.,B,1,B,1,Sam only gave TOM bananas.,Sam also gave Tom apples.,"S1 restricts recipients of bananas (only Tom), not what Tom may also receive.",0.0,0.0,1,POS,2,f9,oracle,openai,gpt-5,20251218_174413,
3,0,Sam only gave MARY apples.,Sam didn't give Mary grapes.,B,1,B,1,Sam only gave MARY apples.,Sam didn't give Mary grapes.,"S1 limits who got apples (only Mary), not whether Mary got grapes.",0.0,0.0,1,NEG,2,f9,oracle,openai,gpt-5,20251218_174413,
4,0,Sam only gave Mary ORANGES.,Sam didn't give Mary apples.,A,1,A,1,Sam only gave Mary ORANGES.,Sam didn't give Mary apples.,"S1 says the only thing Sam gave Mary was oranges, so he didn’t give her apples.",0.0,0.0,2,NEG,2,f9,oracle,openai,gpt-5,20251218_174413,
5,0,Sam only gave Rob APPLES.,Sam also gave Mary apples.,B,1,B,1,Sam only gave Rob APPLES.,Sam also gave Mary apples.,"S1 limits what Rob received (only apples), not whether others also got apples.",0.0,0.0,2,POS,1,f9,oracle,openai,gpt-5,20251218_174413,
6,0,Sam only gave ROB apples.,Sam also gave Tom apples.,C,1,C,1,Sam only gave ROB apples.,Sam also gave Tom apples.,S1 says Rob is the only person who got apples; giving apples to Tom contradicts that.,0.0,0.0,1,POS,1,f9,oracle,openai,gpt-5,20251218_174413,
7,0,Sam only gave Rob ORANGES.,Sam didn't give Rob bananas.,A,1,A,1,Sam only gave Rob ORANGES.,Sam didn't give Rob bananas.,"S1 says the only thing Sam gave Rob was oranges, so he didn’t give him bananas.",0.0,0.0,2,NEG,2,f9,oracle,openai,gpt-5,20251218_174413,
8,0,Sam only gave Bill GRAPES.,Sam also gave Rob grapes.,B,1,B,1,Sam only gave Bill GRAPES.,Sam also gave Rob grapes.,"S1 limits what Bill received (only grapes), not who else might get grapes.",0.0,0.0,2,POS,1,f9,oracle,openai,gpt-5,20251218_174413,
9,0,Sam only gave Rob GRAPES.,Sam also gave Rob bananas.,C,1,C,1,Sam only gave Rob GRAPES.,Sam also gave Rob bananas.,"S1 says the only thing Sam gave Rob was grapes, so he didn’t give him bananas.",0.0,0.0,2,POS,2,f9,oracle,openai,gpt-5,20251218_174413,
0,0,Sam only gave Tom APPLES.,Sam also gave Tom grapes.,C,1,C,1,Sam only gave Tom APPLES.,Sam also gave Tom grapes.,S1 says the only thing Sam gave Tom was apples; giving Tom grapes would violate that.,0.0,0.0,2,POS,2,f10,oracle,openai,gpt-5,20251218_174413,
1,0,Sam only gave Mary BANANAS.,Sam didn't give Bill bananas.,B,1,B,1,Sam only gave Mary BANANAS.,Sam didn't give Bill bananas.,S1 restricts what Mary received (only bananas) and says nothing about what Bill received.,0.0,0.0,2,NEG,1,f10,oracle,openai,gpt-5,20251218_174413,
2,0,Sam only gave MARY apples.,Sam also gave Mary bananas.,B,1,B,1,Sam only gave MARY apples.,Sam also gave Mary bananas.,S1 says Mary is the only person who got apples; it doesn’t say whether Mary also got bananas.,0.0,0.0,1,POS,2,f10,oracle,openai,gpt-5,20251218_174413,
3,0,Sam only gave SUE apples.,Sam didn't give Rob apples.,A,1,A,1,Sam only gave SUE apples.,Sam didn't give Rob apples.,"S1 says Sue is the only person who got apples, so Rob didn’t get apples.",0.0,0.0,1,NEG,1,f10,oracle,openai,gpt-5,20251218_174413,
4,0,Sam only gave BILL bananas.,Sam also gave Bill grapes.,B,1,B,1,Sam only gave BILL bananas.,Sam also gave Bill grapes.,S1 says Bill is the only person who got bananas; it doesn’t address whether he also got grapes.,0.0,0.0,1,POS,2,f10,oracle,openai,gpt-5,20251218_174413,
