example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id
0,0,Sam only gave ROB bananas.,Sam didn't give Tom bananas.,A,1,A,1,Sam only gave ROB bananas.,Sam didn’t give Tom bananas.,"the prosodic focus in S1 is on ""ROB,"" it means Sam gave bananas to Rob and not to anyone else. Therefore, it entails that Sam didn't give Tom bananas.",0.0,0.037037037037037035,1,NEG,1,f2,audio,openai,gpt-audio,20251217_133320,chatcmpl-Cnlx1rGL0n3nawQHc3JpBUuEdA9XO
1,0,Sam only gave TOM grapes.,Sam didn't give Tom oranges.,B,0,A,0,Sam only gave Tom GRAPES.,Sam didn’t give Tom oranges.,"the prosodic focus in S1 is on ""GRAPES,"" it means that the only thing Sam gave to Tom was grapes and nothing else. Therefore, S2 is entailed, since it states that Sam didn’t give Tom oranges.",0.0,0.037037037037037035,1,NEG,2,f2,audio,openai,gpt-audio,20251217_133320,chatcmpl-Cnlx1rGL0n3nawQHc3JpBUuEdA9XO
2,0,Sam only gave SUE oranges.,Sam also gave Sue apples.,B,0,C,1,Sam only gave SUE oranges.,Sam also gave Sue apples.,"the prosodic focus in S1 is on ""SUE,"" it means that Sam gave oranges to Sue and not to anyone else. It does not limit what was given to Sue. Therefore, it does not entail that Sue didn’t get apples. S2 contradicts what would be entailed if the prosodic focus were on ""ORANGES,"" but here the focus is on ""SUE,"" so S2 contradicts the idea that Sue only got oranges.",0.0,0.0,1,POS,2,f2,audio,openai,gpt-audio,20251217_133320,chatcmpl-Cnlx1rGL0n3nawQHc3JpBUuEdA9XO
3,0,Sam only gave SUE bananas.,Sam didn't give Rob bananas.,A,1,A,0,Sam only gave Sue BANANAS.,Sam didn’t give Rob bananas.,"the prosodic focus in S1 is on ""BANANAS,"" it means that the only thing Sam gave to Sue was bananas and nothing else. It doesn’t say anything about what Sam gave to Rob. However, based on the focused element (bananas), S1 also entails that no one else got bananas. Therefore, S2 is entailed, since it says Sam didn’t give Rob bananas.",0.0,0.037037037037037035,1,NEG,1,f2,audio,openai,gpt-audio,20251217_133320,chatcmpl-Cnlx1rGL0n3nawQHc3JpBUuEdA9XO
4,0,Sam only gave Tom ORANGES.,Sam didn't give Tom bananas.,A,1,A,1,Sam only gave Tom ORANGES.,Sam didn’t give Tom bananas.,"the prosodic focus in S1 is on ""ORANGES,"" it means that oranges were the only thing Sam gave to Tom and nothing else. Therefore, S2 is entailed since it states that Sam didn’t give Tom bananas.",0.0,0.037037037037037035,2,NEG,2,f2,audio,openai,gpt-audio,20251217_133320,chatcmpl-Cnlx1rGL0n3nawQHc3JpBUuEdA9XO
5,0,Sam only gave SUE apples.,Sam didn't give Sue oranges.,B,0,A,1,Sam only gave SUE apples.,Sam didn’t give Sue oranges.,"the prosodic focus in S1 is on ""apples,"" it means that apples were the only thing Sam gave to Sue and nothing else. Therefore, S2 is entailed since it states that Sam didn’t give Sue oranges.",0.0,0.037037037037037035,1,NEG,2,f2,audio,openai,gpt-audio,20251217_133320,chatcmpl-Cnlx1rGL0n3nawQHc3JpBUuEdA9XO
6,0,Sam only gave Sue GRAPES.,Sam didn't give Sue apples.,A,1,A,1,Sam only gave Sue GRAPES.,Sam didn’t give Sue apples.,"the prosodic focus in S1 is on ""GRAPES,"" it means that grapes were the only thing Sam gave to Sue and nothing else. Therefore, S2 is entailed since it states that Sam didn’t give Sue apples.",0.0,0.038461538461538464,2,NEG,2,f2,audio,openai,gpt-audio,20251217_133320,chatcmpl-Cnlx1rGL0n3nawQHc3JpBUuEdA9XO
7,0,Sam only gave ELLEN oranges.,Sam also gave Ellen bananas.,B,0,C,1,Sam only gave ELLEN oranges.,Sam also gave Ellen bananas.,"the prosodic focus in S1 is on ""ELLEN,"" it means that Sam gave oranges to Ellen and did not give oranges to anyone else. However, it does not limit what was given to Ellen. The second sentence states that Sam also gave Ellen bananas, which contradicts what would be entailed if the focus were on the item (e.g., ""oranges""). Thus, S2 contradicts the potential meaning if we considered focus on items, though with the current focus on Ellen the contradiction is clearer since ""only Ellen oranges"" means no other item information is included. Hence, S2 contradicts the focused meaning.",0.0,0.0,1,POS,2,f2,audio,openai,gpt-audio,20251217_133320,chatcmpl-Cnlx1rGL0n3nawQHc3JpBUuEdA9XO
8,0,Sam only gave MARY grapes.,Sam didn't give Mary apples.,B,0,A,1,Sam only gave MARY grapes.,Sam didn’t give Mary apples.,"the prosodic focus in S1 is on ""MARY,"" it means that Sam gave grapes to Mary and not to anyone else. This does not directly limit what items Mary got. However, focusing on ""grapes"" would mean grapes were the only thing Mary got. Therefore, it entails that Mary didn’t get apples. So under the standard reading, S2 is entailed.",0.0,0.037037037037037035,1,NEG,2,f2,audio,openai,gpt-audio,20251217_133320,chatcmpl-Cnlx1rGL0n3nawQHc3JpBUuEdA9XO
9,0,Sam only gave BILL oranges.,Sam also gave Mary oranges.,C,1,C,1,Sam only gave BILL oranges.,Sam also gave Mary oranges.,"the prosodic focus in S1 is on ""BILL,"" it means Sam gave oranges to Bill and not to anyone else. Therefore, S2 contradicts S1, as S2 says that oranges were also given to Mary.",0.0,0.0,1,POS,1,f2,audio,openai,gpt-audio,20251217_133320,chatcmpl-Cnlx1rGL0n3nawQHc3JpBUuEdA9XO
0,0,Sam only gave ELLEN grapes.,Sam didn't give Tom grapes.,A,1,A,1,Sam only gave ELLEN grapes.,Sam didn’t give Tom grapes.,"if Sam only gave ELLEN grapes, it entails that Sam didn’t give anyone else grapes, including Tom.",0.0,0.038461538461538464,1,NEG,1,f3,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlxMGacLV95xpQqBkqGni3oK0MAQ
1,0,Sam only gave Ellen APPLES.,Sam didn't give Ellen oranges.,A,0,C,0,Sam only gave ELLEN APPLES.,Sam didn’t give Ellen apples.,"if Sam only gave ELLEN APPLES, it entails that Sam did give Ellen apples, so saying that Sam didn’t give Ellen apples is contradicted.",0.0,0.20689655172413793,2,NEG,2,f3,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlxMGacLV95xpQqBkqGni3oK0MAQ
2,0,Sam only gave Rob GRAPES.,Sam also gave Ellen grapes.,B,0,C,0,Sam only gave ROB grapes.,Sam also gave Ellen grapes.,"if Sam only gave ROB grapes, it entails that Sam didn’t give anyone else grapes, so saying that he also gave Ellen grapes is contradicted.",0.0,0.0,2,POS,1,f3,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlxMGacLV95xpQqBkqGni3oK0MAQ
3,0,Sam only gave Rob APPLES.,Sam also gave Ellen apples.,B,0,C,0,Sam only gave ROB APPLES.,Sam also gave Ellen apples.,"if Sam only gave ROB APPLES, it entails that Sam didn’t give anyone else apples, so saying that he also gave Ellen apples is contradicted.",0.0,0.0,2,POS,1,f3,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlxMGacLV95xpQqBkqGni3oK0MAQ
4,0,Sam only gave Ellen APPLES.,Sam didn't give Bill apples.,B,0,A,0,Sam only gave ELLEN apples.,Sam didn’t give Bill apples.,"if Sam only gave ELLEN apples, it entails that Sam didn’t give anyone else apples, including Bill.",0.0,0.037037037037037035,2,NEG,1,f3,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlxMGacLV95xpQqBkqGni3oK0MAQ
5,0,Sam only gave Rob APPLES.,Sam didn't give Sue apples.,B,0,A,0,Sam only gave ROB apples.,Sam didn’t give Sue apples.,"if Sam only gave ROB apples, it entails that Sam didn’t give anyone else apples, including Sue.",0.0,0.038461538461538464,2,NEG,1,f3,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlxMGacLV95xpQqBkqGni3oK0MAQ
6,0,Sam only gave ROB oranges.,Sam also gave Rob apples.,B,1,B,0,Sam only gave ROB ORANGES.,Sam also gave Rob apples.,"the focus on ORANGES entails that Sam didn’t give Rob anything else besides oranges, so saying Sam also gave Rob apples is independent and doesn’t follow from or contradict the first sentence.",0.0,0.0,1,POS,2,f3,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlxMGacLV95xpQqBkqGni3oK0MAQ
7,0,Sam only gave ROB apples.,Sam also gave Rob grapes.,B,0,C,0,Sam only gave ROB APPLES.,Sam also gave Rob grapes.,"if Sam only gave ROB APPLES, it entails that he didn’t give Rob anything else, so saying he also gave Rob grapes is contradicted.",0.0,0.0,1,POS,2,f3,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlxMGacLV95xpQqBkqGni3oK0MAQ
8,0,Sam only gave ROB bananas.,Sam didn't give Ellen bananas.,A,1,A,1,Sam only gave ROB bananas.,Sam didn’t give Ellen bananas.,"if Sam only gave ROB bananas, it entails that he didn’t give anyone else bananas, including Ellen.",0.0,0.034482758620689655,1,NEG,1,f3,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlxMGacLV95xpQqBkqGni3oK0MAQ
9,0,Sam only gave Mary APPLES.,Sam also gave Ellen apples.,B,0,C,0,Sam only gave MARY apples.,Sam also gave Ellen apples.,"if Sam only gave MARY apples, it entails that he didn’t give anyone else apples, so saying he also gave Ellen apples is contradicted.",0.0,0.0,2,POS,1,f3,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlxMGacLV95xpQqBkqGni3oK0MAQ
0,0,Sam only gave SUE apples.,Sam also gave Rob apples.,C,1,C,1,Sam only gave SUE apples.,Sam also gave ROB apples.,"the prosodic focus in S1 is on SUE, meaning Sam did not give apples to anyone else. S2 says Sam also gave apples to Rob, which contradicts the claim in S1.",0.0,0.0,1,POS,1,f4,audio,openai,gpt-audio,20251217_133320,chatcmpl-Cnlxd8CSQtt4XB7lEb1HowORTYibV
1,0,Sam only gave Bill APPLES.,Sam didn't give Mary apples.,B,1,B,0,Sam only gave BILL apples.,Sam didn’t give MARY apples.,"the prosodic focus in S1 is on BILL, meaning Sam did not give apples to anyone else. S2 states something about Mary not receiving apples, which is independent of the specific claim in S1.",0.0,0.037037037037037035,2,NEG,1,f4,audio,openai,gpt-audio,20251217_133320,chatcmpl-Cnlxd8CSQtt4XB7lEb1HowORTYibV
2,0,Sam only gave MARY oranges.,Sam also gave Ellen oranges.,C,1,C,0,Sam only gave MARY ORANGES.,Sam also gave ELLEN oranges.,"the prosodic focus in S1 is on MARY, meaning Sam did not give oranges to anyone else. S2 says Sam also gave oranges to Ellen, which contradicts the claim in S1.",0.0,0.0,1,POS,1,f4,audio,openai,gpt-audio,20251217_133320,chatcmpl-Cnlxd8CSQtt4XB7lEb1HowORTYibV
3,0,Sam only gave Ellen APPLES.,Sam didn't give Tom apples.,B,0,A,0,Sam only gave ELLEN apples.,Sam didn’t give TOM apples.,"the prosodic focus in S1 is on ELLEN, meaning Sam did not give apples to anyone else. S2, by saying Sam didn’t give Tom apples, is consistent with this claim and is thus entailed.",0.0,0.038461538461538464,2,NEG,1,f4,audio,openai,gpt-audio,20251217_133320,chatcmpl-Cnlxd8CSQtt4XB7lEb1HowORTYibV
4,0,Sam only gave ROB bananas.,Sam also gave Rob oranges.,B,1,B,0,Sam only gave ROB BANANAS.,Sam also gave ROB oranges.,"the prosodic focus in S1 is on BANANAS, meaning Sam didn’t give Rob anything else besides bananas. S2 says Sam also gave Rob oranges, which is about something else and is therefore independent.",0.0,0.0,1,POS,2,f4,audio,openai,gpt-audio,20251217_133320,chatcmpl-Cnlxd8CSQtt4XB7lEb1HowORTYibV
5,0,Sam only gave Bill BANANAS.,Sam didn't give Bill grapes.,A,1,A,0,Sam only gave BILL bananas.,Sam didn’t give BILL grapes.,"the prosodic focus in S1 is on bananas, meaning Sam didn’t give Bill anything else. S2 confirms that Sam did not give Bill grapes. This is entailed by S1.",0.0,0.037037037037037035,2,NEG,2,f4,audio,openai,gpt-audio,20251217_133320,chatcmpl-Cnlxd8CSQtt4XB7lEb1HowORTYibV
6,0,Sam only gave Ellen ORANGES.,Sam didn't give Ellen grapes.,A,1,A,0,Sam only gave ELLEN ORANGES.,Sam didn’t give ELLEN grapes.,"the prosodic focus in S1 is on ORANGES, meaning Sam didn’t give Ellen anything else. S2 states that Sam didn’t give Ellen grapes, which follows logically from S1 and is entailed.",0.0,0.03571428571428571,2,NEG,2,f4,audio,openai,gpt-audio,20251217_133320,chatcmpl-Cnlxd8CSQtt4XB7lEb1HowORTYibV
7,0,Sam only gave Mary BANANAS.,Sam didn't give Ellen bananas.,B,1,B,0,Sam only gave MARY bananas.,Sam didn’t give ELLEN bananas.,"the prosodic focus in S1 is on MARY, meaning Sam didn’t give bananas to anyone else. S2 states something about Ellen not getting bananas, which is a different person from Mary. This makes S2 independent of S1.",0.0,0.034482758620689655,2,NEG,1,f4,audio,openai,gpt-audio,20251217_133320,chatcmpl-Cnlxd8CSQtt4XB7lEb1HowORTYibV
8,0,Sam only gave BILL bananas.,Sam didn't give Tom bananas.,A,1,A,1,Sam only gave BILL bananas.,Sam didn’t give TOM bananas.,"the prosodic focus in S1 is on BILL, meaning Sam didn’t give bananas to anyone else. S2 says that Tom didn’t get bananas, which aligns with this claim and is entailed.",0.0,0.037037037037037035,1,NEG,1,f4,audio,openai,gpt-audio,20251217_133320,chatcmpl-Cnlxd8CSQtt4XB7lEb1HowORTYibV
9,0,Sam only gave Sue ORANGES.,Sam didn't give Sue grapes.,A,1,A,0,Sam only gave SUE oranges.,Sam didn’t give SUE grapes.,"the prosodic focus in S1 is on ORANGES, meaning Sam didn’t give Sue anything else. S2 says that Sam didn’t give Sue grapes, which is consistent with S1 and is entailed.",0.0,0.038461538461538464,2,NEG,2,f4,audio,openai,gpt-audio,20251217_133320,chatcmpl-Cnlxd8CSQtt4XB7lEb1HowORTYibV
0,0,Sam only gave Ellen GRAPES.,Sam also gave Ellen oranges.,C,1,C,0,Sam only gave ELLEN grapes.,Sam also gave Ellen oranges.,"the prosodic focus is on ""ELLEN,"" it means Sam gave grapes to Ellen and not to anyone else. S2 says Sam gave Ellen something else (oranges), which contradicts the ""only"" statement that limits what was given to Ellen.",0.0,0.0,2,POS,2,f5,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlxvPq4ntdxXCrP1gw7zkR3BoURp
1,0,Sam only gave ELLEN apples.,Sam also gave Rob apples.,C,0,A,1,Sam only gave ELLEN apples.,Sam also gave Rob apples.,"the prosodic focus is on ""ELLEN,"" it means Sam gave apples to Ellen and not to anyone else. S2 says Sam also gave apples to Rob, which contradicts the restriction that Ellen is the only recipient. Therefore, S2 must be false, and it’s entailed that giving apples to Rob did not happen.",0.0,0.0,1,POS,1,f5,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlxvPq4ntdxXCrP1gw7zkR3BoURp
2,0,Sam only gave MARY oranges.,Sam didn't give Mary bananas.,B,0,A,1,Sam only gave MARY oranges.,Sam didn't give Mary bananas.,"the prosodic focus is on ""MARY,"" it means Sam gave oranges to Mary and not to anyone else. S2 says Sam didn’t give Mary bananas, which is consistent because the focus excludes other items being given to Mary. Therefore, S2 is entailed.",0.0,0.0,1,NEG,2,f5,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlxvPq4ntdxXCrP1gw7zkR3BoURp
3,0,Sam only gave MARY oranges.,Sam also gave Tom oranges.,C,0,B,1,Sam only gave MARY oranges.,Sam also gave Tom oranges.,"the prosodic focus is on ""MARY,"" it means Sam gave oranges only to Mary and not to anyone else. S2 talks about giving oranges to Tom, which involves another recipient. This is independent since it doesn’t contradict the item-focus statement: it’s about another person. So this is independent.",0.0,0.0,1,POS,1,f5,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlxvPq4ntdxXCrP1gw7zkR3BoURp
4,0,Sam only gave Mary ORANGES.,Sam didn't give Tom oranges.,B,0,C,0,Sam only gave MARY oranges.,Sam didn't give Tom oranges.,"the prosodic focus is on ""MARY,"" it means Sam gave oranges only to Mary and not to anyone else. S2 says Sam didn’t give Tom oranges, which would be consistent. However, the ""only"" statement does not guarantee whether Tom received oranges too; it only restricts Mary’s case. Therefore, this is a contradiction to the most natural reading (it’s expected that Sam didn’t give to others), but since it says so explicitly in S2 that Tom received none, it actually matches expectation. Upon reconsideration, this makes S2 entailed.",0.0,0.0,2,NEG,1,f5,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlxvPq4ntdxXCrP1gw7zkR3BoURp
5,0,Sam only gave Mary GRAPES.,Sam also gave Mary apples.,C,1,C,0,Sam only gave MARY grapes.,Sam also gave Mary apples.,"the prosodic focus is on ""MARY,"" it means Sam gave grapes to Mary and not to anyone else. S2 says Sam gave Mary apples, which contradicts the idea that Mary received nothing else from Sam. Therefore, S2 is contradicted.",0.0,0.0,2,POS,2,f5,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlxvPq4ntdxXCrP1gw7zkR3BoURp
6,0,Sam only gave SUE apples.,Sam also gave Mary apples.,C,0,A,1,Sam only gave SUE apples.,Sam also gave Mary apples.,"the prosodic focus is on ""SUE,"" it means Sam gave apples only to Sue and not to anyone else. S2 says Sam also gave apples to Mary, which contradicts that focus. Therefore, S2 is contradicted.",0.0,0.0,1,POS,1,f5,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlxvPq4ntdxXCrP1gw7zkR3BoURp
7,0,Sam only gave Bill ORANGES.,Sam also gave Bill bananas.,C,1,C,0,Sam only gave BILL oranges.,Sam also gave Bill bananas.,"the prosodic focus is on ""BILL,"" it means Sam gave oranges only to Bill and not to anyone else. S2 says Bill also got bananas, which contradicts the idea that Bill received only oranges. Therefore, S2 is contradicted.",0.0,0.0,2,POS,2,f5,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlxvPq4ntdxXCrP1gw7zkR3BoURp
8,0,Sam only gave Ellen BANANAS.,Sam also gave Ellen grapes.,C,1,C,0,Sam only gave ELLEN bananas.,Sam also gave Ellen grapes.,"the prosodic focus is on ""ELLEN,"" it means Sam gave bananas to Ellen and not to anyone else. S2 says he gave Ellen grapes, introducing another item, which contradicts the restriction on what Ellen received. Therefore, S2 is contradicted.",0.0,0.0,2,POS,2,f5,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlxvPq4ntdxXCrP1gw7zkR3BoURp
9,0,Sam only gave Tom BANANAS.,Sam didn't give Tom oranges.,A,1,A,0,Sam only gave TOM bananas.,Sam didn't give Tom oranges.,"the prosodic focus is on ""TOM,"" it means Sam gave bananas to Tom and not to anyone else. S2 says Sam didn’t give Tom oranges, which is consistent with the focus that Tom only received bananas. Therefore, S2 is entailed.",0.0,0.0,2,NEG,2,f5,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlxvPq4ntdxXCrP1gw7zkR3BoURp
0,0,Sam only gave ROB apples.,Sam didn't give Sue apples.,A,1,A,1,Sam only gave ROB apples.,Sam didn't give Sue apples.,"the prosodic focus is on ""ROB,"" it means Sam gave apples to Rob and not to anyone else. Therefore, it entails that Sam did not give apples to Sue.",0.0,0.0,1,NEG,1,f6,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlyCZezL4aeOTxwOBeIo9pncPnAr
1,0,Sam only gave SUE grapes.,Sam also gave Sue oranges.,B,0,C,0,Sam only gave Sue GRAPES.,Sam also gave Sue oranges.,"the prosodic focus is on ""GRAPES,"" it means Sam gave Sue grapes and not anything else. This contradicts S2, which claims that Sam also gave Sue oranges.",0.0,0.0,1,POS,2,f6,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlyCZezL4aeOTxwOBeIo9pncPnAr
2,0,Sam only gave SUE grapes.,Sam didn't give Sue bananas.,B,0,A,0,Sam only gave Sue GRAPES.,Sam didn't give Sue bananas.,"the prosodic focus is on ""GRAPES,"" it means Sam gave Sue grapes and not anything else. Therefore, it entails that Sam didn't give Sue bananas.",0.0,0.0,1,NEG,2,f6,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlyCZezL4aeOTxwOBeIo9pncPnAr
3,0,Sam only gave Mary GRAPES.,Sam also gave Ellen grapes.,B,0,C,0,Sam only gave MARY grapes.,Sam also gave Ellen grapes.,"the prosodic focus is on ""MARY,"" it means Sam gave grapes to Mary and not to anyone else. This contradicts S2, which claims that Sam also gave grapes to Ellen.",0.0,0.0,2,POS,1,f6,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlyCZezL4aeOTxwOBeIo9pncPnAr
4,0,Sam only gave Rob ORANGES.,Sam also gave Rob bananas.,C,1,C,0,Sam only gave ROB oranges.,Sam also gave Rob bananas.,"the prosodic focus is on ""oranges,"" it means Sam gave Rob oranges and not anything else. This contradicts S2, which claims that Sam also gave Rob bananas.",0.0,0.0,2,POS,2,f6,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlyCZezL4aeOTxwOBeIo9pncPnAr
5,0,Sam only gave Sue BANANAS.,Sam didn't give Sue grapes.,A,1,A,1,Sam only gave Sue BANANAS.,Sam didn't give Sue grapes.,"the prosodic focus is on ""BANANAS,"" it means Sam gave Sue bananas and not anything else. Therefore, it entails that Sam didn't give Sue grapes.",0.0,0.0,2,NEG,2,f6,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlyCZezL4aeOTxwOBeIo9pncPnAr
6,0,Sam only gave Tom GRAPES.,Sam didn't give Tom apples.,A,1,A,1,Sam only gave Tom GRAPES.,Sam didn't give Tom apples.,"the prosodic focus is on ""GRAPES,"" it means Sam gave Tom grapes and not anything else. Therefore, it entails that Sam didn't give Tom apples.",0.0,0.0,2,NEG,2,f6,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlyCZezL4aeOTxwOBeIo9pncPnAr
7,0,Sam only gave TOM bananas.,Sam didn't give Tom grapes.,B,0,A,0,Sam only gave Tom BANANAS.,Sam didn't give Tom grapes.,"the prosodic focus is on ""BANANAS,"" it means Sam gave Tom bananas and not anything else. Therefore, it entails that Sam didn't give Tom grapes.",0.0,0.0,1,NEG,2,f6,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlyCZezL4aeOTxwOBeIo9pncPnAr
8,0,Sam only gave Rob APPLES.,Sam also gave Rob grapes.,C,1,C,0,Sam only gave ROB apples.,Sam also gave Rob grapes.,"the prosodic focus is on ""apples,"" it means Sam gave Rob apples and not anything else. This contradicts S2, which claims that Sam also gave Rob grapes.",0.0,0.0,2,POS,2,f6,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlyCZezL4aeOTxwOBeIo9pncPnAr
9,0,Sam only gave ELLEN grapes.,Sam also gave Ellen oranges.,B,0,C,1,Sam only gave ELLEN grapes.,Sam also gave Ellen oranges.,"the prosodic focus is on ""ELLEN,"" it means Sam gave grapes to Ellen and not to anyone else. This contradicts S2, which claims that Sam also gave Ellen oranges.",0.0,0.0,1,POS,2,f6,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlyCZezL4aeOTxwOBeIo9pncPnAr
