example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold
0,0,Sam only gave BILL grapes.,Sam also gave Sue grapes.,C,0,B,1,Sam only gave BILL grapes.,Sam also gave Sue grapes.,... S2 does not contradict or follow from S1.,0.0,0.0,1,POS,1,f1,audio,gemini,gemini-2.0-flash,20260105_093157,,1
1,0,Sam only gave SUE oranges.,Sam also gave Rob oranges.,C,0,B,1,Sam only gave SUE oranges.,Sam also gave Rob oranges.,... S2 does not contradict or follow from S1.,0.0,0.0,1,POS,1,f1,audio,gemini,gemini-2.0-flash,20260105_093157,,1
2,1,Sam only gave SUE grapes.,Sam didn't give Ellen grapes.,A,1,A,1,Sam only gave SUE grapes.,Sam didn't give Ellen grapes.,"... If Sam only gave Sue grapes, then he didn't give Ellen grapes.",0.0,0.0,1,NEG,1,f1,audio,gemini,gemini-2.0-flash,20260105_093157,,1
3,1,Sam only gave TOM apples.,Sam didn't give Tom grapes.,B,1,B,1,Sam only gave TOM apples.,Sam didn't give Tom grapes.,... S2 does not contradict or follow from S1.,0.0,0.0,1,NEG,2,f1,audio,gemini,gemini-2.0-flash,20260105_093157,,1
4,0,Sam only gave Rob ORANGES.,Sam also gave Rob apples.,C,0,B,0,Sam only gave ROB oranges.,Sam also gave Rob apples.,... S2 does not contradict or follow from S1.,0.0,0.0,2,POS,2,f1,audio,gemini,gemini-2.0-flash,20260105_093157,,1
5,0,Sam only gave SUE grapes.,Sam didn't give Tom grapes.,A,1,A,1,Sam only gave SUE grapes.,Sam didn't give Tom grapes.,"... If Sam only gave Sue grapes, then he didn't give Tom grapes.",0.0,0.0,1,NEG,1,f1,audio,gemini,gemini-2.0-flash,20260105_093157,,1
6,0,Sam only gave Ellen BANANAS.,Sam also gave Mary bananas.,B,1,B,0,Sam only gave ELLEN bananas.,Sam also gave Mary bananas.,... S2 does not contradict or follow from S1.,0.0,0.0,2,POS,1,f1,audio,gemini,gemini-2.0-flash,20260105_093157,,1
7,0,Sam only gave ROB bananas.,Sam didn't give Rob oranges.,B,1,B,1,Sam only gave ROB bananas.,Sam didn't give Rob oranges.,... S2 does not contradict or follow from S1.,0.0,0.0,1,NEG,2,f1,audio,gemini,gemini-2.0-flash,20260105_093157,,1
8,0,Sam only gave Mary BANANAS.,Sam also gave Mary apples.,C,0,B,0,Sam only gave MARY bananas.,Sam also gave Mary apples.,... S2 does not contradict or follow from S1.,0.0,0.0,2,POS,2,f1,audio,gemini,gemini-2.0-flash,20260105_093157,,1
9,0,Sam only gave Sue ORANGES.,Sam didn't give Rob oranges.,B,0,A,0,Sam only gave SUE oranges.,Sam didn't give Rob oranges.,"... If Sam only gave Sue oranges, then he didn't give Rob oranges.",0.0,0.0,2,NEG,1,f1,audio,gemini,gemini-2.0-flash,20260105_093157,,1
0,0,Sam only gave BILL grapes.,Sam also gave Sue grapes.,C,1,C,1,Sam only gave BILL grapes.,Sam also gave Sue grapes.,"S1 states that Sam *only* gave Bill grapes, which contradicts S2 stating that Sam also gave Sue grapes.",0.0,0.0,1,POS,1,f1,audio,gemini,gemini-2.0-flash,20260105_093157,,2
1,0,Sam only gave SUE oranges.,Sam also gave Rob oranges.,C,1,C,1,Sam only gave SUE oranges.,Sam also gave Rob oranges.,"S1 states that Sam *only* gave Sue oranges, which contradicts S2 stating that Sam also gave Rob oranges.",0.0,0.0,1,POS,1,f1,audio,gemini,gemini-2.0-flash,20260105_093157,,2
2,0,Sam only gave SUE grapes.,Sam didn't give Ellen grapes.,A,1,A,1,Sam only gave SUE grapes.,Sam didn't give Ellen grapes.,"if Sam only gave Sue grapes, then it is entailed that Sam didn't give Ellen grapes.",0.0,0.0,1,NEG,1,f1,audio,gemini,gemini-2.0-flash,20260105_093157,,2
3,0,Sam only gave TOM apples.,Sam didn't give Tom grapes.,B,1,B,1,Sam only gave TOM apples.,Sam didn't give Tom grapes.,"S1 is about apples and S2 is about grapes, so they are independent.",0.0,0.0,1,NEG,2,f1,audio,gemini,gemini-2.0-flash,20260105_093157,,2
4,1,Sam only gave Rob ORANGES.,Sam also gave Rob apples.,C,1,C,1,Sam only gave Rob ORANGES.,Sam also gave Rob apples.,"S1 states that Sam *only* gave Rob oranges, which contradicts S2 stating that Sam also gave Rob apples.",0.0,0.0,2,POS,2,f1,audio,gemini,gemini-2.0-flash,20260105_093157,,2
5,1,Sam only gave SUE grapes.,Sam didn't give Tom grapes.,A,1,A,1,Sam only gave SUE grapes.,Sam didn't give Tom grapes.,"if Sam only gave Sue grapes, then it is entailed that Sam didn't give Tom grapes.",0.0,0.0,1,NEG,1,f1,audio,gemini,gemini-2.0-flash,20260105_093157,,2
6,0,Sam only gave Ellen BANANAS.,Sam also gave Mary bananas.,B,0,C,0,Sam only gave ELLEN bananas.,Sam also gave Mary bananas.,"S1 states that Sam *only* gave Ellen bananas, which contradicts S2 stating that Sam also gave Mary bananas.",0.0,0.0,2,POS,1,f1,audio,gemini,gemini-2.0-flash,20260105_093157,,2
7,0,Sam only gave ROB bananas.,Sam didn't give Rob oranges.,B,1,B,1,Sam only gave ROB bananas.,Sam didn't give Rob oranges.,"S1 is about bananas and S2 is about oranges, so they are independent.",0.0,0.0,1,NEG,2,f1,audio,gemini,gemini-2.0-flash,20260105_093157,,2
8,0,Sam only gave Mary BANANAS.,Sam also gave Mary apples.,C,1,C,0,Sam only gave MARY bananas.,Sam also gave Mary apples.,"S1 states that Sam *only* gave Mary bananas, which contradicts S2 stating that Sam also gave Mary apples.",0.0,0.0,2,POS,2,f1,audio,gemini,gemini-2.0-flash,20260105_093157,,2
9,0,Sam only gave Sue ORANGES.,Sam didn't give Rob oranges.,B,0,A,0,Sam only gave SUE oranges.,Sam didn't give Rob oranges.,"if Sam only gave Sue oranges, then it is entailed that Sam didn't give Rob oranges.",0.0,0.0,2,NEG,1,f1,audio,gemini,gemini-2.0-flash,20260105_093157,,2
0,0,Sam only gave BILL grapes.,Sam also gave Sue grapes.,C,0,B,1,Sam only gave BILL grapes.,Sam also gave Sue grapes.,"S1 states that Sam only gave Bill grapes, which doesn't exclude the possibility of Sam giving Sue grapes.",0.0,0.0,1,POS,1,f1,audio,gemini,gemini-2.0-flash,20260105_093157,,3
1,0,Sam only gave SUE oranges.,Sam also gave Rob oranges.,C,0,B,1,Sam only gave SUE oranges.,Sam also gave Rob oranges.,"S1 states that Sam only gave Sue oranges, which doesn't exclude the possibility of Sam giving Rob oranges.",0.0,0.0,1,POS,1,f1,audio,gemini,gemini-2.0-flash,20260105_093157,,3
2,0,Sam only gave SUE grapes.,Sam didn't give Ellen grapes.,A,1,A,1,Sam only gave SUE grapes.,Sam didn't give Ellen grapes.,"S1 states that Sam only gave Sue grapes, which entails that Sam didn't give Ellen grapes.",0.0,0.0,1,NEG,1,f1,audio,gemini,gemini-2.0-flash,20260105_093157,,3
3,0,Sam only gave TOM apples.,Sam didn't give Tom grapes.,B,1,B,1,Sam only gave TOM apples.,Sam didn't give Tom grapes.,"S1 states that Sam only gave Tom apples, which doesn't exclude the possibility of Sam giving Tom grapes.",0.0,0.0,1,NEG,2,f1,audio,gemini,gemini-2.0-flash,20260105_093157,,3
4,0,Sam only gave Rob ORANGES.,Sam also gave Rob apples.,C,0,B,0,Sam only gave ROB oranges.,Sam also gave Rob apples.,"S1 states that Sam only gave Rob oranges, which doesn't exclude the possibility of Sam giving Rob apples.",0.0,0.0,2,POS,2,f1,audio,gemini,gemini-2.0-flash,20260105_093157,,3
5,0,Sam only gave SUE grapes.,Sam didn't give Tom grapes.,A,1,A,1,Sam only gave SUE grapes.,Sam didn't give Tom grapes.,"S1 states that Sam only gave Sue grapes, which entails that Sam didn't give Tom grapes.",0.0,0.0,1,NEG,1,f1,audio,gemini,gemini-2.0-flash,20260105_093157,,3
6,1,Sam only gave Ellen BANANAS.,Sam also gave Mary bananas.,B,1,B,1,Sam only gave Ellen BANANAS.,Sam also gave Mary bananas.,"S1 states that Sam only gave Ellen bananas, which doesn't exclude the possibility of Sam giving Mary bananas.",0.0,0.0,2,POS,1,f1,audio,gemini,gemini-2.0-flash,20260105_093157,,3
7,1,Sam only gave ROB bananas.,Sam didn't give Rob oranges.,B,1,B,1,Sam only gave ROB bananas.,Sam didn't give Rob oranges.,"S1 states that Sam only gave Rob bananas, which doesn't exclude the possibility of Sam giving Rob oranges.",0.0,0.0,1,NEG,2,f1,audio,gemini,gemini-2.0-flash,20260105_093157,,3
8,0,Sam only gave Mary BANANAS.,Sam also gave Mary apples.,C,0,B,0,Sam only gave MARY bananas.,Sam also gave Mary apples.,"S1 states that Sam only gave Mary bananas, which doesn't exclude the possibility of Sam giving Mary apples.",0.0,0.0,2,POS,2,f1,audio,gemini,gemini-2.0-flash,20260105_093157,,3
9,0,Sam only gave Sue ORANGES.,Sam didn't give Rob oranges.,B,0,A,0,Sam only gave SUE oranges.,Sam didn't give Rob oranges.,"S1 states that Sam only gave Sue oranges, which entails that Sam didn't give Rob oranges.",0.0,0.0,2,NEG,1,f1,audio,gemini,gemini-2.0-flash,20260105_093157,,3
0,0,Sam only gave BILL grapes.,Sam also gave Sue grapes.,C,1,C,1,Sam only gave BILL grapes.,Sam also gave Sue grapes.,"S1 states that Sam only gave Bill grapes, which contradicts S2 stating that Sam also gave Sue grapes.",0.0,0.0,1,POS,1,f1,audio,gemini,gemini-2.0-flash,20260105_093157,,4
1,0,Sam only gave SUE oranges.,Sam also gave Rob oranges.,C,1,C,1,Sam only gave SUE oranges.,Sam also gave Rob oranges.,"S1 states that Sam only gave Sue oranges, which contradicts S2 stating that Sam also gave Rob oranges.",0.0,0.0,1,POS,1,f1,audio,gemini,gemini-2.0-flash,20260105_093157,,4
2,0,Sam only gave SUE grapes.,Sam didn't give Ellen grapes.,A,1,A,1,Sam only gave SUE grapes.,Sam didn't give Ellen grapes.,"if Sam only gave Sue grapes, then it is entailed that Sam didn't give Ellen grapes.",0.0,0.0,1,NEG,1,f1,audio,gemini,gemini-2.0-flash,20260105_093157,,4
3,0,Sam only gave TOM apples.,Sam didn't give Tom grapes.,B,1,B,1,Sam only gave TOM apples.,Sam didn't give Tom grapes.,"S1 is about apples and S2 is about grapes, so they are independent.",0.0,0.0,1,NEG,2,f1,audio,gemini,gemini-2.0-flash,20260105_093157,,4
4,0,Sam only gave Rob ORANGES.,Sam also gave Rob apples.,C,1,C,0,Sam only gave ROB oranges.,Sam also gave Rob apples.,"S1 states that Sam only gave Rob oranges, which contradicts S2 stating that Sam also gave Rob apples.",0.0,0.0,2,POS,2,f1,audio,gemini,gemini-2.0-flash,20260105_093157,,4
5,0,Sam only gave SUE grapes.,Sam didn't give Tom grapes.,A,1,A,1,Sam only gave SUE grapes.,Sam didn't give Tom grapes.,"if Sam only gave Sue grapes, then it is entailed that Sam didn't give Tom grapes.",0.0,0.0,1,NEG,1,f1,audio,gemini,gemini-2.0-flash,20260105_093157,,4
6,0,Sam only gave Ellen BANANAS.,Sam also gave Mary bananas.,B,0,C,0,Sam only gave ELLEN bananas.,Sam also gave Mary bananas.,"S1 states that Sam only gave Ellen bananas, which contradicts S2 stating that Sam also gave Mary bananas.",0.0,0.0,2,POS,1,f1,audio,gemini,gemini-2.0-flash,20260105_093157,,4
7,0,Sam only gave ROB bananas.,Sam didn't give Rob oranges.,B,1,B,1,Sam only gave ROB bananas.,Sam didn't give Rob oranges.,"S1 is about bananas and S2 is about oranges, so they are independent.",0.0,0.0,1,NEG,2,f1,audio,gemini,gemini-2.0-flash,20260105_093157,,4
8,1,Sam only gave Mary BANANAS.,Sam also gave Mary apples.,C,1,C,1,Sam only gave Mary BANANAS.,Sam also gave Mary apples.,"S1 states that Sam only gave Mary bananas, which contradicts S2 stating that Sam also gave Mary apples.",0.0,0.0,2,POS,2,f1,audio,gemini,gemini-2.0-flash,20260105_093157,,4
9,1,Sam only gave Sue ORANGES.,Sam didn't give Rob oranges.,B,0,A,1,Sam only gave Sue ORANGES.,Sam didn't give Rob oranges.,"if Sam only gave Sue oranges, then it is entailed that Sam didn't give Rob oranges.",0.0,0.0,2,NEG,1,f1,audio,gemini,gemini-2.0-flash,20260105_093157,,4
0,1,Sam only gave ROB bananas.,Sam didn't give Tom bananas.,A,0,C,1,Sam only gave SUE oranges.,Sam also gave Sue apples.,"... S1 states that Sam *only* gave Sue oranges, which contradicts S2 stating that Sam also gave Sue apples.",0.32,0.5555555555555556,1,NEG,1,f2,audio,gemini,gemini-2.0-flash,20260105_093157,,0
1,1,Sam only gave TOM grapes.,Sam didn't give Tom oranges.,B,1,B,1,Sam only gave SUE bananas.,Sam didn't give Rob bananas.,"... S1 focuses on Sue receiving bananas, while S2 discusses Rob not receiving bananas. These are independent events.",0.32,0.25925925925925924,1,NEG,2,f2,audio,gemini,gemini-2.0-flash,20260105_093157,,0
2,0,Sam only gave SUE oranges.,Sam also gave Sue apples.,B,1,B,1,Sam only gave TOM oranges.,Sam didn't give Tom bananas.,"... S1 focuses on Tom receiving oranges, while S2 discusses Tom not receiving bananas. These are independent events.",0.12,0.5555555555555556,1,POS,2,f2,audio,gemini,gemini-2.0-flash,20260105_093157,,0
3,0,Sam only gave SUE bananas.,Sam didn't give Rob bananas.,A,0,B,1,Sam only gave SUE bananas.,Sam didn't give Rob bananas.,"... S1 focuses on Sue receiving bananas, while S2 discusses Rob not receiving bananas. These are independent events.",0.0,0.0,1,NEG,1,f2,audio,gemini,gemini-2.0-flash,20260105_093157,,0
4,0,Sam only gave Tom ORANGES.,Sam didn't give Tom bananas.,A,0,B,0,Sam only gave TOM oranges.,Sam didn't give Tom bananas.,"... S1 focuses on Tom receiving oranges, while S2 discusses Tom not receiving bananas. These are independent events.",0.0,0.0,2,NEG,2,f2,audio,gemini,gemini-2.0-flash,20260105_093157,,0
5,0,Sam only gave SUE apples.,Sam didn't give Sue oranges.,B,1,B,1,Sam only gave SUE apples.,Sam didn't give Sue oranges.,"... S1 focuses on Sue receiving apples, while S2 discusses Sue not receiving oranges. These are independent events.",0.0,0.0,1,NEG,2,f2,audio,gemini,gemini-2.0-flash,20260105_093157,,0
6,0,Sam only gave Sue GRAPES.,Sam didn't give Sue apples.,A,0,B,0,Sam only gave SUE grapes.,Sam didn't give Sue apples.,"... S1 focuses on Sue receiving grapes, while S2 discusses Sue not receiving apples. These are independent events.",0.0,0.0,2,NEG,2,f2,audio,gemini,gemini-2.0-flash,20260105_093157,,0
7,0,Sam only gave ELLEN oranges.,Sam also gave Ellen bananas.,B,0,C,1,Sam only gave ELLEN oranges.,Sam also gave Ellen bananas.,"... S1 states that Sam *only* gave Ellen oranges, which contradicts S2 stating that Sam also gave Ellen bananas.",0.0,0.0,1,POS,2,f2,audio,gemini,gemini-2.0-flash,20260105_093157,,0
8,0,Sam only gave MARY grapes.,Sam didn't give Mary apples.,B,1,B,1,Sam only gave MARY grapes.,Sam didn't give Mary apples.,"... S1 focuses on Mary receiving grapes, while S2 discusses Mary not receiving apples. These are independent events.",0.0,0.0,1,NEG,2,f2,audio,gemini,gemini-2.0-flash,20260105_093157,,0
9,0,Sam only gave BILL oranges.,Sam also gave Mary oranges.,C,0,B,1,Sam only gave BILL oranges.,Sam also gave Mary oranges.,"... S1 focuses on Bill receiving oranges, while S2 discusses Mary also receiving oranges. These are independent events.",0.0,0.0,1,POS,1,f2,audio,gemini,gemini-2.0-flash,20260105_093157,,0
0,0,Sam only gave ROB bananas.,Sam didn't give Tom bananas.,A,1,A,1,Sam only gave ROB bananas.,Sam didn't give Tom bananas.,"... S1 states that Sam only gave Rob bananas, implying that he didn't give bananas to anyone else, including Tom.",0.0,0.0,1,NEG,1,f2,audio,gemini,gemini-2.0-flash,20260105_093157,,1
1,0,Sam only gave TOM grapes.,Sam didn't give Tom oranges.,B,0,A,1,Sam only gave TOM grapes.,Sam didn't give Tom oranges.,"... S1 states that Sam only gave Tom grapes, implying that he didn't give Tom anything else, including oranges.",0.0,0.0,1,NEG,2,f2,audio,gemini,gemini-2.0-flash,20260105_093157,,1
2,1,Sam only gave SUE oranges.,Sam also gave Sue apples.,B,1,B,1,Sam only gave SUE oranges.,Sam also gave Sue apples.,"... S1 focuses on Sue receiving oranges, while S2 introduces a new piece of information about Sue receiving apples, which is independent of the first statement.",0.0,0.0,1,POS,2,f2,audio,gemini,gemini-2.0-flash,20260105_093157,,1
3,1,Sam only gave SUE bananas.,Sam didn't give Rob bananas.,A,1,A,1,Sam only gave SUE bananas.,Sam didn't give Rob bananas.,"... S1 states that Sam only gave Sue bananas, implying that he didn't give bananas to anyone else, including Rob.",0.0,0.0,1,NEG,1,f2,audio,gemini,gemini-2.0-flash,20260105_093157,,1
4,0,Sam only gave Tom ORANGES.,Sam didn't give Tom bananas.,A,1,A,1,Sam only gave Tom ORANGES.,Sam didn't give Tom bananas.,"... S1 states that Sam only gave Tom oranges, implying that he didn't give Tom anything else, including bananas.",0.0,0.0,2,NEG,2,f2,audio,gemini,gemini-2.0-flash,20260105_093157,,1
5,0,Sam only gave SUE apples.,Sam didn't give Sue oranges.,B,0,A,1,Sam only gave SUE apples.,Sam didn't give Sue oranges.,"... S1 states that Sam only gave Sue apples, implying that he didn't give Sue anything else, including oranges.",0.0,0.0,1,NEG,2,f2,audio,gemini,gemini-2.0-flash,20260105_093157,,1
6,0,Sam only gave Sue GRAPES.,Sam didn't give Sue apples.,A,1,A,0,Sam only gave SUE grapes.,Sam didn't give Sue apples.,"... S1 states that Sam only gave Sue grapes, implying that he didn't give Sue anything else, including apples.",0.0,0.0,2,NEG,2,f2,audio,gemini,gemini-2.0-flash,20260105_093157,,1
7,0,Sam only gave ELLEN oranges.,Sam also gave Ellen bananas.,B,1,B,1,Sam only gave ELLEN oranges.,Sam also gave Ellen bananas.,"... S1 focuses on Ellen receiving oranges, while S2 introduces a new piece of information about Ellen receiving bananas, which is independent of the first statement.",0.0,0.0,1,POS,2,f2,audio,gemini,gemini-2.0-flash,20260105_093157,,1
8,0,Sam only gave MARY grapes.,Sam didn't give Mary apples.,B,0,A,1,Sam only gave MARY grapes.,Sam didn't give Mary apples.,"... S1 states that Sam only gave Mary grapes, implying that he didn't give Mary anything else, including apples.",0.0,0.0,1,NEG,2,f2,audio,gemini,gemini-2.0-flash,20260105_093157,,1
9,0,Sam only gave BILL oranges.,Sam also gave Mary oranges.,C,0,B,1,Sam only gave BILL oranges.,Sam also gave Mary oranges.,"... S1 focuses on Bill receiving oranges, while S2 introduces a new piece of information about Mary receiving oranges, which is independent of the first statement.",0.0,0.0,1,POS,1,f2,audio,gemini,gemini-2.0-flash,20260105_093157,,1
0,0,Sam only gave ROB bananas.,Sam didn't give Tom bananas.,A,0,B,1,Sam only gave ROB bananas.,Sam didn't give Tom bananas.,"S1 only specifies who received bananas, not who didn't.",0.0,0.0,1,NEG,1,f2,audio,gemini,gemini-2.0-flash,20260105_093157,,2
1,0,Sam only gave TOM grapes.,Sam didn't give Tom oranges.,B,0,A,1,Sam only gave TOM grapes.,Sam didn't give Tom oranges.,"if Sam only gave Tom grapes, then he didn't give Tom oranges.",0.0,0.0,1,NEG,2,f2,audio,gemini,gemini-2.0-flash,20260105_093157,,2
2,0,Sam only gave SUE oranges.,Sam also gave Sue apples.,B,0,C,1,Sam only gave SUE oranges.,Sam also gave Sue apples.,"S1 states that Sam *only* gave Sue oranges, which contradicts the statement that he also gave her apples.",0.0,0.0,1,POS,2,f2,audio,gemini,gemini-2.0-flash,20260105_093157,,2
3,0,Sam only gave SUE bananas.,Sam didn't give Rob bananas.,A,0,B,1,Sam only gave SUE bananas.,Sam didn't give Rob bananas.,"S1 only specifies who received bananas, not who didn't.",0.0,0.0,1,NEG,1,f2,audio,gemini,gemini-2.0-flash,20260105_093157,,2
4,1,Sam only gave Tom ORANGES.,Sam didn't give Tom bananas.,A,1,A,1,Sam only gave Tom ORANGES.,Sam didn't give Tom bananas.,"if Sam only gave Tom oranges, then he didn't give Tom bananas.",0.0,0.0,2,NEG,2,f2,audio,gemini,gemini-2.0-flash,20260105_093157,,2
5,1,Sam only gave SUE apples.,Sam didn't give Sue oranges.,B,1,B,1,Sam only gave SUE apples.,Sam didn't give Sue oranges.,"S1 only specifies what Sue received, not what she didn't.",0.0,0.0,1,NEG,2,f2,audio,gemini,gemini-2.0-flash,20260105_093157,,2
6,0,Sam only gave Sue GRAPES.,Sam didn't give Sue apples.,A,0,B,0,Sam only gave SUE grapes.,Sam didn't give Sue apples.,"S1 only specifies what Sue received, not what she didn't.",0.0,0.0,2,NEG,2,f2,audio,gemini,gemini-2.0-flash,20260105_093157,,2
7,0,Sam only gave ELLEN oranges.,Sam also gave Ellen bananas.,B,0,C,1,Sam only gave ELLEN oranges.,Sam also gave Ellen bananas.,"S1 states that Sam *only* gave Ellen oranges, which contradicts the statement that he also gave her bananas.",0.0,0.0,1,POS,2,f2,audio,gemini,gemini-2.0-flash,20260105_093157,,2
8,0,Sam only gave MARY grapes.,Sam didn't give Mary apples.,B,0,A,1,Sam only gave MARY grapes.,Sam didn't give Mary apples.,"if Sam only gave Mary grapes, then he didn't give Mary apples.",0.0,0.0,1,NEG,2,f2,audio,gemini,gemini-2.0-flash,20260105_093157,,2
9,0,Sam only gave BILL oranges.,Sam also gave Mary oranges.,C,0,B,1,Sam only gave BILL oranges.,Sam also gave Mary oranges.,"S1 only specifies who received oranges, not who else did.",0.0,0.0,1,POS,1,f2,audio,gemini,gemini-2.0-flash,20260105_093157,,2
0,0,Sam only gave ROB bananas.,Sam didn't give Tom bananas.,A,0,B,1,Sam only gave ROB bananas.,Sam didn't give Tom bananas.,"... S1 focuses on who received the bananas, while S2 discusses a different person.",0.0,0.0,1,NEG,1,f2,audio,gemini,gemini-2.0-flash,20260105_093157,,3
1,0,Sam only gave TOM grapes.,Sam didn't give Tom oranges.,B,0,A,1,Sam only gave TOM grapes.,Sam didn't give Tom oranges.,"... If Sam only gave Tom grapes, then it is entailed that he didn't give Tom oranges.",0.0,0.0,1,NEG,2,f2,audio,gemini,gemini-2.0-flash,20260105_093157,,3
2,0,Sam only gave SUE oranges.,Sam also gave Sue apples.,B,1,B,1,Sam only gave SUE oranges.,Sam also gave Sue apples.,"... S1 states that Sue only received oranges, while S2 states that she also received apples, which are independent statements.",0.0,0.0,1,POS,2,f2,audio,gemini,gemini-2.0-flash,20260105_093157,,3
3,0,Sam only gave SUE bananas.,Sam didn't give Rob bananas.,A,0,B,1,Sam only gave SUE bananas.,Sam didn't give Rob bananas.,"... S1 focuses on who received bananas, while S2 discusses a different person.",0.0,0.0,1,NEG,1,f2,audio,gemini,gemini-2.0-flash,20260105_093157,,3
4,0,Sam only gave Tom ORANGES.,Sam didn't give Tom bananas.,A,1,A,0,Sam only gave TOM oranges.,Sam didn't give Tom bananas.,"... If Sam only gave Tom oranges, then it is entailed that he didn't give Tom bananas.",0.0,0.0,2,NEG,2,f2,audio,gemini,gemini-2.0-flash,20260105_093157,,3
5,0,Sam only gave SUE apples.,Sam didn't give Sue oranges.,B,0,A,1,Sam only gave SUE apples.,Sam didn't give Sue oranges.,"... If Sam only gave Sue apples, then it is entailed that he didn't give Sue oranges.",0.0,0.0,1,NEG,2,f2,audio,gemini,gemini-2.0-flash,20260105_093157,,3
6,1,Sam only gave Sue GRAPES.,Sam didn't give Sue apples.,A,1,A,1,Sam only gave Sue GRAPES.,Sam didn't give Sue apples.,"... If Sam only gave Sue grapes, then it is entailed that he didn't give Sue apples.",0.0,0.0,2,NEG,2,f2,audio,gemini,gemini-2.0-flash,20260105_093157,,3
7,1,Sam only gave ELLEN oranges.,Sam also gave Ellen bananas.,B,1,B,1,Sam only gave ELLEN oranges.,Sam also gave Ellen bananas.,"... S1 states that Ellen only received oranges, while S2 states that she also received bananas, which are independent statements.",0.0,0.0,1,POS,2,f2,audio,gemini,gemini-2.0-flash,20260105_093157,,3
8,0,Sam only gave MARY grapes.,Sam didn't give Mary apples.,B,0,A,1,Sam only gave MARY grapes.,Sam didn't give Mary apples.,"... If Sam only gave Mary grapes, then it is entailed that he didn't give Mary apples.",0.0,0.0,1,NEG,2,f2,audio,gemini,gemini-2.0-flash,20260105_093157,,3
9,0,Sam only gave BILL oranges.,Sam also gave Mary oranges.,C,0,B,1,Sam only gave BILL oranges.,Sam also gave Mary oranges.,"... S1 focuses on who received oranges, while S2 discusses a different person.",0.0,0.0,1,POS,1,f2,audio,gemini,gemini-2.0-flash,20260105_093157,,3
