example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id
0,0,Sam only gave ROB bananas.,Sam didn't give Tom bananas.,A,1,A,1,Sam only gave ROB bananas.,Sam didn't give Tom bananas.,Sam only gave ROB bananas entails that Sam didn't give anyone else bananas.,0.0,0.0,1,NEG,1,f2,audio,gemini,gemini-2.0-flash,20251217_164212,
1,0,Sam only gave TOM grapes.,Sam didn't give Tom oranges.,B,1,B,1,Sam only gave TOM grapes.,Sam didn't give Tom oranges.,"Sam only gave TOM grapes entails that Sam didn't give anyone else grapes, which is independent of what Sam gave Tom.",0.0,0.0,1,NEG,2,f2,audio,gemini,gemini-2.0-flash,20251217_164212,
2,0,Sam only gave SUE oranges.,Sam also gave Sue apples.,B,1,B,1,Sam only gave SUE oranges.,Sam also gave Sue apples.,"Sam only gave SUE oranges entails that Sam didn't give anyone else oranges, which is independent of what Sam gave Sue.",0.0,0.0,1,POS,2,f2,audio,gemini,gemini-2.0-flash,20251217_164212,
3,0,Sam only gave SUE bananas.,Sam didn't give Rob bananas.,A,1,A,1,Sam only gave SUE bananas.,Sam didn't give Rob bananas.,Sam only gave SUE bananas entails that Sam didn't give anyone else bananas.,0.0,0.0,1,NEG,1,f2,audio,gemini,gemini-2.0-flash,20251217_164212,
4,0,Sam only gave Tom ORANGES.,Sam didn't give Tom bananas.,A,1,A,1,Sam only gave Tom ORANGES.,Sam didn't give Tom bananas.,Sam only gave Tom ORANGES entails that Sam didn't give anything else to Tom.,0.0,0.0,2,NEG,2,f2,audio,gemini,gemini-2.0-flash,20251217_164212,
5,0,Sam only gave SUE apples.,Sam didn't give Sue oranges.,B,0,A,1,Sam only gave SUE apples.,Sam didn't give Sue oranges.,Sam only gave SUE apples entails that Sam didn't give anyone else apples.,0.0,0.0,1,NEG,2,f2,audio,gemini,gemini-2.0-flash,20251217_164212,
6,0,Sam only gave Sue GRAPES.,Sam didn't give Sue apples.,A,1,A,0,Sam only gave SUE grapes.,Sam didn't give Sue apples.,Sam only gave SUE grapes entails that Sam didn't give anyone else grapes.,0.0,0.0,2,NEG,2,f2,audio,gemini,gemini-2.0-flash,20251217_164212,
7,0,Sam only gave ELLEN oranges.,Sam also gave Ellen bananas.,B,1,B,1,Sam only gave ELLEN oranges.,Sam also gave Ellen bananas.,"Sam only gave ELLEN oranges entails that Sam didn't give anyone else oranges, which is independent of what Sam gave Ellen.",0.0,0.0,1,POS,2,f2,audio,gemini,gemini-2.0-flash,20251217_164212,
8,0,Sam only gave MARY grapes.,Sam didn't give Mary apples.,B,0,A,1,Sam only gave MARY grapes.,Sam didn't give Mary apples.,Sam only gave MARY grapes entails that Sam didn't give anyone else grapes.,0.0,0.0,1,NEG,2,f2,audio,gemini,gemini-2.0-flash,20251217_164212,
9,0,Sam only gave BILL oranges.,Sam also gave Mary oranges.,C,0,B,1,Sam only gave BILL oranges.,Sam also gave Mary oranges.,"Sam only gave BILL oranges entails that Sam didn't give anyone else oranges, which is independent of what Sam gave Mary.",0.0,0.0,1,POS,1,f2,audio,gemini,gemini-2.0-flash,20251217_164212,
0,0,Sam only gave ELLEN grapes.,Sam didn't give Tom grapes.,A,1,A,1,Sam only gave ELLEN grapes.,Sam didn't give Tom grapes.,Sam only gave Ellen grapes entails that Sam didn't give anyone else grapes.,0.0,0.0,1,NEG,1,f3,audio,gemini,gemini-2.0-flash,20251217_164212,
1,0,Sam only gave Ellen APPLES.,Sam didn't give Ellen oranges.,A,1,A,1,Sam only gave Ellen GRAPES.,Sam didn't give Ellen apples.,Sam only gave Ellen grapes entails that Sam didn't give anything else to Ellen.,0.15384615384615385,0.1724137931034483,2,NEG,2,f3,audio,gemini,gemini-2.0-flash,20251217_164212,
2,0,Sam only gave Rob GRAPES.,Sam also gave Ellen grapes.,B,0,C,0,Sam only gave ROB grapes.,Sam also gave Ellen grapes.,Sam only gave Rob grapes entails that Sam didn't give anyone else grapes.,0.0,0.0,2,POS,1,f3,audio,gemini,gemini-2.0-flash,20251217_164212,
3,0,Sam only gave Rob APPLES.,Sam also gave Ellen apples.,B,0,C,0,Sam only gave ROB apples.,Sam also gave Ellen apples.,Sam only gave Rob apples entails that Sam didn't give anyone else apples.,0.0,0.0,2,POS,1,f3,audio,gemini,gemini-2.0-flash,20251217_164212,
4,0,Sam only gave Ellen APPLES.,Sam didn't give Bill apples.,B,0,A,0,Sam only gave ELLEN apples.,Sam didn't give Bill apples.,Sam only gave Ellen apples entails that Sam didn't give anyone else apples.,0.0,0.0,2,NEG,1,f3,audio,gemini,gemini-2.0-flash,20251217_164212,
5,0,Sam only gave Rob APPLES.,Sam didn't give Sue apples.,B,0,A,0,Sam only gave ROB apples.,Sam didn't give Sue apples.,Sam only gave Rob apples entails that Sam didn't give anyone else apples.,0.0,0.0,2,NEG,1,f3,audio,gemini,gemini-2.0-flash,20251217_164212,
6,0,Sam only gave ROB oranges.,Sam also gave Rob apples.,B,1,B,1,Sam only gave ROB oranges.,Sam also gave Rob apples.,"Sam only gave Rob oranges entails that Sam didn't give anything else to Rob, but this is independent of what he gave to Rob.",0.0,0.0,1,POS,2,f3,audio,gemini,gemini-2.0-flash,20251217_164212,
7,0,Sam only gave ROB apples.,Sam also gave Rob grapes.,B,1,B,1,Sam only gave ROB apples.,Sam also gave Rob grapes.,"Sam only gave Rob apples entails that Sam didn't give anything else to Rob, but this is independent of what he gave to Rob.",0.0,0.0,1,POS,2,f3,audio,gemini,gemini-2.0-flash,20251217_164212,
8,0,Sam only gave ROB bananas.,Sam didn't give Ellen bananas.,A,1,A,1,Sam only gave ROB bananas.,Sam didn't give Ellen bananas.,Sam only gave Rob bananas entails that Sam didn't give anyone else bananas.,0.0,0.0,1,NEG,1,f3,audio,gemini,gemini-2.0-flash,20251217_164212,
9,0,Sam only gave Mary APPLES.,Sam also gave Ellen apples.,B,0,C,0,Sam only gave MARY apples.,Sam also gave Ellen apples.,Sam only gave Mary apples entails that Sam didn't give anyone else apples.,0.0,0.0,2,POS,1,f3,audio,gemini,gemini-2.0-flash,20251217_164212,
0,0,Sam only gave SUE apples.,Sam also gave Rob apples.,C,1,C,1,Sam only gave SUE apples.,Sam also gave Rob apples.,"S1 entails that Sam did not give apples to anyone other than Sue, but S2 states that Sam gave Rob apples.",0.0,0.0,1,POS,1,f4,audio,gemini,gemini-2.0-flash,20251217_164212,
1,0,Sam only gave Bill APPLES.,Sam didn't give Mary apples.,B,0,A,0,Sam only gave BILL apples.,Sam didn't give Mary apples.,"S1 entails that Sam did not give apples to anyone other than Bill, which is consistent with S2 stating that Sam didn't give Mary apples.",0.0,0.0,2,NEG,1,f4,audio,gemini,gemini-2.0-flash,20251217_164212,
2,0,Sam only gave MARY oranges.,Sam also gave Ellen oranges.,C,1,C,1,Sam only gave MARY oranges.,Sam also gave Ellen oranges.,"S1 entails that Sam did not give oranges to anyone other than Mary, but S2 states that Sam gave Ellen oranges.",0.0,0.0,1,POS,1,f4,audio,gemini,gemini-2.0-flash,20251217_164212,
3,0,Sam only gave Ellen APPLES.,Sam didn't give Tom apples.,B,0,A,0,Sam only gave ELLEN apples.,Sam didn't give Tom apples.,"S1 entails that Sam did not give apples to anyone other than Ellen, which is consistent with S2 stating that Sam didn't give Tom apples.",0.0,0.0,2,NEG,1,f4,audio,gemini,gemini-2.0-flash,20251217_164212,
4,0,Sam only gave ROB bananas.,Sam also gave Rob oranges.,B,0,C,1,Sam only gave ROB bananas.,Sam also gave Rob oranges.,"S1 entails that Sam did not give anything other than bananas to Rob, but S2 states that Sam gave Rob oranges.",0.0,0.0,1,POS,2,f4,audio,gemini,gemini-2.0-flash,20251217_164212,
5,0,Sam only gave Bill BANANAS.,Sam didn't give Bill grapes.,A,1,A,0,Sam only gave BILL bananas.,Sam didn't give Bill grapes.,"S1 entails that Sam did not give anything other than bananas to Bill, which is consistent with S2 stating that Sam didn't give Bill grapes.",0.0,0.0,2,NEG,2,f4,audio,gemini,gemini-2.0-flash,20251217_164212,
6,0,Sam only gave Ellen ORANGES.,Sam didn't give Ellen grapes.,A,1,A,0,Sam only gave ELLEN oranges.,Sam didn't give Ellen grapes.,"S1 entails that Sam did not give anything other than oranges to Ellen, which is consistent with S2 stating that Sam didn't give Ellen grapes.",0.0,0.0,2,NEG,2,f4,audio,gemini,gemini-2.0-flash,20251217_164212,
7,0,Sam only gave Mary BANANAS.,Sam didn't give Ellen bananas.,B,0,A,0,Sam only gave MARY bananas.,Sam didn't give Ellen bananas.,"S1 entails that Sam did not give bananas to anyone other than Mary, which is consistent with S2 stating that Sam didn't give Ellen bananas.",0.0,0.0,2,NEG,1,f4,audio,gemini,gemini-2.0-flash,20251217_164212,
8,0,Sam only gave BILL bananas.,Sam didn't give Tom bananas.,A,1,A,1,Sam only gave BILL bananas.,Sam didn't give Tom bananas.,"S1 entails that Sam did not give bananas to anyone other than Bill, which is consistent with S2 stating that Sam didn't give Tom bananas.",0.0,0.0,1,NEG,1,f4,audio,gemini,gemini-2.0-flash,20251217_164212,
9,0,Sam only gave Sue ORANGES.,Sam didn't give Sue grapes.,A,1,A,0,Sam only gave SUE oranges.,Sam didn't give Sue grapes.,"S1 entails that Sam did not give anything other than oranges to Sue, which is consistent with S2 stating that Sam didn't give Sue grapes.",0.0,0.0,2,NEG,2,f4,audio,gemini,gemini-2.0-flash,20251217_164212,
0,0,Sam only gave Ellen GRAPES.,Sam also gave Ellen oranges.,C,1,C,0,Sam only gave ELLEN grapes.,Sam also gave Ellen oranges.,"S1 entails that Sam didn't give anyone else grapes, but it doesn't exclude the possibility that Sam gave Ellen other things.",0.0,0.0,2,POS,2,f5,audio,gemini,gemini-2.0-flash,20251217_164212,
1,0,Sam only gave ELLEN apples.,Sam also gave Rob apples.,C,1,C,0,Sam only gave Ellen APPLES.,Sam also gave Rob apples.,"S1 entails that Sam didn't give Ellen anything else, but it doesn't exclude the possibility that Sam gave other people apples.",0.0,0.0,1,POS,1,f5,audio,gemini,gemini-2.0-flash,20251217_164212,
2,0,Sam only gave MARY oranges.,Sam didn't give Mary bananas.,B,1,B,1,Sam only gave MARY oranges.,Sam didn't give Mary bananas.,"S1 entails that Sam didn't give anyone else oranges, but it doesn't exclude the possibility that Sam gave Mary other things besides oranges.",0.0,0.0,1,NEG,2,f5,audio,gemini,gemini-2.0-flash,20251217_164212,
3,0,Sam only gave MARY oranges.,Sam also gave Tom oranges.,C,1,C,1,Sam only gave MARY oranges.,Sam also gave Tom oranges.,S1 entails that Sam didn't give anyone else oranges.,0.0,0.0,1,POS,1,f5,audio,gemini,gemini-2.0-flash,20251217_164212,
4,0,Sam only gave Mary ORANGES.,Sam didn't give Tom oranges.,B,1,B,1,Sam only gave Mary ORANGES.,Sam didn't give Tom oranges.,"S1 entails that Sam didn't give Mary anything else, but it doesn't exclude the possibility that Sam gave other people oranges.",0.0,0.0,2,NEG,1,f5,audio,gemini,gemini-2.0-flash,20251217_164212,
5,0,Sam only gave Mary GRAPES.,Sam also gave Mary apples.,C,1,C,1,Sam only gave Mary GRAPES.,Sam also gave Mary apples.,S1 entails that Sam didn't give Mary anything else.,0.0,0.0,2,POS,2,f5,audio,gemini,gemini-2.0-flash,20251217_164212,
6,0,Sam only gave SUE apples.,Sam also gave Mary apples.,C,1,C,1,Sam only gave SUE apples.,Sam also gave Mary apples.,S1 entails that Sam didn't give anyone else apples.,0.0,0.0,1,POS,1,f5,audio,gemini,gemini-2.0-flash,20251217_164212,
7,0,Sam only gave Bill ORANGES.,Sam also gave Bill bananas.,C,1,C,0,Sam only gave BILL oranges.,Sam also gave Bill bananas.,S1 entails that Sam didn't give Bill anything else.,0.0,0.0,2,POS,2,f5,audio,gemini,gemini-2.0-flash,20251217_164212,
8,0,Sam only gave Ellen BANANAS.,Sam also gave Ellen grapes.,C,1,C,1,Sam only gave Ellen BANANAS.,Sam also gave Ellen grapes.,S1 entails that Sam didn't give Ellen anything else.,0.0,0.0,2,POS,2,f5,audio,gemini,gemini-2.0-flash,20251217_164212,
9,0,Sam only gave Tom BANANAS.,Sam didn't give Tom oranges.,A,0,B,1,Sam only gave Tom BANANAS.,Sam didn't give Tom oranges.,"S1 entails that Sam didn't give Tom anything else, but it doesn't exclude the possibility that Sam gave Tom oranges.",0.0,0.0,2,NEG,2,f5,audio,gemini,gemini-2.0-flash,20251217_164212,
0,0,Sam only gave ROB apples.,Sam didn't give Sue apples.,A,1,A,0,Sam ONLY gave Rob apples.,Sam didn't give Sue apples.,'Sam ONLY gave Rob apples' entails that Sam didn't give apples to anyone other than Rob.,0.0,0.0,1,NEG,1,f6,audio,gemini,gemini-2.0-flash,20251217_164212,
1,0,Sam only gave SUE grapes.,Sam also gave Sue oranges.,B,0,C,0,Sam ONLY gave Sue grapes.,Sam also gave Sue oranges.,'Sam ONLY gave Sue grapes' entails that Sam didn't give anything other than grapes to Sue.,0.0,0.0,1,POS,2,f6,audio,gemini,gemini-2.0-flash,20251217_164212,
2,0,Sam only gave SUE grapes.,Sam didn't give Sue bananas.,B,0,A,0,Sam ONLY gave Sue grapes.,Sam didn't give Sue bananas.,'Sam ONLY gave Sue grapes' entails that Sam didn't give anything other than grapes to Sue.,0.0,0.0,1,NEG,2,f6,audio,gemini,gemini-2.0-flash,20251217_164212,
3,0,Sam only gave Mary GRAPES.,Sam also gave Ellen grapes.,B,1,B,0,Sam ONLY gave Mary grapes.,Sam also gave Ellen grapes.,'Sam ONLY gave Mary grapes' does not entail anything about what Sam gave to Ellen.,0.0,0.0,2,POS,1,f6,audio,gemini,gemini-2.0-flash,20251217_164212,
4,0,Sam only gave Rob ORANGES.,Sam also gave Rob bananas.,C,1,C,0,Sam ONLY gave Rob oranges.,Sam also gave Rob bananas.,'Sam ONLY gave Rob oranges' entails that Sam didn't give anything other than oranges to Rob.,0.0,0.0,2,POS,2,f6,audio,gemini,gemini-2.0-flash,20251217_164212,
5,0,Sam only gave Sue BANANAS.,Sam didn't give Sue grapes.,A,1,A,0,Sam ONLY gave Sue bananas.,Sam didn't give Sue grapes.,'Sam ONLY gave Sue bananas' entails that Sam didn't give anything other than bananas to Sue.,0.0,0.0,2,NEG,2,f6,audio,gemini,gemini-2.0-flash,20251217_164212,
6,0,Sam only gave Tom GRAPES.,Sam didn't give Tom apples.,A,1,A,0,Sam ONLY gave Tom grapes.,Sam didn't give Tom apples.,'Sam ONLY gave Tom grapes' entails that Sam didn't give anything other than grapes to Tom.,0.0,0.0,2,NEG,2,f6,audio,gemini,gemini-2.0-flash,20251217_164212,
7,0,Sam only gave TOM bananas.,Sam didn't give Tom grapes.,B,1,B,1,Sam ONLY gave TOM bananas.,Sam didn't give Tom grapes.,"'Sam ONLY gave TOM bananas' entails that Sam didn't give bananas to anyone other than Tom, but it doesn't say anything about what Tom received.",0.0,0.0,1,NEG,2,f6,audio,gemini,gemini-2.0-flash,20251217_164212,
8,0,Sam only gave Rob APPLES.,Sam also gave Rob grapes.,C,1,C,1,Sam ONLY gave Rob APPLES.,Sam also gave Rob grapes.,'Sam ONLY gave Rob APPLES' entails that Sam didn't give anything other than apples to Rob.,0.0,0.0,2,POS,2,f6,audio,gemini,gemini-2.0-flash,20251217_164212,
9,0,Sam only gave ELLEN grapes.,Sam also gave Ellen oranges.,B,0,C,0,Sam ONLY gave Ellen grapes.,Sam also gave Ellen oranges.,'Sam ONLY gave Ellen grapes' entails that Sam didn't give anything other than grapes to Ellen.,0.0,0.0,1,POS,2,f6,audio,gemini,gemini-2.0-flash,20251217_164212,
0,0,Sam only gave Bill BANANAS.,Sam also gave Bill grapes.,C,1,C,0,Sam ONLY gave Bill bananas.,Sam also gave Bill grapes.,S1 entails that Sam didn't give Bill anything other than bananas.,0.0,0.0,2,POS,2,f7,audio,gemini,gemini-2.0-flash,20251217_164212,
1,0,Sam only gave MARY apples.,Sam also gave Ellen apples.,C,1,C,0,Sam ONLY gave Mary apples.,Sam also gave Ellen apples.,S1 entails that Sam didn't give anyone other than Mary apples.,0.0,0.0,1,POS,1,f7,audio,gemini,gemini-2.0-flash,20251217_164212,
2,0,Sam only gave Sue APPLES.,Sam also gave Tom apples.,B,0,C,0,Sam ONLY gave Sue apples.,Sam also gave Tom apples.,S1 entails that Sam didn't give anyone other than Sue apples.,0.0,0.0,2,POS,1,f7,audio,gemini,gemini-2.0-flash,20251217_164212,
3,0,Sam only gave BILL grapes.,Sam didn't give Bill oranges.,B,0,A,1,Sam ONLY gave BILL grapes.,Sam didn't give Bill oranges.,S1 entails that Sam didn't give Bill anything other than grapes.,0.0,0.0,1,NEG,2,f7,audio,gemini,gemini-2.0-flash,20251217_164212,
4,0,Sam only gave BILL apples.,Sam didn't give Bill bananas.,B,0,A,1,Sam ONLY gave BILL apples.,Sam didn't give Bill bananas.,S1 entails that Sam didn't give Bill anything other than apples.,0.0,0.0,1,NEG,2,f7,audio,gemini,gemini-2.0-flash,20251217_164212,
5,0,Sam only gave SUE apples.,Sam didn't give Sue bananas.,B,0,A,0,Sam ONLY gave Sue apples.,Sam didn't give Sue bananas.,S1 entails that Sam didn't give Sue anything other than apples.,0.0,0.0,1,NEG,2,f7,audio,gemini,gemini-2.0-flash,20251217_164212,
6,0,Sam only gave ELLEN oranges.,Sam didn't give Tom oranges.,A,0,B,0,Sam ONLY gave Ellen oranges.,Sam didn't give Tom oranges.,S1 only entails that Sam didn't give Ellen anything other than oranges.,0.0,0.0,1,NEG,1,f7,audio,gemini,gemini-2.0-flash,20251217_164212,
7,0,Sam only gave TOM apples.,Sam didn't give Mary apples.,A,0,B,0,Sam ONLY gave Tom apples.,Sam didn't give Mary apples.,S1 only entails that Sam didn't give Tom anything other than apples.,0.0,0.0,1,NEG,1,f7,audio,gemini,gemini-2.0-flash,20251217_164212,
8,0,Sam only gave Tom APPLES.,Sam also gave Bill apples.,B,0,C,0,Sam ONLY gave Tom apples.,Sam also gave Bill apples.,S1 entails that Sam didn't give anyone other than Tom apples.,0.0,0.0,2,POS,1,f7,audio,gemini,gemini-2.0-flash,20251217_164212,
9,0,Sam only gave Sue BANANAS.,Sam didn't give Tom bananas.,B,1,B,0,Sam ONLY gave Sue bananas.,Sam didn't give Tom bananas.,S1 only entails that Sam didn't give Sue anything other than bananas.,0.0,0.0,2,NEG,1,f7,audio,gemini,gemini-2.0-flash,20251217_164212,
0,0,Sam only gave Ellen BANANAS.,Sam also gave Rob bananas.,B,0,C,0,Sam only gave ELLEN bananas.,Sam also gave Rob bananas.,"S1 entails that Sam didn't give anyone else bananas, and S2 contradicts this.",0.0,0.0,2,POS,1,f8,audio,gemini,gemini-2.0-flash,20251217_164212,
1,0,Sam only gave ROB grapes.,Sam also gave Rob oranges.,B,0,C,1,Sam only gave ROB grapes.,Sam also gave Rob oranges.,"S1 entails that Sam didn't give Rob anything else, and S2 contradicts this.",0.0,0.0,1,POS,2,f8,audio,gemini,gemini-2.0-flash,20251217_164212,
2,0,Sam only gave TOM apples.,Sam also gave Bill apples.,C,1,C,1,Sam only gave TOM apples.,Sam also gave Bill apples.,"S1 entails that Sam didn't give anyone else apples, and S2 contradicts this.",0.0,0.0,1,POS,1,f8,audio,gemini,gemini-2.0-flash,20251217_164212,
3,0,Sam only gave Mary APPLES.,Sam also gave Mary bananas.,C,1,C,0,Sam only gave MARY apples.,Sam also gave Mary bananas.,"S1 entails that Sam didn't give Mary anything else, and S2 contradicts this.",0.0,0.0,2,POS,2,f8,audio,gemini,gemini-2.0-flash,20251217_164212,
4,0,Sam only gave Ellen ORANGES.,Sam also gave Sue oranges.,B,0,C,0,Sam only gave ELLEN oranges.,Sam also gave Sue oranges.,"S1 entails that Sam didn't give anyone else oranges, and S2 contradicts this.",0.0,0.0,2,POS,1,f8,audio,gemini,gemini-2.0-flash,20251217_164212,
5,0,Sam only gave Rob ORANGES.,Sam didn't give Rob apples.,A,1,A,0,Sam only gave ROB oranges.,Sam didn't give Rob apples.,"S1 entails that Sam didn't give Rob anything else, and S2 is consistent with this.",0.0,0.0,2,NEG,2,f8,audio,gemini,gemini-2.0-flash,20251217_164212,
6,0,Sam only gave Bill BANANAS.,Sam didn't give Ellen bananas.,B,0,A,0,Sam only gave BILL bananas.,Sam didn't give Ellen bananas.,"S1 entails that Sam didn't give anyone else bananas, and S2 is consistent with this.",0.0,0.0,2,NEG,1,f8,audio,gemini,gemini-2.0-flash,20251217_164212,
7,0,Sam only gave Rob BANANAS.,Sam also gave Sue bananas.,B,0,C,0,Sam only gave ROB bananas.,Sam also gave Sue bananas.,"S1 entails that Sam didn't give anyone else bananas, and S2 contradicts this.",0.0,0.0,2,POS,1,f8,audio,gemini,gemini-2.0-flash,20251217_164212,
8,0,Sam only gave Bill BANANAS.,Sam didn't give Mary bananas.,B,0,A,0,Sam only gave BILL bananas.,Sam didn't give Mary bananas.,"S1 entails that Sam didn't give anyone else bananas, and S2 is consistent with this.",0.0,0.0,2,NEG,1,f8,audio,gemini,gemini-2.0-flash,20251217_164212,
9,0,Sam only gave Ellen GRAPES.,Sam didn't give Rob grapes.,B,0,A,0,Sam only gave ELLEN grapes.,Sam didn't give Rob grapes.,"S1 entails that Sam didn't give anyone else grapes, and S2 is consistent with this.",0.0,0.0,2,NEG,1,f8,audio,gemini,gemini-2.0-flash,20251217_164212,
0,0,Sam only gave ELLEN bananas.,Sam also gave Ellen grapes.,B,1,B,1,Sam only gave ELLEN bananas.,Sam also gave Ellen grapes.,"S1 focuses on Ellen as the only recipient of bananas, not on bananas as the only thing given to Ellen.",0.0,0.0,1,POS,2,f9,audio,gemini,gemini-2.0-flash,20251217_164212,
1,0,Sam only gave MARY apples.,Sam didn't give Mary oranges.,B,0,A,1,Sam only gave MARY apples.,Sam didn't give Mary oranges.,"S1 focuses on Mary as the only recipient of apples, not on apples as the only thing given to Mary.",0.0,0.0,1,NEG,2,f9,audio,gemini,gemini-2.0-flash,20251217_164212,
2,0,Sam only gave TOM bananas.,Sam also gave Tom apples.,B,1,B,1,Sam only gave TOM bananas.,Sam also gave Tom apples.,"S1 focuses on Tom as the only recipient of bananas, not on bananas as the only thing given to Tom.",0.0,0.0,1,POS,2,f9,audio,gemini,gemini-2.0-flash,20251217_164212,
3,0,Sam only gave MARY apples.,Sam didn't give Mary grapes.,B,0,A,1,Sam only gave MARY apples.,Sam didn't give Mary grapes.,"S1 focuses on Mary as the only recipient of apples, not on apples as the only thing given to Mary.",0.0,0.0,1,NEG,2,f9,audio,gemini,gemini-2.0-flash,20251217_164212,
4,0,Sam only gave Mary ORANGES.,Sam didn't give Mary apples.,A,1,A,1,Sam only gave Mary ORANGES.,Sam didn't give Mary apples.,"S1 focuses on oranges as the only thing given to Mary, not on Mary as the only recipient of oranges.",0.0,0.0,2,NEG,2,f9,audio,gemini,gemini-2.0-flash,20251217_164212,
5,0,Sam only gave Rob APPLES.,Sam also gave Mary apples.,B,1,B,0,Sam only gave ROB apples.,Sam also gave Mary apples.,"S1 focuses on Rob as the only recipient of apples, not on apples as the only thing given to Rob.",0.0,0.0,2,POS,1,f9,audio,gemini,gemini-2.0-flash,20251217_164212,
6,0,Sam only gave ROB apples.,Sam also gave Tom apples.,C,0,B,1,Sam only gave ROB apples.,Sam also gave Tom apples.,"S1 focuses on Rob as the only recipient of apples, not on apples as the only thing given to Rob.",0.0,0.0,1,POS,1,f9,audio,gemini,gemini-2.0-flash,20251217_164212,
7,0,Sam only gave Rob ORANGES.,Sam didn't give Rob bananas.,A,1,A,1,Sam only gave Rob ORANGES.,Sam didn't give Rob bananas.,"S1 focuses on oranges as the only thing given to Rob, not on Rob as the only recipient of oranges.",0.0,0.0,2,NEG,2,f9,audio,gemini,gemini-2.0-flash,20251217_164212,
8,0,Sam only gave Bill GRAPES.,Sam also gave Rob grapes.,B,1,B,0,Sam only gave BILL grapes.,Sam also gave Rob grapes.,"S1 focuses on Bill as the only recipient of grapes, not on grapes as the only thing given to Bill.",0.0,0.0,2,POS,1,f9,audio,gemini,gemini-2.0-flash,20251217_164212,
9,0,Sam only gave Rob GRAPES.,Sam also gave Rob bananas.,C,0,B,0,Sam only gave ROB grapes.,Sam also gave Rob bananas.,"S1 focuses on Rob as the only recipient of grapes, not on grapes as the only thing given to Rob.",0.0,0.0,2,POS,2,f9,audio,gemini,gemini-2.0-flash,20251217_164212,
