example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id
1,0,Sam only gave TOM grapes.,Sam didn't give Tom oranges.,B,0,C,1,Sam only gave TOM grapes.,Sam didn't give TOM oranges.,"S1 emphasizes that Tom only received grapes, so indicating he received no oranges (as in S2) reinforces the restriction in S1. But S2 is more specific than necessary to infer from S1, so it’s not strictly entailed.",0.0,0.0,1,NEG,2,f2,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmEBCAoRgtkxgPLcu2BsJsw4s3Vn
2,0,Sam only gave SUE oranges.,Sam also gave Sue apples.,B,0,C,1,Sam only gave SUE oranges.,Sam also gave SUE apples.,"S1 says Sue received only oranges, but S2 contradicts that by saying she also got apples. Hence, these statements directly contradict each other.",0.0,0.0,1,POS,2,f2,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmEBCAoRgtkxgPLcu2BsJsw4s3Vn
3,0,Sam only gave SUE bananas.,Sam didn't give Rob bananas.,A,0,B,1,Sam only gave SUE bananas.,Sam didn't give ROB bananas.,"S1 speaks about Sue being the only recipient of bananas, but S2 says something about what Rob didn’t receive. These statements don’t directly relate and can be considered independent.",0.0,0.0,1,NEG,1,f2,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmEBCAoRgtkxgPLcu2BsJsw4s3Vn
4,0,Sam only gave Tom ORANGES.,Sam didn't give Tom bananas.,A,1,A,0,Sam only gave TOM oranges.,Sam didn't give TOM bananas.,"if Tom only got oranges, it necessarily entails that he didn’t get bananas. S2 is fully entailed by S1.",0.0,0.0,2,NEG,2,f2,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmEBCAoRgtkxgPLcu2BsJsw4s3Vn
5,0,Sam only gave SUE apples.,Sam didn't give Sue oranges.,B,0,A,1,Sam only gave SUE apples.,Sam didn't give SUE oranges.,"if Sue only received apples, it logically follows that she did not receive oranges. Thus, S2 is entailed by S1.",0.0,0.0,1,NEG,2,f2,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmEBCAoRgtkxgPLcu2BsJsw4s3Vn
6,0,Sam only gave Sue GRAPES.,Sam didn't give Sue apples.,A,1,A,0,Sam only gave SUE grapes.,Sam didn't give SUE apples.,"if Sue only received grapes, then it must be true that she didn’t get apples. Therefore, S2 is entailed by S1.",0.0,0.0,2,NEG,2,f2,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmEBCAoRgtkxgPLcu2BsJsw4s3Vn
7,0,Sam only gave ELLEN oranges.,Sam also gave Ellen bananas.,B,0,C,1,Sam only gave ELLEN oranges.,Sam also gave ELLEN bananas.,"S1 claims that Ellen only got oranges, while S2 says she also got bananas. This creates a direct contradiction.",0.0,0.0,1,POS,2,f2,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmEBCAoRgtkxgPLcu2BsJsw4s3Vn
8,0,Sam only gave MARY grapes.,Sam didn't give Mary apples.,B,0,A,1,Sam only gave MARY grapes.,Sam didn't give MARY apples.,"if Mary only received grapes, it necessarily follows that she didn't get apples. Thus, S2 is entailed by S1.",0.0,0.0,1,NEG,2,f2,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmEBCAoRgtkxgPLcu2BsJsw4s3Vn
9,0,Sam only gave BILL oranges.,Sam also gave Mary oranges.,C,0,B,1,Sam only gave BILL oranges.,Sam also gave MARY oranges.,"S1 is about what Bill received, while S2 is about Mary. These statements don’t directly relate to each other and are independent.",0.0,0.0,1,POS,1,f2,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmEBCAoRgtkxgPLcu2BsJsw4s3Vn
0,0,Sam only gave ELLEN grapes.,Sam didn't give Tom grapes.,A,1,A,1,Sam only gave ELLEN grapes.,Sam didn't give Tom grapes.,"if Sam only gave Ellen grapes, it implies he gave no one else (like Tom) grapes.",0.0,0.0,1,NEG,1,f3,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmESiLnD4xYCaHYO13e28q8z0Wui
1,0,Sam only gave Ellen APPLES.,Sam didn't give Ellen oranges.,A,0,C,1,Sam only gave Ellen APPLES.,Sam didn't give Ellen apples.,"if Sam only gave Ellen apples, it directly contradicts the statement that he didn't give her apples.",0.0,0.1724137931034483,2,NEG,2,f3,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmESiLnD4xYCaHYO13e28q8z0Wui
2,0,Sam only gave Rob GRAPES.,Sam also gave Ellen grapes.,B,0,C,0,Sam only gave ROB grapes.,Sam also gave Ellen grapes.,"if Sam only gave Rob grapes, it contradicts the idea that he also gave Ellen grapes.",0.0,0.0,2,POS,1,f3,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmESiLnD4xYCaHYO13e28q8z0Wui
3,0,Sam only gave Rob APPLES.,Sam also gave Ellen apples.,B,0,C,1,Sam only gave Rob APPLES.,Sam also gave Ellen apples.,"if Sam only gave Rob apples, it contradicts the statement that he also gave Ellen apples.",0.0,0.0,2,POS,1,f3,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmESiLnD4xYCaHYO13e28q8z0Wui
4,0,Sam only gave Ellen APPLES.,Sam didn't give Bill apples.,B,0,A,0,Sam only gave Ellen apples.,Sam didn’t give BILL apples.,"if Sam only gave Ellen apples, that means no one else, including Bill, got apples.",0.0,0.037037037037037035,2,NEG,1,f3,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmESiLnD4xYCaHYO13e28q8z0Wui
5,0,Sam only gave Rob APPLES.,Sam didn't give Sue apples.,B,0,A,1,Sam only gave Rob APPLES.,Sam didn’t give Sue apples.,"if Sam only gave Rob apples, it means nobody else, including Sue, got apples.",0.0,0.038461538461538464,2,NEG,1,f3,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmESiLnD4xYCaHYO13e28q8z0Wui
6,0,Sam only gave ROB oranges.,Sam also gave Rob apples.,B,0,C,0,Sam only gave Rob ORANGES.,Sam also gave Rob apples.,"if Sam only gave Rob oranges, it contradicts the statement that he also gave Rob apples.",0.0,0.0,1,POS,2,f3,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmESiLnD4xYCaHYO13e28q8z0Wui
7,0,Sam only gave ROB apples.,Sam also gave Rob grapes.,B,0,C,0,Sam only gave Rob APPLES.,Sam also gave Rob grapes.,"if Sam only gave Rob apples, it contradicts the idea that he also gave Rob grapes.",0.0,0.0,1,POS,2,f3,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmESiLnD4xYCaHYO13e28q8z0Wui
8,0,Sam only gave ROB bananas.,Sam didn't give Ellen bananas.,A,1,A,0,Sam only gave Rob BANANAS.,Sam didn’t give Ellen bananas.,"if Sam only gave Rob bananas, it implies that he didn’t give anyone else (including Ellen) bananas.",0.0,0.034482758620689655,1,NEG,1,f3,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmESiLnD4xYCaHYO13e28q8z0Wui
9,0,Sam only gave Mary APPLES.,Sam also gave Ellen apples.,B,0,C,0,Sam only gave MARY apples.,Sam also gave Ellen apples.,"if Sam only gave Mary apples, it contradicts the idea that he also gave Ellen apples.",0.0,0.0,2,POS,1,f3,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmESiLnD4xYCaHYO13e28q8z0Wui
0,0,Sam only gave SUE apples.,Sam also gave Rob apples.,C,1,C,1,Sam only gave SUE apples.,Sam also gave ROB apples.,"S1 says Sam only gave apples to Sue, implying that no one else received apples. S2 contradicts this by saying Rob also received apples.",0.0,0.0,1,POS,1,f4,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmEi8JZ33oGC0JqMY4SngaogRW0j
1,0,Sam only gave Bill APPLES.,Sam didn't give Mary apples.,B,0,A,0,Sam only gave BILL apples.,Sam didn’t give MARY apples.,"if Sam only gave apples to Bill, it must be true that Mary didn't get any.",0.0,0.037037037037037035,2,NEG,1,f4,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmEi8JZ33oGC0JqMY4SngaogRW0j
2,0,Sam only gave MARY oranges.,Sam also gave Ellen oranges.,C,1,C,1,Sam only gave MARY oranges.,Sam also gave ELLEN oranges.,"S1 claims Mary is the only one who got oranges, but S2 contradicts this by saying Ellen also got oranges.",0.0,0.0,1,POS,1,f4,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmEi8JZ33oGC0JqMY4SngaogRW0j
3,0,Sam only gave Ellen APPLES.,Sam didn't give Tom apples.,B,0,A,0,Sam only gave ELLEN apples.,Sam didn’t give TOM apples.,"if Ellen is the only one who got apples, then Tom would not have received any apples.",0.0,0.038461538461538464,2,NEG,1,f4,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmEi8JZ33oGC0JqMY4SngaogRW0j
4,0,Sam only gave ROB bananas.,Sam also gave Rob oranges.,B,1,B,1,Sam only gave ROB bananas.,Sam also gave ROB oranges.,"S1 talks about bananas, and S2 talks about oranges, they don't contradict each other, and S2 does not entail or support S1 in any way. They are independent facts.",0.0,0.0,1,POS,2,f4,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmEi8JZ33oGC0JqMY4SngaogRW0j
5,0,Sam only gave Bill BANANAS.,Sam didn't give Bill grapes.,A,1,A,0,Sam only gave BILL bananas.,Sam didn’t give BILL grapes.,"if Sam only gave Bill bananas, then it follows logically that Bill did not receive grapes.",0.0,0.037037037037037035,2,NEG,2,f4,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmEi8JZ33oGC0JqMY4SngaogRW0j
6,0,Sam only gave Ellen ORANGES.,Sam didn't give Ellen grapes.,A,1,A,0,Sam only gave ELLEN oranges.,Sam didn’t give ELLEN grapes.,"if Ellen only got oranges, it follows naturally that she didn’t get any grapes.",0.0,0.03571428571428571,2,NEG,2,f4,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmEi8JZ33oGC0JqMY4SngaogRW0j
7,0,Sam only gave Mary BANANAS.,Sam didn't give Ellen bananas.,B,0,A,0,Sam only gave MARY bananas.,Sam didn’t give ELLEN bananas.,"if Sam only gave Mary bananas, it implies that no one else, including Ellen, got bananas.",0.0,0.034482758620689655,2,NEG,1,f4,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmEi8JZ33oGC0JqMY4SngaogRW0j
8,0,Sam only gave BILL bananas.,Sam didn't give Tom bananas.,A,1,A,1,Sam only gave BILL bananas.,Sam didn’t give TOM bananas.,"if Bill is the only one who got bananas, then Tom must not have received any.",0.0,0.037037037037037035,1,NEG,1,f4,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmEi8JZ33oGC0JqMY4SngaogRW0j
9,0,Sam only gave Sue ORANGES.,Sam didn't give Sue grapes.,A,1,A,0,Sam only gave SUE oranges.,Sam didn’t give SUE grapes.,"if Sue only got oranges, then naturally she didn’t get grapes.",0.0,0.038461538461538464,2,NEG,2,f4,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmEi8JZ33oGC0JqMY4SngaogRW0j
0,0,Sam only gave Ellen GRAPES.,Sam also gave Ellen oranges.,C,1,C,0,Sam only gave ELLEN grapes.,Sam also gave Ellen oranges.,"the first sentence states that Ellen only received grapes, but the second sentence states she also received oranges, which contradicts the first.",0.0,0.0,2,POS,2,f5,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmEy7HmPrdoq7nIZZgVFbW7VGE4H
1,0,Sam only gave ELLEN apples.,Sam also gave Rob apples.,C,0,B,1,Sam only gave ELLEN apples.,Sam also gave Rob apples.,"the second sentence talks about Rob, who is not mentioned in the first sentence, so the two statements are independent.",0.0,0.0,1,POS,1,f5,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmEy7HmPrdoq7nIZZgVFbW7VGE4H
2,0,Sam only gave MARY oranges.,Sam didn't give Mary bananas.,B,0,A,1,Sam only gave MARY oranges.,Sam didn't give Mary bananas.,"if Mary only received oranges, it implies she didn’t receive bananas, so the second sentence is entailed by the first.",0.0,0.0,1,NEG,2,f5,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmEy7HmPrdoq7nIZZgVFbW7VGE4H
3,0,Sam only gave MARY oranges.,Sam also gave Tom oranges.,C,0,B,1,Sam only gave MARY oranges.,Sam also gave Tom oranges.,"the first sentence focuses on what Mary received, while the second sentence focuses on Tom, so they are independent statements.",0.0,0.0,1,POS,1,f5,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmEy7HmPrdoq7nIZZgVFbW7VGE4H
4,0,Sam only gave Mary ORANGES.,Sam didn't give Tom oranges.,B,1,B,0,Sam only gave MARY oranges.,Sam didn't give Tom oranges.,"the first sentence only talks about Mary’s oranges, and doesn’t mention Tom, so the second sentence is independent.",0.0,0.0,2,NEG,1,f5,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmEy7HmPrdoq7nIZZgVFbW7VGE4H
5,0,Sam only gave Mary GRAPES.,Sam also gave Mary apples.,C,1,C,0,Sam only gave MARY grapes.,Sam also gave Mary apples.,"the first sentence restricts Mary’s gifts to only grapes, but the second sentence mentions apples, which contradicts the first.",0.0,0.0,2,POS,2,f5,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmEy7HmPrdoq7nIZZgVFbW7VGE4H
6,0,Sam only gave SUE apples.,Sam also gave Mary apples.,C,0,B,1,Sam only gave SUE apples.,Sam also gave Mary apples.,"the focus in the first sentence is on Sue, and the second is on Mary. The information about Mary is independent of the information about Sue.",0.0,0.0,1,POS,1,f5,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmEy7HmPrdoq7nIZZgVFbW7VGE4H
7,0,Sam only gave Bill ORANGES.,Sam also gave Bill bananas.,C,1,C,0,Sam only gave BILL oranges.,Sam also gave Bill bananas.,"the first sentence says Bill only received oranges, but the second says he also received bananas, which contradicts the first.",0.0,0.0,2,POS,2,f5,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmEy7HmPrdoq7nIZZgVFbW7VGE4H
8,0,Sam only gave Ellen BANANAS.,Sam also gave Ellen grapes.,C,1,C,0,Sam only gave ELLEN bananas.,Sam also gave Ellen grapes.,"the first sentence limits Ellen to receiving only bananas, but the second sentence adds grapes, which contradicts the first.",0.0,0.0,2,POS,2,f5,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmEy7HmPrdoq7nIZZgVFbW7VGE4H
9,0,Sam only gave Tom BANANAS.,Sam didn't give Tom oranges.,A,1,A,0,Sam only gave TOM bananas.,Sam didn't give Tom oranges.,"if Tom only received bananas, it implies he did not receive oranges, so the second sentence is entailed by the first.",0.0,0.0,2,NEG,2,f5,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmEy7HmPrdoq7nIZZgVFbW7VGE4H
0,0,Sam only gave ROB apples.,Sam didn't give Sue apples.,A,1,A,1,Sam only gave ROB apples.,Sam didn't give Sue apples.,"if Sam only gave Rob apples, it implies he did not give apples to anyone else, including Sue.",0.0,0.0,1,NEG,1,f6,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmFCYbF8MAjTwfAU7dtNzmLM6fSu
1,0,Sam only gave SUE grapes.,Sam also gave Sue oranges.,B,0,C,1,Sam only gave SUE grapes.,Sam also gave Sue oranges.,"if Sam only gave Sue grapes, it contradicts the statement that he also gave her oranges.",0.0,0.0,1,POS,2,f6,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmFCYbF8MAjTwfAU7dtNzmLM6fSu
2,0,Sam only gave SUE grapes.,Sam didn't give Sue bananas.,B,0,A,1,Sam only gave SUE grapes.,Sam didn't give Sue bananas.,"if Sam only gave Sue grapes, it implies he didn't give her anything else, which includes not giving her bananas.",0.0,0.0,1,NEG,2,f6,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmFCYbF8MAjTwfAU7dtNzmLM6fSu
3,0,Sam only gave Mary GRAPES.,Sam also gave Ellen grapes.,B,0,C,0,Sam only gave MARY grapes.,Sam also gave Ellen grapes.,"if Sam only gave Mary grapes, then it contradicts the idea that he also gave Ellen grapes.",0.0,0.0,2,POS,1,f6,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmFCYbF8MAjTwfAU7dtNzmLM6fSu
4,0,Sam only gave Rob ORANGES.,Sam also gave Rob bananas.,C,1,C,0,Sam only gave ROB oranges.,Sam also gave Rob bananas.,"if Sam only gave Rob oranges, it contradicts the idea that he also gave Rob bananas.",0.0,0.0,2,POS,2,f6,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmFCYbF8MAjTwfAU7dtNzmLM6fSu
5,0,Sam only gave Sue BANANAS.,Sam didn't give Sue grapes.,A,1,A,0,Sam only gave SUE bananas.,Sam didn't give Sue grapes.,"if Sam only gave Sue bananas, it implies that he didn't give her any other kind of fruit, including grapes.",0.0,0.0,2,NEG,2,f6,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmFCYbF8MAjTwfAU7dtNzmLM6fSu
6,0,Sam only gave Tom GRAPES.,Sam didn't give Tom apples.,A,1,A,0,Sam only gave TOM grapes.,Sam didn't give Tom apples.,"if Sam only gave Tom grapes, it implies he didn't give him anything else, including apples.",0.0,0.0,2,NEG,2,f6,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmFCYbF8MAjTwfAU7dtNzmLM6fSu
7,0,Sam only gave TOM bananas.,Sam didn't give Tom grapes.,B,0,A,1,Sam only gave TOM bananas.,Sam didn't give Tom grapes.,"if Sam only gave Tom bananas, it implies he didn't give him any other kind of fruit, including grapes.",0.0,0.0,1,NEG,2,f6,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmFCYbF8MAjTwfAU7dtNzmLM6fSu
8,0,Sam only gave Rob APPLES.,Sam also gave Rob grapes.,C,1,C,0,Sam only gave ROB apples.,Sam also gave Rob grapes.,"if Sam only gave Rob apples, it contradicts the statement that he also gave him grapes.",0.0,0.0,2,POS,2,f6,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmFCYbF8MAjTwfAU7dtNzmLM6fSu
9,0,Sam only gave ELLEN grapes.,Sam also gave Ellen oranges.,B,0,C,1,Sam only gave ELLEN grapes.,Sam also gave Ellen oranges.,"if Sam only gave Ellen grapes, it contradicts the statement that he also gave her oranges.",0.0,0.0,1,POS,2,f6,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmFCYbF8MAjTwfAU7dtNzmLM6fSu
0,0,Sam only gave Bill BANANAS.,Sam also gave Bill grapes.,C,0,B,0,Sam only gave BILL bananas.,Sam also gave Bill grapes.,"the second sentence talks about grapes, which is a new piece of information that is independent of the focus on bananas in the first sentence.",0.0,0.0,2,POS,2,f7,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmFPbZEs73lkaM3tupVe0aqOVoLP
1,0,Sam only gave MARY apples.,Sam also gave Ellen apples.,C,1,C,1,Sam only gave MARY apples.,Sam also gave Ellen apples.,"the focus in the first sentence is that Mary is the only person who received apples, but the second sentence says Ellen also received apples, which contradicts the first statement.",0.0,0.0,1,POS,1,f7,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmFPbZEs73lkaM3tupVe0aqOVoLP
2,0,Sam only gave Sue APPLES.,Sam also gave Tom apples.,B,0,C,0,Sam only gave SUE apples.,Sam also gave Tom apples.,"the first sentence focuses on Sue being the only recipient of apples, but the second sentence says Tom also got apples, contradicting the first statement.",0.0,0.0,2,POS,1,f7,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmFPbZEs73lkaM3tupVe0aqOVoLP
3,0,Sam only gave BILL grapes.,Sam didn't give Bill oranges.,B,0,A,1,Sam only gave BILL grapes.,Sam didn't give Bill oranges.,"if Bill only received grapes, it follows logically that he didn’t receive oranges.",0.0,0.0,1,NEG,2,f7,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmFPbZEs73lkaM3tupVe0aqOVoLP
4,0,Sam only gave BILL apples.,Sam didn't give Bill bananas.,B,0,A,1,Sam only gave BILL apples.,Sam didn't give Bill bananas.,"if the only thing Bill received was apples, it means that Bill did not get bananas, so the second sentence is entailed by the first.",0.0,0.0,1,NEG,2,f7,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmFPbZEs73lkaM3tupVe0aqOVoLP
5,0,Sam only gave SUE apples.,Sam didn't give Sue bananas.,B,0,A,1,Sam only gave SUE apples.,Sam didn't give Sue bananas.,"if Sue only got apples, she did not receive bananas. So the second sentence is entailed by the first.",0.0,0.0,1,NEG,2,f7,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmFPbZEs73lkaM3tupVe0aqOVoLP
6,0,Sam only gave ELLEN oranges.,Sam didn't give Tom oranges.,A,0,B,1,Sam only gave ELLEN oranges.,Sam didn't give Tom oranges.,"the first sentence is about Ellen and the second sentence is about Tom, the two statements are independent of each other.",0.0,0.0,1,NEG,1,f7,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmFPbZEs73lkaM3tupVe0aqOVoLP
7,0,Sam only gave TOM apples.,Sam didn't give Mary apples.,A,1,A,1,Sam only gave TOM apples.,Sam didn't give Mary apples.,"if Tom is the only person who received apples, then Mary clearly did not receive any apples. The second sentence follows from the first.",0.0,0.0,1,NEG,1,f7,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmFPbZEs73lkaM3tupVe0aqOVoLP
8,0,Sam only gave Tom APPLES.,Sam also gave Bill apples.,B,0,C,0,Sam only gave TOM apples.,Sam also gave Bill apples.,"the first sentence states that Tom is the only recipient of apples, but the second sentence says Bill was also given apples, which contradicts the first statement.",0.0,0.0,2,POS,1,f7,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmFPbZEs73lkaM3tupVe0aqOVoLP
9,0,Sam only gave Sue BANANAS.,Sam didn't give Tom bananas.,B,0,A,0,Sam only gave SUE bananas.,Sam didn't give Tom bananas.,"if Sue is the only one who received bananas, it follows that Tom did not receive bananas. The second sentence is entailed by the first.",0.0,0.0,2,NEG,1,f7,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmFPbZEs73lkaM3tupVe0aqOVoLP
0,0,Sam only gave Ellen BANANAS.,Sam also gave Rob bananas.,B,0,C,0,Sam only gave ELLEN bananas.,Sam also gave ROB bananas.,"S1 specifies that only Ellen received bananas, but S2 says Rob also received bananas, which contradicts the exclusivity in S1.",0.0,0.0,2,POS,1,f8,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmFepkCfWttJoo2d6TYhzFiajnOK
